,UKF304,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.03965437239481597,-0.028434356154632554,0.0527522003104971
HALLMARK_ALLOGRAFT_REJECTION,-0.10639310854424291,0.027977309053607208,0.010115119262029886
HALLMARK_ANDROGEN_RESPONSE,-0.0595401535088649,0.030402297548546175,-0.006007435501639813
HALLMARK_ANGIOGENESIS,-0.0834635409148873,0.01171242788050644,-0.19744123090069324
HALLMARK_APICAL_JUNCTION,-0.009984794669202384,-0.029653910262678992,0.1102340148849928
HALLMARK_APICAL_SURFACE,0.08098214062324233,-0.04931257227797436,0.09248378975558921
HALLMARK_APOPTOSIS,-0.00849801226886628,-0.007672911667606228,0.07309282720985254
HALLMARK_BILE_ACID_METABOLISM,-0.03692737552307138,-0.022890311441697956,0.055117054446275536
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03496246676969972,0.025740461987112162,0.027898059021710584
HALLMARK_COAGULATION,-0.12597865625335194,-0.09078541826811612,-0.038527164608568296
HALLMARK_COMPLEMENT,-0.09570774554692911,0.04940571756856557,0.17732323740120493
HALLMARK_DNA_REPAIR,0.06628347361546028,-0.00020793988551374098,0.11118175208366708
HALLMARK_E2F_TARGETS,0.08212242990407269,0.05119932878064559,0.08897902347014806
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.09030843812376188,-0.015196437526698404,0.019803608722752074
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08256571143800503,0.04600565506293806,0.05741238999271513
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.05497535228070467,-0.032362344798458176,0.0019507038378307525
HALLMARK_FATTY_ACID_METABOLISM,0.01443156773435977,0.02596810217870458,0.03295218737684876
HALLMARK_G2M_CHECKPOINT,0.02797853675278406,0.017919412430736366,0.020964884090031093
HALLMARK_GLYCOLYSIS,0.13112615541346861,-0.02197585267882303,0.12343714142477424
HALLMARK_HEDGEHOG_SIGNALING,0.1452862806458886,-0.0731953024126522,0.07257402299766351
HALLMARK_HEME_METABOLISM,0.05589306656735215,-0.05362081188304387,0.06753500635751684
HALLMARK_HYPOXIA,0.05468639765865276,-0.026486746037454934,0.06485753008671968
HALLMARK_IL2_STAT5_SIGNALING,-0.04387977691815644,-0.04276818668491792,0.015533033365773908
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.10982652967827532,-0.03500779444106623,-0.020453083440932995
HALLMARK_INFLAMMATORY_RESPONSE,0.07448506672494365,0.013881761086667797,0.10676156369770612
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.07506806162979018,-0.01441166426625885,0.0179610840825977
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.07116489743993192,-0.013093075808152834,0.07547864503112464
HALLMARK_KRAS_SIGNALING_DN,0.14706746835819673,-0.028348614253087275,0.11321995345635537
HALLMARK_KRAS_SIGNALING_UP,0.15436536058928346,-0.02890259246864779,0.06822619692967899
HALLMARK_MITOTIC_SPINDLE,0.0794894002042989,-0.023130080291481166,0.06371272954402706
HALLMARK_MTORC1_SIGNALING,0.07815946898540893,-0.04350733375604785,0.07052874755621562
HALLMARK_MYC_TARGETS_V1,0.06772871693279585,0.00839708370180233,0.13021181961321465
HALLMARK_MYC_TARGETS_V2,0.02417346023374652,-0.03252153168451599,-0.05278968582435628
HALLMARK_MYOGENESIS,0.035710479610469706,-0.008698813870134776,-0.01920729527877145
HALLMARK_NOTCH_SIGNALING,0.018578899322284136,-0.004154493088234852,0.011598770048497895
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.13915043714676611,-0.03808721168021174,0.1299296794289642
HALLMARK_P53_PATHWAY,-0.007892045273584688,-0.048435523064293676,0.10458723938064643
HALLMARK_PANCREAS_BETA_CELLS,0.1455484767731569,0.014174194953982335,0.19561179681302765
HALLMARK_PEROXISOME,0.022174059316578617,0.030848421846414738,-0.008471632124617481
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.12704400937491772,0.0011628648998783947,0.12560732940927016
HALLMARK_PROTEIN_SECRETION,0.12352887738756571,-0.016357311363613684,0.14493627046843982
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.11963060087652344,-0.025860879231669947,-0.1501850649748605
HALLMARK_SPERMATOGENESIS,0.14290608005347505,-0.04025158125053547,0.06849574010112162
HALLMARK_TGF_BETA_SIGNALING,0.023101425222153832,0.03212037456215941,0.044128275941486196
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.07372524302485761,-0.03225262601193457,-0.11985420785463362
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.13174256595538486,-0.02357415744010596,0.13378474137839977
HALLMARK_UV_RESPONSE_DN,0.15291172160086783,0.0205273683947292,0.10976322503318893
HALLMARK_UV_RESPONSE_UP,0.11128521101888718,-0.0329967787836126,0.1061934290193162
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.050124448607624376,-0.007589861907532196,-0.06254313450784135
HALLMARK_XENOBIOTIC_METABOLISM,-0.02006828023540848,-0.027111378945065597,0.08153324882512519
