,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH916inf
HALLMARK_ADIPOGENESIS,0.08146015633992819,0.04589808385058126,-0.011197563296848649,-0.058629831857083224,-0.005358828958330755,0.04624352187804044,0.02852619127226465,0.005166982620145953
HALLMARK_ALLOGRAFT_REJECTION,0.04830715418702664,0.002870609037837441,-0.062468811449413186,-0.12423727647136913,-0.01192569759428839,0.049116245374243014,0.011658911487172702,0.08729281152190028
HALLMARK_ANDROGEN_RESPONSE,0.06648383253578317,0.127392489837856,-0.04327212237743053,-0.0992129203683207,-0.024090194559357306,0.11730255743709722,-0.009219856143574658,0.07299269731861315
HALLMARK_ANGIOGENESIS,0.04606084480720344,-0.12347385939879077,-0.026017117483701807,-0.10143174737981149,-0.05003365060366439,0.07840781509638554,-0.04371546447413839,0.07621896608200533
HALLMARK_APICAL_JUNCTION,0.034268454451723565,0.02425494747039612,-0.038329572598167785,-0.08756672989286252,-0.0060997112098311115,0.07165806914296136,0.02409737452824366,0.002012601388529635
HALLMARK_APICAL_SURFACE,-0.03742396696518787,0.025010674078092966,0.04309649756409759,0.11954562097976396,-0.006520255484080059,0.08234347473482004,0.02271254952773599,-0.0013057177219499775
HALLMARK_APOPTOSIS,0.044501594381917954,0.026554852132775832,-0.032154832378415585,0.016230564060699573,-0.01671809697867286,-0.01728360579806607,-0.005728594520366882,0.006021929652064426
HALLMARK_BILE_ACID_METABOLISM,-0.025469492488981123,-0.02389911180585221,-0.05187452528931524,-0.1058114034905568,-0.009710832442624277,0.07279624164304847,-0.020274501757588662,0.2297850802739816
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1175570017789306,-0.0023604750652385393,-0.04414474082804316,-0.11208040222735283,-0.03808194848826756,0.10146825538862393,0.008975378699824333,0.043485547662461196
HALLMARK_COAGULATION,0.04008148990136531,0.01614211780077267,-0.07432201118224814,-0.107560870945358,-0.04360427776667109,0.06726740157926515,-0.019330712164591896,0.1429882303460361
HALLMARK_COMPLEMENT,0.03801228924472884,0.1406234191698632,-0.01182697783771863,-0.09468720882140258,0.0025879717248976676,0.09118492268344738,0.010736083880240449,0.000836593100269838
HALLMARK_DNA_REPAIR,0.06527151361264515,0.11378092367430936,-0.036850271110206514,-0.09180341765902632,0.008174856701255008,0.07182437838482188,0.030325917186619058,0.09397772822406951
HALLMARK_E2F_TARGETS,0.03458089214789068,0.06836305096534971,-0.06771403195733976,-0.12252034632943903,-0.012203152644277973,-0.013877991798899352,0.006330571507642402,-0.021358378255950508
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02903167224298958,-0.0897764796252048,-0.07293462904847285,-0.13017371102922265,-0.0004326984089125636,0.04224512448179332,-0.027059640473350886,0.09648969066033425
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.004002425367787761,0.1438927605349599,0.03950626729659813,0.005788797869092595,-0.05979366797584803,0.01830982652672042,0.03586266169704819,0.0619464841360516
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01750905941727839,0.026189861463565948,-0.04989830370335539,0.0610313592253026,0.02564320800926363,0.021579165524571637,-0.0029507537496893444,-0.08793112914136096
HALLMARK_FATTY_ACID_METABOLISM,-0.03036503088426312,0.09974544346693617,-0.019682455216598345,-0.05428693378727114,-0.0011221986323781397,0.04383526672041404,0.05583652137010139,0.014199892692067272
