,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04495087099227222,0.042706844707095556,0.008844919263997449,0.03189935131672959,0.13790695699294075,0.07258505960516165,-0.03427188948340946,0.15755987343596844,0.0713081446535884,0.03731692823598654,0.11528888797398254
HALLMARK_ALLOGRAFT_REJECTION,-0.01161800676192723,0.04426764736434079,-0.08414995201014518,0.006598856794830775,0.14106822390949483,0.01118643057893976,-0.03547001396983856,0.1241541992923084,0.04813003746604469,-0.033172347132466355,-0.03864898310852114
HALLMARK_ANDROGEN_RESPONSE,0.034700751376909755,0.029856443795082465,-0.049999816322838044,0.0023192269367986423,0.16420662483369744,0.045893923787164975,0.03127196320168585,0.1326724920620338,0.055130546598786814,0.0019129487651949873,0.02003877377328469
HALLMARK_ANGIOGENESIS,0.08025946503096938,0.03352066935830749,0.023503109439480866,0.06545236704695537,0.1514373650146065,0.05981299791099639,-0.045371940726777034,-0.037557280297872,0.02982377911845837,-0.06098513703619157,-0.07780729567081908
HALLMARK_APICAL_JUNCTION,0.07461752969981464,0.010747393089973396,0.026558306704115027,0.042462229244097344,0.16233856896135804,0.14384963450188668,0.03994268619584121,0.16806996285887343,0.06292821101258912,0.060838822754422796,0.05974203937353036
HALLMARK_APICAL_SURFACE,0.008775590573465325,0.0665678128074126,0.12870305296686954,-0.03152825804749184,-0.05515765647078668,0.033088362199643485,0.05214071110409479,0.13449139803123458,0.0771874807551866,0.06736297183657439,0.07046825020366455
HALLMARK_APOPTOSIS,-0.004811588831394263,0.0179381087023946,-0.07674230641588817,0.0013492010861585817,0.030770128970742317,0.07174226874024024,0.04567649052351611,-0.06787550352939879,-0.017856282694756268,-0.03884021901333496,0.0046939626968066075
HALLMARK_BILE_ACID_METABOLISM,0.03372206834079169,-0.012793645391413025,0.1310900377857346,0.011733022913228856,0.1672656358155958,0.11597381076311529,0.07763480138981584,0.1633366346068143,0.06115178920751284,0.092438787482482,0.1506107166594572
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05506564951483099,0.032419144296404974,0.1062664040417338,0.019622525652676324,0.11242910373014675,0.047700822278577595,0.025089222656619205,0.1891197920284508,0.05531652676949161,0.09349841969150412,0.19170770550196767
HALLMARK_COAGULATION,0.024799477021447882,0.07302754710480183,-0.02669443348299939,-0.008242506831606941,0.14143846397812687,0.11450268139707576,0.0015686324228925978,0.12096313563301625,0.08320276160799259,-0.02557387144665749,-0.013803687747278786
HALLMARK_COMPLEMENT,0.04934108945319526,0.05660271857264509,-0.09441213932035154,0.0007030773220087606,0.15968349194195994,0.05607410161570221,0.021523385779390277,0.0966763443336174,0.05527946842430862,0.025947455774592544,0.11549630842721628
HALLMARK_DNA_REPAIR,0.06568458165472299,0.005509721945823308,0.030591888534961097,0.05947060366983036,0.18688353320237758,0.07252119069166507,0.03379988350479068,0.17322493899964753,0.06951244969365168,0.06660046690577143,0.14031684745779413
HALLMARK_E2F_TARGETS,0.08174794641408635,0.04888825733442701,0.08657714861776979,0.03070403244505997,0.17908949975775826,0.0942565892607892,0.0019015072546517504,0.040423201240761535,0.09577322349291839,0.042833249735426085,0.15804419007585316
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.028139100136813724,0.061071835960973736,-0.0058138835172446765,0.007803223838000793,0.1504576866027704,0.07497205444698475,-0.06283554956266647,-0.03905966626237552,0.04555179743117168,-0.09491959042294382,-0.0596315354301923
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.012136522543319006,0.00305551883748091,0.034228071854273845,-0.001525272579726981,0.137348445691564,0.07290662113691793,-0.05170433410034402,0.09396940308308444,0.07369843266231213,0.031983514858401736,0.13639191733434103
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04657413576116939,0.0077688225459474555,0.04352846985709971,0.04232850476965374,-0.04443489153303797,0.03307235379136048,-0.01942850226364233,0.1796073195948411,0.0605550494427037,0.027242884598856574,0.14839176219568717
HALLMARK_FATTY_ACID_METABOLISM,0.02887646614690868,0.01727359902745159,0.007780762956406997,0.0012462685807782335,0.13672296561794198,0.036142383654402754,0.023677636074512065,-0.016083613075329278,0.02470780291710089,-0.032539777430645477,0.0911497782565837
HALLMARK_G2M_CHECKPOINT,0.0834985539644887,0.0008406347412659368,0.07565212129871218,0.03923934245374601,0.1821976032004058,0.07381933593712504,-0.0052674321807071305,0.06370333108837735,0.02753757604374948,0.034842516335513024,0.1390351538835542
HALLMARK_GLYCOLYSIS,0.07214570064609907,-0.017891640517714736,0.009840367212309194,0.05206079494971334,0.16102225754263222,0.03670825890958696,-0.015138450801947598,0.1297270196498624,0.07891737974884715,0.05378323121188475,0.1501972735484221
HALLMARK_HEDGEHOG_SIGNALING,0.040100324827115265,-0.0018447467290341356,0.018163907539880234,0.03494891832775973,-0.03843996925281116,-0.024047094334917623,0.01373900033940488,0.07865888293646188,0.09574609150983357,0.05853456021673787,0.10927288685596537
HALLMARK_HEME_METABOLISM,0.03180633988234613,0.020329025926287842,0.0859883842037455,0.03911323057765821,0.17132875229795072,0.1287078435240399,0.04455014728739144,0.17181451279687998,0.08431101805118583,0.03983877708939498,0.16980140700652738
