,UKF266,UKF275,UKF304,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05945856136481009,0.06456426290926387,0.10966540238359936,-0.07437990529366309
HALLMARK_ALLOGRAFT_REJECTION,0.03526698025453496,0.025816567750687934,-0.17280500898265533,-0.02357681996449599
HALLMARK_ANDROGEN_RESPONSE,0.05282629883908756,-0.011956536853383671,-0.05011762790083711,-0.049473546546500234
HALLMARK_ANGIOGENESIS,-0.023074592200423263,-0.10899318745387564,-0.17159363265144678,-0.07333509112694354
HALLMARK_APICAL_JUNCTION,0.0575147631254301,-0.049960585058749625,0.05388967501134269,-0.02867113013417737
HALLMARK_APICAL_SURFACE,0.06574171545106482,0.07684175396543129,0.0951949970959801,-0.0021044049487209423
HALLMARK_APOPTOSIS,0.04019064196278589,-0.046926209911821434,0.02774253234761845,0.015581393713579956
HALLMARK_BILE_ACID_METABOLISM,0.03315766450011767,-0.01550977093879151,-0.05214718667690201,-0.11728165111139965
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.007438738759826349,-0.06343934660162573,-0.14233586491387332,-0.07513300220814574
HALLMARK_COAGULATION,-0.027890850297421717,-0.06621534248773076,-0.18652540296430212,-0.0450281618171881
HALLMARK_COMPLEMENT,0.05504779699203899,0.0062406765806141025,-0.09952190563014425,-0.03283960353552343
HALLMARK_DNA_REPAIR,0.06519164179363207,0.034633666344374495,0.1514361121193356,-0.10288003457400112
HALLMARK_E2F_TARGETS,0.0045274539068005035,-0.011164539755597737,0.17279707556467327,-0.07156665756141682
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.00840993468480197,-0.0774021528310578,-0.1263183414527129,-0.05980079351894845
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07563700539426094,0.06329749563340874,0.1557994242314422,-0.05003263993561885
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03935810184106698,-0.028239404565847982,-0.02762714703559232,0.019551149727166293
HALLMARK_FATTY_ACID_METABOLISM,0.062337607758535106,0.0035680866657948713,0.007030150391848715,-0.0053205951040008114
HALLMARK_G2M_CHECKPOINT,0.0048107410368438104,-0.09445567244799538,0.006792469798011991,-0.05167727477407267
HALLMARK_GLYCOLYSIS,0.10043202627777492,0.054659579104183675,0.16799172533153894,-0.056292299931651905
HALLMARK_HEDGEHOG_SIGNALING,0.06366394556625868,0.08230528203002865,0.18633993856195089,0.04336270294205773
HALLMARK_HEME_METABOLISM,0.093662692992102,0.05391427615195281,0.11653864325559019,-0.01056873594480559
HALLMARK_HYPOXIA,0.029046222870499433,-0.05725158373101629,0.051949373118153265,-0.07170239725908689
HALLMARK_IL2_STAT5_SIGNALING,0.04104809084019933,-0.0033245816921413534,-0.11611326158453332,-0.015358242398666575
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.03471988905635481,-0.0918733216271141,-0.13947719448620619,-0.07101641548697282
HALLMARK_INFLAMMATORY_RESPONSE,-0.006321209809486182,-0.06423876970398963,0.09630170382112549,-0.01692559431798847
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.02815352778562753,0.04930021617703245,-0.16275147739245086,0.017566161811664417
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03705736375936771,-0.028450092882809266,-0.11170306402271216,-0.06951826941790071
HALLMARK_KRAS_SIGNALING_DN,0.18581397173282152,0.04739664730183496,0.15313197933836442,0.03476019960221694
HALLMARK_KRAS_SIGNALING_UP,0.07547684504823673,0.07297623867935564,0.14927273918588513,0.019809906578869555
HALLMARK_MITOTIC_SPINDLE,0.05315715603105573,0.015037467907935555,0.07714270611743122,-0.012830862332938196
HALLMARK_MTORC1_SIGNALING,0.04539922234334087,-0.0002019501944975177,0.09972818127548044,-0.08494347064432792
HALLMARK_MYC_TARGETS_V1,0.04311344876725699,0.016685863842594195,0.11688299968506949,-0.10397978844058015
