,UKF243,UKF248,UKF269,UKF275
HALLMARK_ADIPOGENESIS,0.016404805506798018,0.09402515627411824,0.08788445673735418,0.008848742003658108
HALLMARK_ALLOGRAFT_REJECTION,0.01442560463452032,0.08131230634123625,0.13827635160682916,0.01681770535293851
HALLMARK_ANDROGEN_RESPONSE,0.02766089146455809,0.08867218661112582,0.10548309068224858,-0.048636636685157775
HALLMARK_ANGIOGENESIS,-0.025618405602781377,-0.011182064622892828,0.12866263977017234,-0.011384918707382714
HALLMARK_APICAL_JUNCTION,0.08022713422334583,0.07372007230999944,0.1229086808023482,-0.009614618869805601
HALLMARK_APICAL_SURFACE,0.07613836321771103,0.11698391783485157,-0.017468226343623137,-0.02846129017738962
HALLMARK_APOPTOSIS,0.02316329519775625,0.02471257064475707,0.0460335055586587,-0.016170872989769488
HALLMARK_BILE_ACID_METABOLISM,0.02284327218688967,0.107597118719377,0.13901728693499416,0.011600709185620587
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07848607398896199,0.0243480701519816,0.0797779849295401,-1.85979682885731e-05
HALLMARK_COAGULATION,0.04644593014290145,0.07033640747267222,0.11285820718805345,-0.0013440901455122158
HALLMARK_COMPLEMENT,0.02114670516079447,0.05210327100316662,0.14017467666573985,-0.012855116165659368
HALLMARK_DNA_REPAIR,0.048408044477272816,0.09197292174836322,0.13655107987435092,-0.028215438124382593
HALLMARK_E2F_TARGETS,0.03522762214529879,0.07043164345299273,0.1345589118912372,0.0037293622454209517
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.007035745199759827,0.0010658418410837082,0.13237131184962717,-0.03956344710327627
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.007119179344139215,0.020291947153225583,0.10130414454918113,0.016998599979501504
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07916449821649556,0.04246879915006638,0.01937996296407004,-0.009299760101651644
HALLMARK_FATTY_ACID_METABOLISM,0.03577054432940782,-0.03936258615871381,0.1285429951489437,0.018341924587846007
HALLMARK_G2M_CHECKPOINT,0.060761444269713846,0.10186141801108767,0.1440253507198025,-0.029049359574118687
HALLMARK_GLYCOLYSIS,0.027336990730418162,0.006799206007752667,0.15032431887213776,-0.002007951195243982
HALLMARK_HEDGEHOG_SIGNALING,-0.04175988061759847,0.0477557840957068,-0.028984652995782727,0.03360121161806713
HALLMARK_HEME_METABOLISM,0.03961658759266095,0.05722452261131727,0.12413229932289047,-0.020365462314334972
HALLMARK_HYPOXIA,-0.027519997441806242,-0.08157469942589655,0.01178977689016557,-0.0154961325592904
HALLMARK_IL2_STAT5_SIGNALING,0.062465347252502974,0.04084301852489188,0.13735805633496903,-0.005100281620474217
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06080302492243923,-0.036553200242046405,0.14409642534479816,0.01911469198318274
HALLMARK_INFLAMMATORY_RESPONSE,0.050889534996211225,0.007705327769065463,0.09268666754257877,-0.003962621837230942
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.005706115838311566,0.0828171247595132,0.12690564919582492,-0.02232792795864399
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05697882582591067,0.039030936119821766,0.13403393690970106,-0.016227950662952753
HALLMARK_KRAS_SIGNALING_DN,0.031938405620055725,0.05071649175529965,-0.0321440211505108,0.01397202238911551
HALLMARK_KRAS_SIGNALING_UP,0.04301490558449559,0.02629408708662684,-0.023275285213427605,0.023141896119751936
HALLMARK_MITOTIC_SPINDLE,0.03994264716482378,0.08412730912598813,0.12399736656669066,-0.01058262186202317
HALLMARK_MTORC1_SIGNALING,-0.046689329751144926,-0.09210539408556254,0.15815939302848192,-0.02600592696712633
HALLMARK_MYC_TARGETS_V1,0.010190612426051883,0.07806592781794361,0.1418227618448071,-0.01517409913789857
HALLMARK_MYC_TARGETS_V2,0.08366989426617001,0.056976775045036135,0.09298253428639451,0.002415135690927616
HALLMARK_MYOGENESIS,0.031936512799988256,0.07372461595989015,-0.054344120051280365,-0.03777843186295537
HALLMARK_NOTCH_SIGNALING,0.10114848466054004,0.09572260117900812,0.12699366286533262,0.0533534015516035
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.031879574726066826,0.06382496753097251,0.012633225386884871,0.014550196766410003
HALLMARK_P53_PATHWAY,-0.006235992911144809,-0.022057769270046414,0.15081596210881448,0.0012362299877244677
HALLMARK_PANCREAS_BETA_CELLS,0.030826880287679003,0.0864087013531302,0.010576683808724783,0.027392348122485866
HALLMARK_PEROXISOME,0.006191833930543749,0.0567868221660592,0.10699955680124484,0.013063845223470925
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.032412545110253564,0.06511485041132599,0.07975458714683875,0.007264299585317437
HALLMARK_PROTEIN_SECRETION,0.027661300722951056,0.02893932050541779,0.12891534294957524,-0.0075474399673184
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.02480417920900178,-0.01927846716940612,-0.06038837305244134,0.026095471196634662
HALLMARK_SPERMATOGENESIS,0.016797741310858143,0.09949404226575419,0.04421380417585283,-0.003346333156629976
HALLMARK_TGF_BETA_SIGNALING,0.06761094279580795,0.06938669566008596,0.13401263898891927,-0.003970648862614719
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.06325611290890577,-0.03826254829621229,-0.028737828954672792,-0.016067178826895328
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.0003577293508052007,0.04365127527040692,0.14338099953830116,-0.006274357909530415
