,UKF248,UKF275,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10593741939025324,0.06570098870325827,0.19060076546341942,0.16472116831100603,0.13770942281973947,0.07307540955914049
HALLMARK_ALLOGRAFT_REJECTION,0.09287481707621,0.038782526473608345,0.16551259166484977,-0.03759021496996574,0.09457123523658255,0.031449252217092376
HALLMARK_ANDROGEN_RESPONSE,0.12400808415895363,0.02492946923870503,0.2158317539603275,0.10737300374101465,0.09166819884372196,0.1113678541413267
HALLMARK_ANGIOGENESIS,-0.04503814583558378,0.10381527220356994,0.10942820462535036,0.030939800114968687,-0.08367584155206793,0.019213645909968054
HALLMARK_APICAL_JUNCTION,0.11089147169273773,0.08186727585971064,0.17190067825237368,0.17195634067761728,0.112831889450316,0.0893524447493477
HALLMARK_APICAL_SURFACE,0.11957648997140115,-0.034656156663432344,0.1280652891003616,0.1842755447701775,0.09573813919368801,0.12860936833367106
HALLMARK_APOPTOSIS,0.0319086182667484,-0.001269048084251016,0.0429745287732967,0.09048265433753559,0.09363986939569219,-0.03273129874072108
HALLMARK_BILE_ACID_METABOLISM,0.05317739676514411,0.06012833679040528,0.09469303437378318,0.14683253068113924,0.1274314158380323,0.10240890529942252
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0298907267261731,0.03587850135550924,0.12971946848905405,0.1283381115036872,0.1233970912786873,0.10274259164430179
HALLMARK_COAGULATION,0.10546967245071953,0.07283570152857513,0.09045645794325097,0.1701995883289095,0.08315393732081393,0.02560023571340587
HALLMARK_COMPLEMENT,-0.007273154111483433,0.07280518318388023,0.17359009753961002,0.12330567730833673,0.1251525363083921,0.05175836540539363
HALLMARK_DNA_REPAIR,0.07003730880842587,0.0560829830284059,0.21746894002844422,0.16849303045821856,0.12114465641785366,0.12153756130521952
HALLMARK_E2F_TARGETS,0.0852761474496891,0.09857292377628889,0.06069810189800886,0.14756727342609102,0.10970432317224299,0.15813302122023776
