,UKF248,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,-0.03642324657904224,-0.06830379065551072,0.005583757988875714,-0.033770097760943404,0.0017491907885443748,0.04189937480678812,0.11294906450396379,0.059579849748516336,0.10032297974122148,0.0808989362914797,0.020598828058329282,0.021713955157622367,0.10686675711129652,-0.024848475807003025
HALLMARK_ALLOGRAFT_REJECTION,-0.06412611459562419,-0.04895391970813997,0.018207459175880618,-0.05749152913869232,0.014930530013425921,0.03943185777829037,0.039462768569467836,-0.02739436590050865,0.021925637549188515,0.02800826481146376,0.0037159473163029706,0.03713101780544108,0.029652375007897594,0.20383822542870667
HALLMARK_ANDROGEN_RESPONSE,-0.03516079893893472,0.04835614940911015,0.04860968736815152,-0.07053914304068144,-0.0031150269495668244,0.03224090474319151,0.11430114941410537,-0.050947768009348554,0.1023131191278126,0.06499122911873353,0.019267125264586366,0.0440948191596849,0.03753153077270704,-0.01393078347491597
HALLMARK_ANGIOGENESIS,-0.012786460758056915,0.004274971475273477,-0.0031918782724947494,-0.004792576913261119,0.03648723248408793,0.022665686618167636,0.11853783305593782,-0.09790788056664798,-0.08853261862028566,-0.028375128101078215,-0.02097479340383615,0.008066843799583263,-0.08655208450849669,0.09864727168146938
HALLMARK_APICAL_JUNCTION,-0.020325493385090345,-0.026569205186150115,-0.001744994901768454,-0.07234492148751932,-0.001497077231869034,0.0548347690421149,0.14398034703018134,0.02231518649801247,0.09057857159671469,0.07384517678925455,0.008821538547115171,0.00877622393140317,0.07110471801235962,-0.053366377491424984
HALLMARK_APICAL_SURFACE,0.00338829599868967,-0.11339059732277948,-0.0027610948664144866,0.0013452471689859907,0.014085903928307756,0.02692852640258172,0.08959393419049218,-0.019897883680278075,0.03582132573362306,0.08546306384093648,0.01861359668795424,0.03574502461215504,0.004553116292088784,-0.053351496307559525
HALLMARK_APOPTOSIS,-0.037591651573893464,0.028290738406105534,-0.027678823384068237,0.02889553133785174,0.03641960926733934,0.0021879457361669193,-0.03554596705036961,-0.12352250007379857,-0.046337676372689235,0.07498620029369497,-0.009441271047077697,0.0047142782221797205,-0.006151526151967629,-0.08753835974281374
HALLMARK_BILE_ACID_METABOLISM,0.042585527019030726,-0.10667456974221134,-0.011591831148850236,-0.05490502721520309,0.08950798034955583,0.021211942976295917,-0.04822239979099359,0.07966074991711967,0.0823840096588297,0.01983361758766703,0.050045615675141854,0.08026593972329756,0.12643893902664746,-0.013782933263651594
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.047603109784855185,-0.02941477450938259,0.007283411320095474,-0.021876852263217495,0.016365087101722166,0.05344202530937005,0.09936856293309279,0.08176686282254109,0.0735116690148767,0.07376426620628765,0.049454411348062166,0.04047489680155131,0.06096555321588242,-0.0757847728016759
HALLMARK_COAGULATION,-0.05297610281934628,-0.06273463046364991,0.01922323298910564,-0.07602301871311858,0.02489787090846744,0.03776381646669378,0.12944597191073245,-0.11464958843828596,0.060685248291911416,0.06273571406354957,-0.027039821257311462,0.04925375751649769,0.010663902901992407,0.09132743610827541
HALLMARK_COMPLEMENT,-0.02169230307728925,-0.10309584207309548,0.02079684706058494,-0.007345333812499594,0.02058796887120085,-0.009117083561800804,0.04737039952991067,-0.018858913154247006,0.053554120660456395,0.054943036157980824,-0.017168127545525647,0.011433741635942424,0.05451953248592504,-0.05997838318327636
HALLMARK_DNA_REPAIR,0.006450670435886479,0.08079005303038378,0.034627225010559946,-0.05662967219981176,0.015642271898112244,0.080447804040594,0.08251147685875859,0.0945840041042931,0.09526531146045313,0.06522180143672192,-0.01237432345778823,0.012592960774675744,0.11943685782234369,-0.05697308122230917
HALLMARK_E2F_TARGETS,0.015723522157679977,-0.04863717406546602,0.010011708399613281,-0.05901070719086733,-0.02023095554769927,0.040836089252867025,0.0452947878934715,0.021749629966845405,-0.019679445382950654,0.013919406195300734,0.006959811871321121,0.050882229431115006,0.09248070004588456,-0.07716586205967847
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.009326610013657022,0.09924415735756155,0.021286542545539244,-0.014607479648526744,-0.013067139844414046,0.06379404111808963,0.13744596798517073,-0.13930709204660152,-0.07010747652935949,0.05192165718818427,-0.020647196728512895,0.025824799397470212,-0.024716906574102648,0.003641947374740054
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.040464172338210126,-0.024592662155373014,-0.02517986424235292,-0.012012438960376173,0.020620620917403954,0.018403207877068267,0.10589603723306211,0.05398721859360875,0.04644287157003043,0.10538784991594334,-0.026321631344529788,-0.02330289932622558,0.12808727759017882,-0.09044571995407505
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0027660763843420744,-0.05417530806461564,0.035850699876317706,-0.0449540501307831,-0.024760014210556878,0.041206631152210904,-0.06427638478224246,0.006211715754511286,0.04584658027223858,0.027264575127347406,0.05772354469814262,0.028540874502851303,0.07946151724684153,0.024620281627275958
HALLMARK_FATTY_ACID_METABOLISM,0.05298044927971918,0.12340793730272223,0.048916679350084924,-0.004891168163638797,0.017598247733522466,0.039714509563296925,0.04319382112770025,0.10815497838914105,-0.01643210236008546,0.039796474710924935,0.06901237146878356,-0.001898237411118246,0.08893827021464368,0.06206372026059251
HALLMARK_G2M_CHECKPOINT,0.004280256003715629,-0.04016143532724906,0.030669951543114797,-0.02959108676270926,0.018300949281669386,0.046828569945479945,0.04509919118148116,0.023861064738030468,-0.035525128077133566,0.041023796224001305,0.063403523710134,0.009540755118506316,0.09991322338626143,-0.03714235309740192
HALLMARK_GLYCOLYSIS,0.04498731308824345,0.06017795006891957,0.004625317681647048,-0.04145517205344645,-0.017761907813562534,0.040662186039152386,0.060054755748450935,0.11278781724179177,0.015955931849600823,0.10491175293828862,0.05312622760076358,0.02646011218620048,0.06417513720288243,0.0021635895062048615
HALLMARK_HEDGEHOG_SIGNALING,-0.00015557685316743938,-0.02124138949165009,-0.020374139163688864,0.01564340084033131,-0.006685774952457873,-0.0021338172745202725,0.056868725278316594,0.021805354851963544,0.023611091082748756,0.10411208767792621,-0.04089771157054973,-0.021922626499462958,0.04408459127676535,-0.06307552056002076
HALLMARK_HEME_METABOLISM,0.004075668176043581,-0.01141998096353066,0.018398726110611545,-0.043269671640304194,-0.018499921028689907,0.07018338499851856,0.07422736750475104,0.04429933438087838,0.07304881158953276,0.06775397952187463,0.046738999035291356,0.011025030850638386,0.11112067681603811,-0.10902820764495486
