,MGH258,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0664544441577922,0.012402631133764032,0.06415475241739332,0.15414796994472174,0.06514532591790063,0.06052022653651497,0.028336714636782057,0.19616621396153514,0.08282516460083664,0.15456288452341313,0.14692152936661504,0.10999113812108785
HALLMARK_ALLOGRAFT_REJECTION,-0.04323885473490942,-0.01874635966760792,0.009449397306990263,0.20441893666860717,0.08632969096559692,0.03645912497501306,0.04761038997771517,0.16813684166870482,0.07121738064427079,0.12374226989633023,0.04052355392880739,-0.027656531789866337
HALLMARK_ANDROGEN_RESPONSE,0.054075330573981464,0.059481060481331324,0.0267698731008771,0.12595057045930685,0.07455837598811255,0.006476920410016378,-0.0303705298004683,0.11877419741845649,0.05003442294204875,-0.014507273755846385,0.01765231730942283,-0.024766348494343397
HALLMARK_ANGIOGENESIS,0.0045532104469983795,0.027312558424126204,0.027093191964504642,0.2140325788979678,-0.08671996295091146,0.034925417773484874,-0.11751982307719241,-0.08674293146644377,-0.06570120541011784,0.11271105553357662,-0.18438280522388575,-0.1251162491956788
HALLMARK_APICAL_JUNCTION,0.10208914281616675,0.015069665496343582,0.1057948088630516,0.18938962904643725,-0.050006563970786407,0.036220877777307606,0.0672338299037289,0.23504811870810022,0.06883585381569916,0.15896306538389335,0.061949621255026247,0.013155112435451305
HALLMARK_APICAL_SURFACE,0.06106543067167989,0.02385163354862849,0.046541775663353754,-0.06760006490855076,0.08432897333403919,-0.01892741603345578,-0.03831255701235137,0.2266395770760178,0.07762800106999479,0.11096405430879841,0.02472394702101021,0.015935753266585532
HALLMARK_APOPTOSIS,0.026363727903677293,0.04228712075700607,-0.0050882947554328215,0.07403740185364018,-0.0007810680682704638,0.05365886267355743,0.03690843376671528,0.06535850491476237,-0.04885140977034629,0.04244520497393201,-0.014090848484205913,-0.00567197523622647
HALLMARK_BILE_ACID_METABOLISM,0.10598873882848499,0.02473369235479038,0.03468361312115636,0.17875479990423174,-0.014188356146472295,0.08077090136856972,0.04675974765299018,0.15701936336100086,0.043161836431046444,-0.035680747900370284,0.16658426417465882,0.08713978167289387
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01999371797507838,0.009495448508811342,0.09525157615673205,0.08789656181371469,-0.059557554491402626,0.005148606723740237,0.005075022948873047,0.19929530402296133,0.07933081315750311,-0.008617494851824437,0.10770279369462135,0.1537262820417485
HALLMARK_COAGULATION,-0.1020512554692852,0.040897576041493335,0.09091527071876013,0.18713500395142946,0.03111841047135239,0.08840413696463378,0.04843148296302702,0.2310882760944866,0.05697047621619935,0.1653935475060493,-0.023252944408807864,0.016109361145164317
HALLMARK_COMPLEMENT,-0.05373217178846994,0.013090212366848932,0.043688054705170495,0.20258196443881948,-0.027276320057458843,-0.007326150655101991,-0.0360768213626754,0.2517229252236094,0.05825557829569233,0.16787463221756851,0.13105403065905247,0.04575286016255349
HALLMARK_DNA_REPAIR,0.10256346922996361,0.07713069223956157,0.07279273318673338,0.19606101216657182,-0.02125110190977787,0.034698043097840414,0.01021939613973093,0.2542816152120954,0.07816428589700031,0.17027780307282453,0.1684024836528544,0.11253463188097061
HALLMARK_E2F_TARGETS,0.0861617078693934,0.0007681898930257471,0.021553117775944076,0.1784228172681947,-0.0050551031694700006,-0.004796429161939203,-0.058124122862527446,0.23079052834495495,0.04428397649730891,0.13777857250100142,0.15126115132696624,0.08139377364693887
