,UKF260,ZH1007nec,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,-0.14856821723100017,-0.15779258442413285,-0.01690367295151833
HALLMARK_ALLOGRAFT_REJECTION,-0.1087048059253624,-0.06449886598505435,0.030066728127112332
HALLMARK_ANDROGEN_RESPONSE,0.07620497009541573,-0.0979845470785626,-0.014183189765345171
HALLMARK_ANGIOGENESIS,0.10106679122117175,0.06232587146892666,-0.014688768369747153
HALLMARK_APICAL_JUNCTION,-0.09592246056128445,-0.16110422148181214,-0.014528038028532031
HALLMARK_APICAL_SURFACE,-0.14490252247115756,-0.23245969170417968,0.024475543110514527
HALLMARK_APOPTOSIS,0.06163023516425647,-0.05772693109456473,-0.04621803470152981
HALLMARK_BILE_ACID_METABOLISM,-0.09763455058974989,-0.18680888748586996,-0.014473916018993865
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.12858175883069844,-0.051162342669411255,-0.006933127356903869
HALLMARK_COAGULATION,-0.04933196888117885,-0.31653162576522226,-0.0661911540932921
HALLMARK_COMPLEMENT,-0.015570799509996748,-0.0016661797343790815,-0.011944218929999353
HALLMARK_DNA_REPAIR,-0.07258051887376427,-0.11240068242819123,0.007547075405991587
HALLMARK_E2F_TARGETS,-0.1367695399901415,-0.21533943187115767,-0.03416770055149597
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13380570435192757,-0.11603228775054836,0.04816314536115082
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04682166028474569,-0.03161361202522155,0.022452955505620365
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.11191385033922242,-0.029817302668077205,-0.002087838130488797
HALLMARK_FATTY_ACID_METABOLISM,0.028443785611661485,0.09992504570828632,0.10690254579344079
HALLMARK_G2M_CHECKPOINT,-0.01420442986086711,-0.08852601777438453,-0.028981495927920473
HALLMARK_GLYCOLYSIS,0.11160420228617973,0.035232670444896454,0.08333074230714874
HALLMARK_HEDGEHOG_SIGNALING,-0.09236263601528168,0.1054431690586679,0.013088437246951688
HALLMARK_HEME_METABOLISM,-0.07912219011221139,-0.1277984571887337,0.021504648554241994
HALLMARK_HYPOXIA,0.17613752788398793,0.3699069061489277,0.13351854050035133
HALLMARK_IL2_STAT5_SIGNALING,-0.05283940153022778,-0.10570822237782966,0.02267221149797512
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.10413863194350935,-0.08256332473747573,-0.00959143552215139
HALLMARK_INFLAMMATORY_RESPONSE,0.11653547828097224,-0.09361308605415986,0.0028718392517044634
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.13956296202697893,-0.24241919614125162,-0.04836796538131067
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.1056429744743727,-0.07984435086128022,-0.0223672674783287
HALLMARK_KRAS_SIGNALING_DN,-0.1450781232071594,-0.06964506488066179,0.02497104814850628
HALLMARK_KRAS_SIGNALING_UP,-0.10115839957064852,-0.09198416884104443,-0.045511684059649636
HALLMARK_MITOTIC_SPINDLE,-0.11444839332661126,-0.09552625512724333,0.002456494923395351
HALLMARK_MTORC1_SIGNALING,0.16855014622779674,0.16466370436002786,0.11280372278092383
HALLMARK_MYC_TARGETS_V1,-0.050390453000695765,-0.1134138225734987,0.012892532754013858
HALLMARK_MYC_TARGETS_V2,-0.1131218329453903,-0.049959197035081115,-0.06685516757844118
HALLMARK_MYOGENESIS,-0.11877031512128156,-0.17900146606045542,-0.04798274381716736
HALLMARK_NOTCH_SIGNALING,-0.14692209873622797,-0.1956238318705508,-0.004494295108367323
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.1232480163061114,-0.0204698490466869,0.020170343430837425
HALLMARK_P53_PATHWAY,0.05941738638552789,0.09686318989762104,0.09053651057572039
HALLMARK_PANCREAS_BETA_CELLS,-0.13131902875728807,-0.16291384523834535,0.0034854660050530183
HALLMARK_PEROXISOME,-0.10217136796175628,-0.08587069050913552,-0.015817140105938515
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.09906350513095782,-0.12436095067116795,-0.01879968034413644
HALLMARK_PROTEIN_SECRETION,0.010284713708228586,-0.056124075400052535,0.01421180054956198
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.044996079180188005,0.16247772913873162,0.04099654080957641
HALLMARK_SPERMATOGENESIS,-0.13078054049226712,-0.11492634724258335,0.002945982968453684
HALLMARK_TGF_BETA_SIGNALING,-0.12445940637592218,-0.213076428900682,-0.06293149885730456
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.11383038206213672,0.10890436786587293,-0.013017475560731505
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.14153481787832126,-0.132688156460359,-0.021407323435820108
HALLMARK_UV_RESPONSE_DN,-0.1337309765430427,-0.10250708259962299,-0.03455402689189745
HALLMARK_UV_RESPONSE_UP,0.02206398236932968,0.07197140301414497,0.03615113990282419
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.05264639112915752,0.010605925757441476,-0.0029754425232327757
HALLMARK_XENOBIOTIC_METABOLISM,-0.0964862880095709,-0.16067503509883943,-0.005177746126656244
