,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.049875036813261504,0.22564761100649516,0.08886256469663789,0.020542473729652757,0.2047963911929699,-0.0020476679997917515,0.05675743918006288,0.11031395860582723,0.18593139818171045,0.007903547406005955,0.038582263236803256,0.004559635842819641,-0.011999487490901363,0.11758728857505477,0.1245577040359962,0.15395059617695356,0.1618712164510955,0.05745031814073488,0.12609103804689786,0.1204565756879335
HALLMARK_ALLOGRAFT_REJECTION,0.021517307645187216,0.046881136413358115,-0.0242839376508717,0.041562463060764235,0.11441367855653939,-0.030845877255989654,0.039036966062673394,0.08419766320359692,0.16183529334672744,0.05084168802078914,-0.007925248943131916,0.004475566366513707,-0.0063456814341976715,0.02086192512927366,0.08229296862616618,0.08860131054921261,0.0898102612513713,-0.04260931326087408,0.1027165978356926,-0.06625970990270195
HALLMARK_ANDROGEN_RESPONSE,0.05114705698681923,0.18417114052898595,0.10459674327253518,0.021906478696063398,0.12032917262086679,0.02628348058009712,0.0739670747632183,0.10447853467673965,0.17109366234359474,0.0714866650342655,0.04862706492993466,0.049342567168873856,0.017481531150867334,-0.03802008132197593,0.114146783167248,0.1322311473311263,0.07190268612890251,-0.0066209135132211,0.18099115376392041,0.0893928221621587
HALLMARK_ANGIOGENESIS,0.03897952626893412,-0.01284432947181816,-0.04835366724996836,-0.03779388282711872,0.11226177021245579,0.006338779288925904,-0.04071494539023598,0.11384684280522744,0.14064461085158989,0.053962670916855145,0.09083929246119474,0.033266424276957966,-0.004833748046345907,-0.012914436633409621,-0.06290760332974092,-0.0841327140930903,0.10162078844924516,-0.0698311647734373,0.07490944591252766,-0.018354387878527247
HALLMARK_APICAL_JUNCTION,0.04017605359612677,0.1965928355511036,0.10418224896446808,0.031530751894300296,0.1971916161461692,-0.028366943360801068,0.02352458574336995,0.15131511516672624,0.19990609468697149,0.04501490016859971,0.0385465266946742,0.08754785524673288,0.0147299446473846,0.12592630510038091,0.10850053562899417,0.14465139515736752,0.15307654322255723,0.12297333638074102,0.20200294984360592,0.12348218488120412
HALLMARK_APICAL_SURFACE,0.02891266827786696,0.17909322322037602,0.14347974309904984,-0.02320709466722987,0.12468478888709975,-0.012989237320883524,0.034838127572483016,0.05191408565481956,0.004299404062873708,-0.01796361280650755,0.08043303552426698,0.06393152416315964,-0.02576240898984268,0.08197446977096223,0.10319476201003973,0.1571007471074262,0.11723176530588957,0.05826406052695099,0.17807013691118545,0.01790574338977357
HALLMARK_APOPTOSIS,-0.01245615320512138,0.0531581241800169,0.007111891184885976,-0.00014526993454139453,-0.0019992469669741844,0.04288954740010415,-0.003216060548640244,-0.00606605588589241,0.09206129511561113,-2.3098247053349103e-05,-0.05006255034054961,0.013040610639815925,-0.04648879859349028,0.09747638437669973,-0.04654202617277095,-0.01510215233460921,0.027684327668591416,-0.0080366589627075,0.04089283822796309,0.05764544793331956
HALLMARK_BILE_ACID_METABOLISM,0.01654371899740293,0.2529109151080646,0.06472419301182102,-0.000649102547807416,0.18820711970196488,-0.012544394709499411,-0.011151385627415829,0.11160662855338878,0.14448391094262397,0.019299020037145453,0.07310655643920955,0.061278270918156734,-0.02419723648603154,0.07796657521932444,0.060872178970893566,0.1335340126821437,0.08119882650233433,0.021793354695303524,0.0629376269804679,0.1302099771729349
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07574578080037843,0.2890491763475255,0.08261711202263713,0.006580184559947195,0.14864104037386267,0.00767625802946047,0.09148987306551745,0.14269375396844958,0.12023032956517613,0.021189421151004275,0.08834522614964711,0.021354605882826297,0.006375102437412123,0.06065069090267611,0.13797488019946522,0.16026974541660108,0.1206144629287174,0.0630759839746661,0.10476544135221268,0.16602279693068142
HALLMARK_COAGULATION,-0.019641926148977387,0.16806670076480054,0.01921215844113299,0.050603968761123864,0.1335668796815479,-0.05106162582410546,0.0035060093356058457,0.042153611247307314,0.1099754693962641,0.06391578062016189,0.009630453634471885,-0.011303012073545799,-0.0060267440823943185,0.09109213185668943,0.05864583586281423,0.10678085215018861,0.1260555317023256,-0.053057548243913795,0.1717113563067136,0.14108046859516996
