,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH881inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.03848672984520841,0.06841095090502355,0.0736847360613179,0.08009148243502918,0.044686435644270286,0.03980055462218786,0.07365952820540869,0.055074609233233714,-0.01714937685167271,0.0010563912624484992,0.05648898486964325
HALLMARK_ALLOGRAFT_REJECTION,-0.009651870704205177,0.14022919838856657,-0.03109377277682387,0.10415068104657624,0.11402060631685208,0.06477301168366202,-0.02902442799965996,0.08561628124304689,0.10605412974599818,-0.04577696051923281,-0.0049380957755241085
HALLMARK_ANDROGEN_RESPONSE,-0.0016032804858203216,-0.03863545764470405,-0.010745309018642811,0.10764121291224478,0.0715770858600123,0.04457655162855801,0.039830647328204925,0.06106428941265945,0.10420334990400996,0.005422587581584381,-0.07746712179077855
HALLMARK_ANGIOGENESIS,-0.03377949634335706,0.012989955436837158,-0.056388787069586006,0.0868931029861371,-0.025075702988125025,0.1478572054846315,0.026635440232823784,0.00950169894045624,-0.044763136698840265,-0.06557989760312685,-0.18806799640226293
HALLMARK_APICAL_JUNCTION,0.00923806306483603,0.09597551505018524,0.023119915172219254,0.09304965857854357,-0.0034544421056828295,0.02872057439284221,0.010105101845750787,0.12347743388605963,0.00879333452927208,0.03211030075731839,-0.02618664005898448
HALLMARK_APICAL_SURFACE,0.05082395039057999,0.039280284681690814,0.05472225659730599,-0.053038270297165055,0.038790794419270254,-0.1327525547225125,0.09759999049125988,0.08451755365167235,0.0022752721882710243,0.06313142419237149,-0.06866871308335298
HALLMARK_APOPTOSIS,-0.029459692847620157,0.008472097907029975,0.004007852410995416,5.965163249845133e-05,-0.008060501468561122,0.0281293001651808,-0.08599061390450569,-0.015663332306083702,0.038950800004668946,0.044932126539570315,-0.031476616040396345
HALLMARK_BILE_ACID_METABOLISM,0.05158195382360146,0.050927594833792666,0.0653015644439049,0.12628729464739752,-0.00489206317208734,0.12018367873575794,0.06636918971401433,-0.01674524308314656,0.0404944922822508,0.03509386707943501,0.14751264409852632
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05246806450793394,0.08258033512932607,0.028207019333467826,0.09274729130675412,-0.04091866408556518,0.10111844802089415,0.008584939741786689,0.08460763468066276,0.010986643973887456,-0.04314073459784564,0.02163322696792843
HALLMARK_COAGULATION,0.01764198052062665,0.10215665265833178,-0.05273147175865188,0.08539299120844263,0.017240155165795253,0.11529063168145534,-0.0229490100012046,0.06866575507469312,0.06411307140102987,0.005188289329648837,-0.09075614064870773
