,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.043446328688746386,0.14221575788306456,0.07591258113420181,0.0739528345225105,0.03267544018296638,0.0068431333596363,-0.00451986168911952,0.029033324313235954,0.0042604630902264955,0.018167304789153866,0.022652440325631365,0.13360729477226785,0.05968278368814575,0.18174185732240436,0.11902716376011842,0.15689393088258385,-0.06159489740764254,0.01626210727984974,0.018335470558574204,0.2120700094634514,0.1395863922007434,0.03578956748915911
HALLMARK_ALLOGRAFT_REJECTION,0.20253232148810663,0.02379473076994,0.0297563889261452,-0.056160279659039976,-0.030374907192163205,0.044037508527268406,0.058915373801270224,0.035980646376426374,0.05571827582939139,0.01823203826941362,0.1682129975431198,0.17401197269513327,0.05427039601404559,0.05013666000383351,0.047031951379296215,0.11924086726973548,-0.07235984490283132,0.015093075323044281,0.04431123671490931,0.03534971499882681,0.05421670341875343,-0.01900102148503435
HALLMARK_ANDROGEN_RESPONSE,0.01152447882160526,0.1894133681892001,0.07246105493405668,0.0142436397331257,0.030047991274605727,0.005556957488799454,0.08348690382867999,0.10068470962514704,0.06299656630980999,0.024676957873251686,0.15249543782701835,0.17972448221778073,0.12445655702718708,0.10232426510097727,0.07650162094423138,0.04923121185210444,0.05180238683992789,0.06584630184556475,0.05022111452976413,0.061495861705767346,0.07800581452434052,0.08425246549014612
HALLMARK_ANGIOGENESIS,0.19085801863715995,0.056276771849819066,0.007390773168731658,0.023460059011129686,0.0386677046696979,0.03661934219041487,0.09768336943002888,0.0642088714595762,-0.06211537378017416,0.09298613139437438,0.23213210867153086,-0.0047283442616871405,0.14846122860795782,0.07116972894299944,-0.04975726481854463,-0.024887633695353455,-0.01059262816164351,-0.0005606146171856579,0.04302082990944258,-0.19249186549411187,-0.03169687189551785,0.21159295926519123
HALLMARK_APICAL_JUNCTION,-0.06468698197530498,0.19594907478632767,0.1015417994410533,0.07518495807042265,0.034389311118813916,0.012999761601441315,0.08376397388278087,0.03463334819575494,-0.032560593566135596,0.05103502902143016,0.013407975045413276,0.1712806946698766,0.1699966627230185,0.16281312895032177,0.09316561643971251,0.19296657571252593,-0.04862135659452172,0.016198700727934723,0.06906914380746478,0.1345078733343413,0.09673014711887656,-0.0009637910105349446
HALLMARK_APICAL_SURFACE,-0.019153178614492217,0.2068540229176369,0.02003419820611464,0.0796410045449393,-0.00907308027414987,-0.03519821318284951,0.0019247343952036415,-0.0968047983175215,0.0681882775775026,-0.02848573244322508,-0.00044488100111916026,0.13560035467751597,0.14464761391333822,0.10256650893143646,0.09911613551251894,0.12924983687991523,0.0384254399688912,-0.021762213416303553,0.04531231155859438,0.0629477806104065,-0.0023254275137702335,0.019955390032274724
HALLMARK_APOPTOSIS,0.0030301319164114447,-0.011804504345479808,0.0752860716286545,0.056694588931608905,0.03624573342149757,-0.033495159734093435,-0.04838474874475086,0.009912688926798889,0.053098413451098704,0.0021864817229721215,0.05549905306447084,0.0021838264067436624,-0.07686215580074236,0.05633938665671025,-0.03339429908883037,0.06279171403822248,-0.046763830186347256,-0.004069357140330923,-0.01996279820097742,-0.011561394120125265,0.014480826635398071,-0.04835328583455232
HALLMARK_BILE_ACID_METABOLISM,-0.07334763951965034,0.2286634964737436,0.009527118624975251,0.006730480812741062,-0.03731787930842441,0.040710413014935914,0.061772394295036406,0.14097882691554278,-0.020351358638571612,0.026494248700957335,0.17896058623860828,0.09080531459632023,0.18896919648325722,0.07736920022036872,0.07318958488463556,0.1550957319253494,0.035309962433067436,0.006323214799975947,0.1433610282679269,0.259794055757515,0.21169984318677113,0.2134116227326397
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.029523840085842305,0.23823783112816954,0.11899921443830803,0.02538077733862305,-0.014148090691653924,-0.021683920805343097,0.0858571118430903,0.11731020682415907,-0.03365492719112388,0.035738741588174396,0.2748805290485566,0.16006489479308808,0.2287687052873165,0.13704357643319498,0.1280424273689192,0.09250391861979522,0.0024168158229345496,0.05086399807905563,0.06219217911210704,0.17945127800834995,0.1804848422212171,0.16524074639701988
HALLMARK_COAGULATION,0.23350456323844518,0.10553762872121257,0.0920879423553125,0.054736780220877156,-0.03872446585433506,-0.030914519747619745,0.06852316109496147,0.11546762889974915,-0.05590970500188911,0.03262477934068131,0.21670056512529848,0.09871576960588796,0.10095613637467821,0.07578033556285463,-0.023867338307142764,0.14809016501612954,-0.08805942594065791,0.015340881504955127,0.05791673959187974,0.028375638210341416,0.00779653734811679,0.302205117956653
HALLMARK_COMPLEMENT,0.11709835420470832,0.07720605787980342,0.02842938163817265,0.060717186355192056,0.009034773481617223,0.04365380165969071,0.07703788435028183,-0.009440703443269695,-0.002992955525025888,0.061572486520034386,0.18983582528082052,0.1648114555012795,0.00915991906942821,0.04493067812318979,0.09304631810451501,0.08455416374515833,-0.08566717852420079,0.002456561536958417,-0.02706268422969176,0.11443913358210468,0.03934462882454107,0.015591626391555282
HALLMARK_DNA_REPAIR,-0.05507041509263381,0.21207907513665517,0.09169293947649522,0.06095266847246834,0.0904249339842279,0.0017420215331345028,0.056873139945385495,0.028661463712338825,0.03241166670801621,0.06983053402680253,-0.050458463231584504,0.19290197803787765,0.18802296529264115,0.13317496133462428,0.13656378844619493,0.1703656727105192,-0.027357612502117462,0.051618781076181494,0.06688100045580621,0.261688487697288,0.21421480048773278,0.0240941883602239
HALLMARK_E2F_TARGETS,-0.06991487515130032,0.2152274460747582,0.07903411429882555,0.05544065785790402,-0.021510606015479605,-0.016810605209639555,0.08945518900905694,0.06156176029860409,-0.021434624406811015,0.007239262466439854,-0.13966220605925095,0.1795012122454568,0.1604102579118589,0.07122593354979469,0.045381515265285756,0.06444273041456822,-0.015253129413606391,0.03763479352909614,0.045587536749923004,0.23471289597818815,0.20871846940165284,-0.011745970180440943
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07563693973616765,0.056633487902089254,0.057799373047906485,0.005855109934531262,0.03667039081526589,0.04609827144388079,0.11863973345117122,0.006126125428995058,-0.07441953781177728,0.03295015970056757,0.16483893896727464,-0.03357402451840567,0.13259860084606187,0.1400355810889341,-0.016488759896382314,0.14027223811563266,-0.14508879560581633,0.016141055144603553,0.04472581160083489,-0.05125162192222962,0.04494326921499645,0.11537950362248002
