,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.036721930061677094,0.0029790255000511252,0.014645087287684058,0.10650160492653239,0.05261925175485541,-0.03667580092065459,0.0189377259537673,0.11120138602129587,0.08004977972505477,0.14001613847772962,0.1165747721399076,0.0660742904970337,0.029607053007681797,0.04282683466984207,-0.008231261090430061,0.14655913438308849,0.11043204833572051,0.05441153714634066
HALLMARK_ALLOGRAFT_REJECTION,-0.01576309323765716,-0.08436527627978516,-0.02653746834244067,0.035268194800392096,-0.06762745781082047,-0.07042821998829542,-0.02755816956251255,-0.1187668712023973,-0.04519732740448194,0.08070733881974572,0.005564252249021946,0.026479008274130127,-0.0035660978180721394,0.04481046861863083,-0.06914024232740562,0.032302064752820416,-0.015519723736510617,0.02131545639916845
HALLMARK_ANDROGEN_RESPONSE,0.08000241622131654,-0.013864606398338853,0.020849566496654624,0.07535046418870164,0.04789688738842673,-0.07922505701591132,0.00035425982678419693,-0.05217208776672909,-0.0050798900638742,0.09468857765436695,0.10898245307230071,0.07235104993720338,-0.036473053670651075,0.0004961522609426666,0.01630647435751318,0.10276679813781633,0.04779928938300819,-0.02913922233682378
HALLMARK_ANGIOGENESIS,-0.06348688365326986,-0.06421123367203832,0.008960420127138746,-0.12124095504329313,-0.003857972752893787,-0.06912425310822941,-0.06945106254620391,-0.1281468013478188,-0.09888006566008928,0.01084946867772826,-0.01844169007401145,-0.06996429837514657,-0.008819083234580933,-0.010588117615761266,-0.005573756892763183,-0.07548613094517233,-0.0513634933600416,-0.06481077430651982
HALLMARK_APICAL_JUNCTION,-0.00023134592621005802,0.03706624414087855,0.01652963656699035,0.012303701210399538,0.04860435084394084,-0.08372252473642698,0.07108400900578075,0.03430140048236688,-0.008729139056764451,0.14618223835891153,0.11603903972203099,0.07718484351774649,0.07133106085660731,0.031442235538711484,-0.003841134262304792,0.10690964165258313,0.10129343773726265,0.029029105077139704
HALLMARK_APICAL_SURFACE,0.06251087123667466,0.07456495005262086,-0.0026186935038679925,0.06547319422718464,0.04275247437858021,-0.001745744649910883,0.06799356380243284,0.03207835924548461,0.00701221509919284,0.09558855198499396,0.0251260871615816,0.046817773709093596,-0.012951192474061892,-0.05480181569516664,-0.020131860834337163,0.051702793815378546,0.13039149294831906,0.09825145209975299
HALLMARK_APOPTOSIS,-0.01982043678114516,-0.03476334689219779,-0.0020483706612272274,-0.04262760429162522,0.03334874866697168,-0.008531526149540896,0.03362593164305084,-0.050356752767008045,0.061668250246340976,0.03288181437885511,-0.022094988475456163,-0.011471735261610449,0.006327195589622955,0.0008992582993620361,0.01046612123369226,0.03552924472555057,0.022775736570074135,0.08917683252756477
HALLMARK_BILE_ACID_METABOLISM,0.042541953213617936,0.017608572965054595,-0.017389733295779957,-0.0016395596469085424,-0.0038617717126117126,-0.05726026976951861,-0.018130673353547767,-0.023259976942794663,0.06514115623575566,0.11929292606569102,0.09955943792987071,0.10028897823704949,-0.0020464583090027077,0.02376762194838294,-0.008038328919030063,0.1340048458235865,0.0878556958547418,0.06798229749072399
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07087509701079175,0.04272555017877968,0.046662872797093684,0.03923763804613521,0.04074193688263735,-0.06277409758311105,0.006375866476428138,-0.061080573715390475,0.02207743120194287,0.08852591666083683,0.09630988682982045,0.07805152383336436,0.038349397417385335,0.008016833811627802,0.017960270863527212,0.1402860432250547,0.07300671220988547,0.0995991004972938
HALLMARK_COAGULATION,0.01988464033432956,-0.0581116206094039,-0.06859719472874803,0.036184380967582,-0.027219129366183457,-0.06601792120289131,-0.05875350177478985,-0.09927022191643649,-0.02375970327103694,0.07330473432278535,0.03979895763807155,0.0217740213718403,0.0523635440748623,-0.008300198186269276,0.03229236007660585,0.0580071552967192,0.05047102094211561,0.08998423734416247
HALLMARK_COMPLEMENT,0.018407892828759334,-0.013306192220378115,0.026508677929851256,0.05761766948814432,-0.018419154363665844,-0.08298228796859576,0.00982146268357863,-0.07377071136235122,0.01553979944291718,0.13321726742120688,0.0647992892385843,0.025354808531561857,0.01635122508746518,0.005489345955381597,-0.03429963594464704,0.12522194942627513,0.12384603764768547,0.03780126744845334
HALLMARK_DNA_REPAIR,0.06444860288540204,0.05551242461077998,-0.019603807564251237,0.06113765010153988,0.029189516380688847,-0.08295384523482666,0.054453837591088405,0.055040857979314475,0.012099979393875023,0.13455288172995492,0.10956515753983753,0.09512076463997264,0.0617384519289857,0.039835372687056045,0.013514808793618322,0.14404175541979902,0.048932197738392726,0.09661851387439938
HALLMARK_E2F_TARGETS,0.11628930669042659,0.031217454707906357,-0.035976279874894365,0.03538263048380676,0.013942377887472778,-0.10284235930720605,0.045925900310752804,0.060734243066432436,0.022878628694027518,0.1454706685858718,0.030736344643946607,0.08488810496812388,0.0043892412605769544,0.031729283113034606,0.016819227833378927,0.13545963944515912,0.026155896700520664,-0.03403048183078686
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07963161175745183,-0.04656198683734414,0.011470227363504138,-0.12865338445727867,-0.045961726931008695,-0.09212207640246012,-0.030805157143939214,-0.07665231614340075,-0.07093966268626324,0.09244070727337833,0.03814186651972372,-0.04553109277247143,0.02778093703782543,0.016239008443245,0.008401748743653091,0.0133412842848501,-0.009001780869792874,0.10995077653658288
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.007482984643384288,0.05124293269103601,0.05751542252323821,0.0854964521027594,0.0312667556393096,-0.07689114572552189,0.01464108154089308,0.0661163682162951,0.08835870256733813,0.1106795267320633,0.10763467240019692,0.06906817037375565,0.04469416354570718,0.031692112492324405,-0.007148273849723212,0.1796846029154725,0.08267744796867758,0.11471309810095427
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0535769362858931,0.009885850762056916,0.016992952251184548,0.09237078887375468,-0.004965548923131914,0.005071475125088658,0.04397909692109439,-0.014910617498320367,-0.02127733388314982,0.056257058914185955,0.10142950906812753,0.07757580758726455,0.036715241113349006,0.0031636123424913414,-0.005799928575931092,0.11210960008227133,0.09298516317591544,-0.03154978681116849
HALLMARK_FATTY_ACID_METABOLISM,-0.010899897743857927,0.0329520393923167,-0.014585345331277451,0.027695387656417072,0.036407611257078656,-0.06666236525572702,0.007909213269309478,0.008228950369506273,0.1250770043001829,0.10796779213835522,0.05385110132520598,0.03199510461084855,0.03196472806217766,-0.02722820301341329,0.008035747886636751,0.08839430492643348,-0.0020275331730106043,0.0250509076028511
HALLMARK_G2M_CHECKPOINT,-0.02405484530417761,0.027889918792481913,-0.015182460280235352,0.010001961343066612,0.03599378561140718,-0.08453186937798354,-0.0020657795601782356,0.0004031952502839345,-0.01588072408656676,0.12839621633932002,0.021142409997546366,0.03366757271259802,0.02054437205197327,0.017813662736023392,-0.03212417442524712,0.11766191332663564,0.026690887169711557,0.03940288915564608
HALLMARK_GLYCOLYSIS,0.09242332508433762,0.04778138752244552,-0.019319903167168796,-0.0030594646872834676,0.059488127986522754,-0.0662275030780504,0.06285967823515101,0.09597595397228625,0.019545321128527006,0.09268265494193134,0.09150155140260449,0.05408622754482553,-0.023841135114196,0.03337608202417418,-0.0423776569564283,0.13693857463390016,0.07116479518995772,0.07802582591208777
HALLMARK_HEDGEHOG_SIGNALING,0.07498073794029204,0.12400549222073724,0.0028164673948150127,0.1327385248256437,-0.001442686912104652,0.05294905415575739,0.06104472327379146,0.09579923127028821,0.13578641408712225,0.08015079367945183,0.03535097628542114,0.03982375585939503,-0.0005654604289060689,0.03286789709115481,0.03612323996696965,0.14623878738476867,0.09556606815530153,0.03778802184930488
HALLMARK_HEME_METABOLISM,0.07279838286005264,0.02304772420039274,0.018118620377758694,0.10550688743982095,0.04347663421356475,-0.08517907204628644,0.03375056180673862,0.06937629148176123,0.04764937529142572,0.15064079053552973,0.11999209792013421,0.07720899419248319,0.020061499277090875,0.004510886895789327,0.020977550049531966,0.1265494224949981,0.14705609019498977,0.01542579785415212
HALLMARK_HYPOXIA,-0.021543365443780105,-0.006415190786399715,0.047489560805464626,-0.07687851207138209,0.001899540691689644,0.012824911000744708,0.06572290883819853,-0.050147351208277326,-0.08307615816639498,0.04987917954782961,0.03499803624979556,-0.054583757005559355,-0.0027123830375773055,-0.0158454095808992,0.013335636315179962,0.029108980443389568,-0.05357071089131733,0.11579091307375246
HALLMARK_IL2_STAT5_SIGNALING,-0.01864228842374565,0.002055072035309428,-0.04169701704795428,-0.01254959752061168,0.034629954664503367,-0.07407665214104886,0.04462310828194528,-0.01374425651020558,0.042771163524710755,0.07716616142832447,0.07841387910238551,0.08503687552663483,0.0304665728877592,0.03642992526520255,-0.015471510378277072,0.15544167577354953,0.07434050664653362,0.07439161030363843
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.06240934278996894,-0.07375271726923058,-0.011673319943309168,-0.11050348133539145,-0.017442088196900428,-0.07217705627572091,0.010625501436201877,-0.057305826701661844,-0.12738483171715717,0.06589584368710662,0.005252729075378162,0.04168830990350799,-0.008029250787232602,0.004033877522241417,-0.009546855155880033,0.11556910169577314,0.00047185601555636305,-0.09521607598836354
HALLMARK_INFLAMMATORY_RESPONSE,-0.04827576467635658,-0.0243951132224134,0.01410696015849668,-0.02858626788173012,-0.011410546239769809,-0.05895127951217745,-0.06128574223303029,0.09670550106445168,0.02713445271115117,0.09018908633903674,0.05976834702511965,0.03315589068545864,0.029672927222455313,-0.004939613998083234,0.03565089359958567,0.030510563323434714,0.010533301149306517,0.0980397532059609
