,UKF243,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.042683814485759385,0.1373676794571602,0.05784992527423244,0.016120892590310718,0.07454851488075043,0.04778179667119897,0.12694887640230013,0.056808716160553635,0.1309560399172638,0.03339723557743336
HALLMARK_ALLOGRAFT_REJECTION,0.019612014705078295,0.0571443773250627,-0.016817212200884665,-0.12649474886538548,0.008680806196502385,-0.03117217586591668,-0.23004444263032528,-0.04814476985047203,-0.007413747641552363,-0.026237357601885607
HALLMARK_ANDROGEN_RESPONSE,-0.0009723080301878773,0.09725302280994925,-0.02153110876203212,-0.10174284757732838,-0.010198620059142552,0.05415974009146023,-0.042344717506894065,-0.02049970702833337,0.07315694884938741,0.00017459027198660082
HALLMARK_ANGIOGENESIS,-0.06083247658749109,-0.09758480801679191,-0.06253676741911637,-0.1179897261960006,-0.106084160547084,-0.033483928598126385,-0.20632301637273243,-0.07283084993895063,-0.15191291220859915,-0.09773175272515612
HALLMARK_APICAL_JUNCTION,0.06549853453349176,0.020539714504562125,0.004546216606944918,-0.08423586018453776,-0.09204430588299416,0.027896594637125,0.0818770903303873,-0.025971486390303417,0.13540010962806162,0.09550820876017169
HALLMARK_APICAL_SURFACE,0.07042668932838561,0.11070942383035089,0.029615725344070743,0.11077918055212738,0.025126978177903065,0.0014908923483317568,0.1283137719243071,0.06441456736159631,0.11999207915711008,-0.008555299388380521
HALLMARK_APOPTOSIS,0.016742120426588635,-0.06767856971416701,0.05786278651601189,-0.04069940257793757,-0.05504311156751679,0.017719697275661323,-0.03332834904487105,0.034732602895179,-0.07314848166221434,-0.005064660029383635
HALLMARK_BILE_ACID_METABOLISM,-0.004584315115500167,0.09094660036393072,-0.00033964781886284455,-0.08665345787087403,-0.03094356929047164,0.027451567113821778,0.003468685737931519,0.0011638551125618623,0.05805975352734165,0.028448250173934254
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0030747688860703402,0.03337092368976829,-0.013689056627321125,-0.09977579406687642,-0.06430796214528163,0.03160994424525857,-0.19002516507662248,-0.045018832652838826,0.11416562685716601,0.019515328366369978
HALLMARK_COAGULATION,0.028006368348120158,0.02486707287821381,-0.02863525607069159,-0.13542098845849848,-0.039760045752352875,0.00951271325957052,-0.24904634299800443,-0.0814803801447051,0.06768164942795668,-0.032393470365431644
HALLMARK_COMPLEMENT,0.047808482028326486,0.030810448358887604,-0.03942564871452091,-0.10842131729639896,-0.039568766633224874,0.05963389003039886,-0.17664070498693732,0.03261708464245176,0.054956044322048744,-0.0008692747073751394
HALLMARK_DNA_REPAIR,0.040425633198779135,0.06088067315074261,0.006271484391719639,-0.05298056752687891,0.037469105931425134,0.03628743744217874,0.19837337987788456,-0.0007770233506256408,0.12357884650778093,0.06668871637779594
HALLMARK_E2F_TARGETS,0.04602463063453863,0.07866706606534461,-0.030120904597651866,-0.06407582565236902,-0.058125736628285816,0.012475913320491827,0.1914590626320452,-0.025956709827741842,0.026230707241043146,0.04755371865311706
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.006019915383802631,-0.07002756480183198,-0.0397484411532197,-0.11145810093245714,-0.1009337115486424,0.026556818851746603,-0.20322749913726026,-0.059509621923602346,-0.11530283900553759,-0.01678636128275264
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07171239986790412,0.06214582409879421,-0.03879160393443815,0.009461531119347414,0.0021162773445149753,0.014997323015917333,0.16613466939977245,0.08276084238358582,0.13055344393009022,0.06032384775976437
HALLMARK_ESTROGEN_RESPONSE_LATE,0.028784613429591453,0.02662768351144101,0.06007081393197042,0.06034302817573834,0.0025167884705190515,0.03380759587125207,-0.018482523453792782,0.008732371073203682,0.0650859741821962,-0.03235715919438006
HALLMARK_FATTY_ACID_METABOLISM,0.10128650847048558,0.015168097754805711,0.03966267713501212,-0.0658202786835872,-0.07064140847922579,-0.016047260407690524,-0.02984569703311505,0.08830350963994667,-0.020373249070519562,0.006508613139372146
HALLMARK_G2M_CHECKPOINT,0.05451779434214072,0.018897747253120607,0.005235224150241967,-0.10637983886542286,-0.04374265217689245,0.010764962649431928,0.04920946349045544,-0.0690376478105561,0.004661393271856063,0.03973603879279257
HALLMARK_GLYCOLYSIS,0.05448937757822826,0.03608663558523515,0.012001189180945969,0.00853043183074055,0.02786532769438637,0.013086855131705152,0.2581192821419868,0.06741803664902463,0.057092712054812374,0.0226982221111954
