,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05826945516270942,0.08413431880070414,0.02049488223958285,0.061951432567593175,0.05772123931793655,0.0035550942113682696,0.030050694482917514,0.12682037455697417,0.02442904193565567,0.019954853544916825,0.11745771411185603,0.10005472498078255,0.058902579263862,0.038662608565761473,0.013288924131820604,-0.01124043339810065
HALLMARK_ALLOGRAFT_REJECTION,-0.050748482442041914,0.09509390538111778,-4.5690112346083816e-05,0.017808913659986554,0.05623291612491625,0.10954378543462684,0.03502037102750542,0.1366192585838413,0.02278487609336847,-0.04673116660100048,0.051341384679932114,0.06457754097227682,-7.796559056967391e-05,0.03778991835904903,-0.08069198179785,0.027940356678582374
HALLMARK_ANDROGEN_RESPONSE,0.06168680049270845,0.06542275475373949,-0.019987191193583432,0.05541366146315538,0.037193905952287935,0.06532243656432991,0.040107639242865034,0.09651960059483848,0.01858402620571185,0.08325463156302751,0.10381915923340776,0.05048930707568594,-0.014856339703677043,0.06920598555944137,-0.039201832840585864,-0.010542154129255007
HALLMARK_ANGIOGENESIS,-0.04455743412330634,-0.042085553994716286,-0.03149607863903429,0.08807933761387067,0.03741496295369737,0.012145917739150936,0.01789147007293665,-0.05080650827675218,0.09682723436187668,-0.06518675261872003,-0.12481770806236184,-0.07079029471174424,0.008439530588588592,-0.02606992954249163,-0.038010304192388183,0.0668095336140418
HALLMARK_APICAL_JUNCTION,0.05982365880428234,0.0838086824070075,-0.02652956290071877,0.06287925355390928,0.051283606039213496,-0.05001443029716593,0.01649859088142134,0.1522618545162532,0.08002803103820179,0.028505451930754183,0.13393132102577185,0.0840705207424598,0.016254405815296302,0.04190411122476107,-0.03027557027834752,0.0024446259022793187
HALLMARK_APICAL_SURFACE,0.06443539238962886,0.07070234955434256,-0.02192211566974159,0.03810540335673729,-0.033225915596536364,0.0635892627188679,-0.023699909135417672,0.1485619760569667,0.049714844146813646,0.03742295374162686,0.07786963901408081,0.054491551323950047,-0.04276402927302029,0.0011888764805558962,-0.05899368241054973,0.0188213321254198
HALLMARK_APOPTOSIS,-0.0013866989458504,0.020032985543680232,-0.008217570762175965,-0.051190163330917596,0.035647798247391706,0.00876219849214891,0.026134233745693184,-0.03438428564923997,-0.060465976874603054,-0.033112339159976675,-0.004893437342000721,-0.07690050051815596,0.061003034520832916,-0.015241137148982054,-0.05623849642335671,-0.009673211076212293
HALLMARK_BILE_ACID_METABOLISM,0.01948566048331986,0.11568648910716477,0.0038573236874942718,0.05955291939611836,0.015173339109485134,0.003455179745452309,-0.007383461945072751,-0.036378071849825284,0.044275851282969146,0.10804918787913019,0.056882530769062606,0.08171518271778576,0.04626564935709417,0.0270422760845393,0.061359419779056214,0.010248661268746373
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.013573573624788065,0.07109439789286386,-0.012378390171545508,0.07206933331605964,0.03357659634016669,0.0006059513336151235,0.03482049274481907,0.12871388441453618,0.08604531533346531,0.016479164696180007,0.1144035862820403,0.10447436119754078,0.017299392217097278,0.027947596466644273,0.06324115242939504,-0.01937695234637755
HALLMARK_COAGULATION,0.024929259603039666,0.051435206832394775,-0.013043135021353972,0.021081158238497173,0.036884086974932125,0.0362011828861658,0.0158861398290519,0.14868286125922076,0.02670380384103759,-0.023395271840371223,0.11635410597889811,0.08908992770962491,0.07365347741789492,-0.0019231681470263272,-0.0796285127520645,-0.039476703370968244
