,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.011954420825524389,0.1171776546411574,0.002395539827796014,0.030148884804485656,0.005476664812362235,-0.013977952385552439,0.11187814344941417,0.007201434288426003,0.037857078563913175,0.04067633174491876,0.036422653363417226,0.1206637546005838,0.11118728588119553,0.08354742491460042,0.17221880088900535,0.07458938511032441,0.19185157341937664,0.11765059447746613
HALLMARK_ALLOGRAFT_REJECTION,-0.038420367275090045,0.1355540414273187,0.016099174759960155,0.06434992188034162,0.0043631759605644495,0.12115356656191098,0.0877137624223681,0.06138938739376055,0.05108197934600095,0.03629082864974008,0.11474151318577759,0.0692890619746867,0.11502504030031496,0.040583000859566905,0.16586479528744086,0.056403121811598754,0.2086860082330448,0.04422598663983329
HALLMARK_ANDROGEN_RESPONSE,0.05324138354159564,0.13212608104726337,0.047868453356540004,0.03610378847435403,-0.03337389120509988,0.02836777042924903,0.08452728899528031,0.05233457393338745,0.0722040127130429,0.0181213068822047,0.01979073793589601,0.06239362194060111,0.1112571312438522,0.08357607694549135,0.06964027802347521,0.02400902743754468,0.1727446917312958,0.12884374817893707
HALLMARK_ANGIOGENESIS,-0.017977022527585033,0.008705480978769374,-0.06095388608350791,-0.02331900077215386,0.020819033519958337,0.08020014002454737,0.08177884912126217,0.017282397332857035,0.060767667255253434,-0.0397589133312444,-0.15878417126791303,-0.07669980300069115,-0.011849138053664611,-0.010845095292540132,0.1043627291314324,-0.04502901241102213,0.0126952169758075,0.12032134243040939
HALLMARK_APICAL_JUNCTION,0.054901014213077214,0.2026014624075308,0.03155597356982586,0.07760847055999974,0.04206979552481375,0.028331270135671997,0.12684315780502115,0.030044249433715628,0.14686629152141603,0.12596739007860974,0.11629041820627248,0.13691370216623244,0.11837473391044037,0.07024225035899567,0.18977594872178363,0.036300212484803945,0.27724495164948854,0.14814237302538105
HALLMARK_APICAL_SURFACE,0.032795177249235474,0.08562008220162795,0.0049990028586117735,0.015393533194607022,0.032702252496742835,-0.06112159409255228,-0.0038011402118915153,0.06662765768466698,0.11320196679330383,0.07283406289198247,0.018274916519384937,0.07390634736137681,0.08846972514444768,0.043827852276253305,0.08730374447998679,-0.03012556771674878,0.21726928378207555,0.07799716030598226
HALLMARK_APOPTOSIS,0.08622342974381733,0.06547518750239138,0.044375435175996854,0.05377771906870881,0.013651379457379363,-0.004863735747415753,0.025993258606318233,0.03427019995728764,0.0064242716221882094,0.026182995980581443,0.10279182885632251,0.06586880476138567,0.01023800810379424,-0.005629537084487595,0.026335983820320676,0.011965060458502421,0.029999538377460253,0.07412767237981875
HALLMARK_BILE_ACID_METABOLISM,0.04677087791847755,0.0020690265067222304,-0.016650863887130576,-0.002866412782005385,0.035857192869343545,0.014349280743623804,0.0709736390326136,0.08035161202575276,0.057355125789644024,0.010529089194155293,0.02543428404114904,0.12131343693552467,0.11794233424556923,0.06870289527139711,0.0908448616548161,0.018061240417676372,0.06332297446965975,0.08761843319057505
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0653319741509837,-0.08603721631111978,0.04869019346765069,-0.02193721011177477,0.01239731785692449,-0.017000043397506933,0.027189240312107437,-0.011715196001089867,0.09875866181960687,-0.030824548164306256,0.0716133741406988,0.08130813047269363,0.0751766805977303,0.07383455021479655,0.05601464406814441,0.01970209665624628,0.019394037280626417,0.08272955618018567
HALLMARK_COAGULATION,0.016128548954477864,0.1998989261980025,-0.049172417632872105,0.03092177211922762,0.04360130198898292,0.11175826458510904,0.07656937519059841,0.07145164234984784,0.09483476482485499,0.06604092478935701,0.11726826871381245,0.21791280351626358,0.12867867690557613,0.07043432760694222,0.13794444444483284,0.03869554180695455,0.23479865547509807,0.16105699299921086
HALLMARK_COMPLEMENT,0.04593444645143513,0.06822576796130682,-0.03174260145306962,0.01724337426527211,-0.0027374836140360826,0.0577228010647785,0.13020575283573052,0.01487254952555889,0.044287902188842654,0.008657726586085702,0.11429145013882062,0.1330161845935588,0.08187383226179919,0.03421356845263677,0.19734106856222652,0.034961168212107326,0.06352149103715808,0.07601443751829173
HALLMARK_DNA_REPAIR,0.09656343285110909,0.08231925697410598,0.030866274686895897,0.04725467076627287,0.007327717732926395,-0.007917321066518958,0.12380767926204352,0.014522392427127996,0.07094702977909537,0.07614861855690694,0.05917495990827823,0.11988461377850848,0.10403157889532726,0.06852262908134583,0.20703252562112656,0.04855053735547477,0.16251385771119342,0.10686067617118436
HALLMARK_E2F_TARGETS,0.05444807059694186,0.03932757352472813,0.04792079661848393,0.028977930086496313,-0.0005689235916554852,0.054432099715955695,0.11820866256499853,0.03733609817321713,0.10031587739602169,0.05646374434679241,0.09849524545284716,0.032058083541883955,0.08194464823427153,0.058916327937303496,0.12052065674805854,-0.014145648608340338,0.12360287900523212,0.10815734060289546
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.055634081561298517,0.19941105721317903,0.004748243508994709,0.0763777782829758,0.03683434917749196,0.10244091999509089,0.10641870943997674,0.01730462792897316,0.12568546933143343,0.06661702989621625,0.1214056223067234,0.17209383566656924,0.02217546639467566,0.003745762533083214,0.20900629982176733,-0.010354742389770319,0.2236223105273763,0.13530406893747718
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0921328547603033,0.08076429805345706,0.05093096333430791,0.010865609696665958,0.017805970381877728,-0.04144169527945554,0.08080265418381831,0.004282929778662988,0.06384374245708568,-0.0030622569198134842,-0.044093323258522076,0.0707133451646066,0.06414919003308574,0.06809658457039695,0.16107050556686034,-0.0073197887116125,0.11109496599175091,0.09309278745781473
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.013132323625676826,0.010728175250602833,-0.03819045157447961,0.044395608800478756,0.01695881447774803,-0.0005908207578497087,0.01909547989487203,-0.044161843163801937,-0.01432583097422215,0.05223083001115,-0.01435275129006242,0.053067658558047445,0.08908342386046705,0.07048971666880996,0.11704009798814917,0.004973052292325108,-0.0016184169438220322,0.041078099182608116
HALLMARK_FATTY_ACID_METABOLISM,0.040517275217229774,0.003077853415140116,-0.02183757814630042,-0.026266586683488993,0.006674848848508146,-0.06084828887575685,0.05047568279596485,-0.018264433104452124,0.019663426206809668,0.023824874054269824,0.007931771999383974,0.05526149351998483,0.005666525224121044,-0.04526173318992082,0.041097067489278445,0.008916110619713886,0.029074434917050324,0.022375562357902536
HALLMARK_G2M_CHECKPOINT,0.03665907961002444,0.02566160406656494,0.03517710003300832,0.03096865709423436,0.04647616348802693,0.051391974364291576,0.10473291775608573,0.03378034833604185,0.12053681568588001,-0.028294364541391292,0.026598146324383138,0.05925409373996297,0.04938012302123766,0.013400835368417987,0.17372057201536018,-0.009721055266831402,0.11734544201938184,0.07032112498334507
HALLMARK_GLYCOLYSIS,0.04838188138623599,-0.04650486403860213,0.046574793610170306,9.885634038906362e-05,-0.02242253082822812,-0.0690990472500395,0.10977062317148704,-0.01776927849388526,0.0609754753942378,0.024006039148613174,-0.06996949081939553,0.12653376796086732,0.012050292557955552,0.03999725897644177,0.1299673087944388,-0.019539117067293478,0.04696329570153036,0.08554636144346078
HALLMARK_HEDGEHOG_SIGNALING,0.0803985496282278,-0.02183938096326178,0.03582213789807476,0.0652841945959193,-0.0017948123035677937,-0.0976322168972977,-0.03127812119432212,-0.05501764981596481,0.015742670569965832,0.02963650667791046,-0.009441720288483061,0.12189286969619363,-0.006282781864925404,-0.002709176809046199,0.09988598973452135,0.020363324223875365,0.03347708544274026,-0.02223043710979656
