,MGH258,UKF243,UKF248,UKF259,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.031005639988375928,-0.039215917845978276,0.012645375527856962,-0.010430435774428506,0.0909286559594729,0.0790413140236639,0.03303141967212764,0.09007361775346276
HALLMARK_ALLOGRAFT_REJECTION,-0.034973067374448906,0.031653063523738784,0.040493202668035626,0.03924184936904314,0.018687022690423112,0.007704986868498396,-0.0035488667416259073,0.04727263407533951
HALLMARK_ANDROGEN_RESPONSE,0.11698565219987135,-0.021166027281917993,0.01335320022834986,-0.004861525340036108,0.08182048120196446,0.0597671550056759,0.025089151010671544,0.0649548746049407
HALLMARK_ANGIOGENESIS,-0.03274036014783926,0.022848849564133484,0.0538210906180274,-0.03621240738112476,-0.07347840231238215,-0.036287776107552905,-0.005347155526804343,-0.022230611556122687
HALLMARK_APICAL_JUNCTION,0.07670738777430064,-0.018483544123529556,0.038080647505453244,-0.0457454860160193,0.07311730616083535,0.07360648145106755,0.028919582596634,0.07098498126448818
HALLMARK_APICAL_SURFACE,0.06340555922135793,0.028327657564591855,0.055675262269677867,-0.03257103662704719,0.07546710198939012,0.07398226967213756,0.04082219894591287,0.04215451930671265
HALLMARK_APOPTOSIS,-0.005556451880561736,0.01144243821390778,0.02297297414563766,0.038841842248681396,0.05935253465733537,-0.0014242433669968805,0.012712012954187217,0.061941171664831825
HALLMARK_BILE_ACID_METABOLISM,0.052563554622010275,-0.01960712191725851,0.025328539475721005,-0.02647751850387973,0.07415204542073332,0.07372278093172176,0.0005133153765111173,0.08255093315640664
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06984902992479465,-0.0412719556408904,0.044305036506525564,0.010518635958955302,0.058876650502481136,0.06775071302777332,0.040741018575794964,0.11797822967170828
HALLMARK_COAGULATION,-0.05237875523105936,-0.04247987066629627,0.03308783177207911,-0.02839410310529966,-0.009054948437060239,0.058436916300379116,0.003767073792762122,0.07277200371342478
HALLMARK_COMPLEMENT,-0.0041099094409894265,-0.03010289774551132,0.07901848630673802,-0.029353894233548665,0.07840619203503164,0.024284737157553526,0.017068659268801606,0.0792812878770554
HALLMARK_DNA_REPAIR,0.0918900452614944,-0.04497286106986061,0.032249771316808354,0.011659426891346506,0.060687482395955214,0.08614439499822034,0.046303544638199745,0.0886663753513511
HALLMARK_E2F_TARGETS,0.03577144051718539,-0.02633003208449793,0.019796848343608914,-0.0035497711324249726,-0.0030317837480558388,-0.0502612396960227,0.03771963636900701,0.0632256030630527
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08220608113866072,-0.018293824308640242,-0.006807546808917786,-0.01484236834012152,-0.03941499973299584,-0.023412815230022598,0.02896427742599576,0.046638867912489584
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0282372542277723,0.03473648578357178,0.032131970475194976,0.044437639322665846,-0.05684564409749774,0.0711587253939217,0.015785272698512078,0.07318923885141834
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.016945509944572505,-0.022526036933758254,0.021613957598809196,-0.023555879118463137,0.08835866672193125,0.037558958053593605,0.06772035577177946,0.0829834450183395
HALLMARK_FATTY_ACID_METABOLISM,-0.09661846655761733,0.04147522782516284,-0.024384991417693323,0.026925052228793628,-0.07027246885951006,-0.0032554276101835382,0.08023235328392891,0.04516416245665092
HALLMARK_G2M_CHECKPOINT,0.05054669246917018,-0.02634021417016784,0.005660037415610944,-0.024010090715048553,0.05121021312950611,-0.04711237946799764,0.04006149613727184,0.0676428742167945
HALLMARK_GLYCOLYSIS,0.0823331532368261,-0.05231987921755199,0.03989957181954581,-0.0023828088795615977,-0.0583470345196529,0.05047315230033822,0.07656181327742836,0.11070715801603687
HALLMARK_HEDGEHOG_SIGNALING,-0.0746742125874435,-0.07645115067359154,0.03494879003451292,0.04487200315350337,-0.03003871228767812,0.023836823423792498,0.050916369737944056,0.05311224409417876
HALLMARK_HEME_METABOLISM,0.06870072875230586,-0.025508310612771545,0.038108610473695,-0.007410331040853508,0.011358108440479565,0.08635676619492087,0.039104164595562145,0.10882707545797324
HALLMARK_HYPOXIA,0.06062082680151993,-0.03774447958016928,0.011302184685652661,-0.0066310623916517415,-0.10516334473927515,0.029365339869327017,0.05019712769482505,0.019220444865675926
HALLMARK_IL2_STAT5_SIGNALING,-0.03700744586372691,0.005592636327665448,0.018410871384613822,-0.009460876194796556,-0.02981567953268193,0.041981214121931835,0.07110990461124281,0.049914015069639585
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03462573329003499,0.012334788722392994,0.014506063291209318,-0.020096847887701816,0.03502939124098827,-0.06078516910535628,0.04677314312062845,0.09779229146410659
HALLMARK_INFLAMMATORY_RESPONSE,0.004001686678949743,0.04068941746100685,0.03465033401825541,-0.03413697981817042,0.01929889151929203,0.0049679380840625545,-0.00883551441011772,0.036941080978377165
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08616003922338394,0.015002285916476702,0.047857023296164564,-0.013630098977545258,0.10264723063557928,0.035569604619093566,0.018655308098244512,0.036402569405827555
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0592136907148801,-0.0025864501072734585,0.019061280895316036,0.051658823275158444,0.06965621896541771,-0.0004990885775919461,0.0172133433675732,0.088891424098133
HALLMARK_KRAS_SIGNALING_DN,0.06350032709285532,-0.04006476186510347,0.06840694812154684,-0.0340817705525662,0.062173269800772576,0.08531795504353397,0.046128685448965076,0.0856551474725084
HALLMARK_KRAS_SIGNALING_UP,0.026740713491802376,-0.04195761915980855,0.012587209175189528,-0.0011881945287956367,0.07326560254150596,0.0020277012460053552,0.0361016650945023,0.07008202750102847
HALLMARK_MITOTIC_SPINDLE,0.04305707880715521,-0.05233181990568784,0.029204364950071136,-0.03183713659163216,0.09383177938087359,0.08809004661159694,0.03485536458097235,0.06837814453882901
HALLMARK_MTORC1_SIGNALING,0.026537915002364465,0.044410477809884226,-0.01271362576449765,0.02152390685778048,-0.07846188290151677,-0.0869961659697202,0.03144313032689881,0.05641232369243059
HALLMARK_MYC_TARGETS_V1,0.0639945985734845,-0.05109474324445428,0.0013588295102888697,0.04011610771770772,0.02135866303476113,0.07525934780598555,0.04923310996096538,0.05308281296667166
HALLMARK_MYC_TARGETS_V2,0.023724884560325524,-0.006317728159085876,0.011775384114101293,-0.0030608184249021598,-0.010889010054873258,0.01903148231958827,-0.010204669091501117,0.031074246853096545
HALLMARK_MYOGENESIS,0.053932249879815784,-0.03154121195474659,0.023381214577198738,-0.01014482823701249,-0.026992997949052005,0.08115844982104975,0.022746313307127387,0.06581158908259238
HALLMARK_NOTCH_SIGNALING,0.05719350446912487,-0.04698138988524339,0.05073696265973073,-0.008201703959199782,0.0946139428291285,0.08655517404417432,0.035640475513540694,0.04710359632553308
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09862724184568482,-0.012992327958330458,0.04338055008637154,0.06732478330901287,0.043963578497029865,0.07900851676137027,0.04343662756039576,0.08049249100600969
HALLMARK_P53_PATHWAY,-0.023790211152232076,-0.036515443516539514,-0.012480362038015783,0.009759846160781021,0.009090488293265302,0.1151943724056611,0.05509330241272618,0.08758873148157714
HALLMARK_PANCREAS_BETA_CELLS,0.015822458908512013,0.024719259077488447,0.0615885903995261,-0.018659648767706892,0.06974321980270523,0.0745169432115458,0.04977838687917884,0.08109520369277085
HALLMARK_PEROXISOME,-0.010042226402886219,-0.03301996066422415,0.026109329543683328,0.021321535725017306,-0.013942080236654894,0.09386580760677501,0.021045158824213966,0.06346573259795484
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1115012327402762,-0.007939711700295981,0.021474959282708754,-0.006461354601765588,0.039210113280864364,0.07540233374892619,0.025721692297730445,0.08705326553539879
HALLMARK_PROTEIN_SECRETION,0.09727641598909939,-1.5373302063051367e-05,0.037492807750681215,-0.01015260582826551,0.04996598273210164,0.0447792127711343,0.06166738258614518,0.0763038738181202
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.04591464825137494,0.030441591223977747,-0.02610588545686558,0.02302545194096043,0.024515978002139636,0.05407008213835369,0.054830526338653506,0.09989832877617938
HALLMARK_SPERMATOGENESIS,0.043523717564526755,-0.035063407755911734,0.04008447956153366,0.004391255163470567,0.03900883467216456,0.020965276044152423,0.04857052777696372,0.07181771163040221
HALLMARK_TGF_BETA_SIGNALING,0.0049860697204617286,0.010839286541828481,0.023101788020485493,-0.01574872713568281,0.09136512785000404,0.07681841959325175,-5.0379602366337914e-05,0.03976053784994457
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0317449600440428,-0.011381403577944161,-0.026183289422645535,0.023791098106324925,0.0860214896840434,0.04342727790196729,0.061928489628308866,0.03805650911149574
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06800120414137223,0.011585245638458731,0.05392264643116173,0.01876684568878568,0.06334252130622227,0.08624044864166037,0.04417056714882787,0.09206111702998647
HALLMARK_UV_RESPONSE_DN,0.12428487747945166,-0.05008668114586809,0.02964777428451222,0.010214928842238593,-0.0412452377611746,0.12860170708344723,0.014694720539504158,0.08179145457205748
HALLMARK_UV_RESPONSE_UP,0.02505548965227766,-0.027093456997517796,0.021302802203742522,0.04797714930259447,0.05103145716452505,0.07200867329126046,0.022856053413207515,0.08285713851943692
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0745589765657852,0.01819295176162531,0.003175300226765279,-0.035056893576792245,-0.0016618536288201138,0.09541785592741557,0.01923359829987583,0.03410553072237669
HALLMARK_XENOBIOTIC_METABOLISM,0.04077211078738057,0.008878061906700527,0.027986823445133514,0.006969025940462939,0.027641534183622737,0.09366719418162482,0.015208212045010697,0.09427095486904305
