,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09032631661693906,-0.0006981361151077264,0.1122071239906037,0.010111959366031148,0.09192979341791155,0.08658149490361712,-0.0961804112177809,0.08542036875320323,-0.061721088594959894,0.06651881643427016,0.1354151805069851,0.3081451462740463,0.27624760373327134,0.14152557154127532,0.06714625863528326
HALLMARK_ALLOGRAFT_REJECTION,-0.025772465876097227,-0.0389350188017472,0.10195286967837486,0.00338307297255222,0.027752393317676694,-0.1290472932948709,-0.16554705582943258,0.08832131659909356,-0.0171776882710441,-0.16347410440743676,-0.2251301720998785,0.10094967459364385,0.23513036856334374,0.03264104389070976,0.057878862258216056
HALLMARK_ANDROGEN_RESPONSE,0.09401306414005708,0.014940542827299994,0.05877436780853436,-0.019050132242602595,0.19362837446216627,0.007244896549340541,-0.14306440598753412,0.02814114563974361,-0.033358523625946185,-0.09333649507379384,-0.2043719851678292,0.2718784101241744,0.22593001263450951,0.0727957053526741,0.0738412410495975
HALLMARK_ANGIOGENESIS,-0.022787854856963257,0.04808220229096689,0.07027587804541578,-0.049949777240251216,-0.21231764503833492,-0.09700596006524262,-0.19085021033863916,-0.1464376647699193,-0.13115337542530572,-0.19734074703194548,-0.4215199258787131,-0.1351847784564498,-0.12217545173465044,-0.028735506077704826,0.0603718210366921
HALLMARK_APICAL_JUNCTION,0.08979305357771242,-0.07892497794206843,0.09460324942562436,0.008485993038493102,0.020937289891221764,-0.03107806461989896,-0.133149431541528,-0.028992543195388784,-0.011021781892683342,0.029660811534477874,-0.2669611508846579,0.31718318439134585,0.26066860549428394,0.20434499928793237,0.05815620082905804
HALLMARK_APICAL_SURFACE,0.09121757419093209,0.02565955100656372,0.02836475987551698,-0.017541128320963235,0.014851892327009064,0.10700781056299163,0.18163655217293992,0.08902646605995466,0.08494810057723694,0.13631425230303212,-0.07941813694246132,0.27481960301064,0.24143665634375946,0.14728003474337845,0.10385527121216391
HALLMARK_APOPTOSIS,-0.01887998728377986,0.011002356479185117,-0.07033691385008169,0.013297168981018749,0.020298302487080207,0.011491499291499913,-0.04893503847872475,-0.11075373747200808,0.016726085309138633,-0.06533214915761477,0.19203984337251043,-0.1472254506832718,-0.187002314100066,-0.005652464059549145,0.027598306985419367
HALLMARK_BILE_ACID_METABOLISM,0.06884125124299399,0.029424504875717055,0.09509865847182437,-0.014458840636628927,-0.06168218298944947,-0.033303265283256986,-0.20027070858073867,-0.06385112564213849,0.007769682851882657,-0.10904436409570248,-0.11670191795683581,0.2602746311968868,0.21317248408344913,0.1291909332664928,-0.01244238086886279
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09716582822614685,-0.01744356033714207,0.08775415898199962,0.013235032431461088,-0.03948189025055759,-0.045411461026316075,-0.1404288790034033,-0.09458585793395753,0.012019874457347,-0.08979442430746384,-0.355807436053888,0.3397019930597557,0.31325972915899936,0.052105458691544156,0.02475126167041999
HALLMARK_COAGULATION,0.00909883241461739,-0.020080298242315005,0.06282222329357222,-0.024290203549612702,0.08424694270086004,-0.13726951697650633,-0.21182646776419412,0.0021624852477737837,-0.11214268867770426,-0.17495255118946515,-0.3019736057080147,0.17012001605585564,0.14213256720080641,-0.07901842773676487,0.0767462911853849
