,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.07378363999749264,0.06699902204780607,0.1171305459727686,0.046151014766339274,0.0369120233438468,0.03141100800740005,0.11767136386351634,-0.04178905920369457,0.014747625017375601,0.03973517485630719,0.037170251028039114,0.07310442820781128,0.25241516804094266,0.2371313493745653,0.007280074982902573,-0.05485577818908002,0.19709958128272706
HALLMARK_ALLOGRAFT_REJECTION,-0.058114806653847884,-0.07747802755910967,0.02536336543928545,0.022552377048453594,-0.048784659474016986,-0.09605038110242525,0.12465214261892786,0.024346188302581406,0.026273377535357998,0.022455922241248396,0.07605109201608078,0.04442185186455043,0.08582760105118804,0.15385733693586612,-0.03426278354004166,-0.010374811732124053,0.055402817513772885
HALLMARK_ANDROGEN_RESPONSE,0.13185423525818252,-0.03812432624809651,0.08004927866747537,0.026152260964788277,0.050477171731537665,0.02068636640022873,0.18231299044718652,-0.000625647603663321,0.016086260587632878,0.022145734933265025,-0.042201426563654824,0.12027315088335946,0.23491970402294296,0.20975224570170325,-0.003991693773578878,-0.01831210971753987,0.02286571776222673
HALLMARK_ANGIOGENESIS,-0.004607835451100187,-0.08629581625324079,-0.0780321529551714,-0.05616012234009543,-0.019118093141316628,-0.025932162985155525,0.11028540614876502,-0.02245556420580071,-0.024621020261584345,0.10183486291334205,-0.07080723802910606,0.0039013442720067346,-0.05506119439489542,-0.20788437009865685,-0.036470648528972034,0.09743935012006369,-0.164883377105256
HALLMARK_APICAL_JUNCTION,0.13065008056943458,0.0033712159563105905,0.1395694254663903,-0.007564727257056282,0.06609931514720443,0.02659149126146027,0.10600537727800878,-0.007750255887047869,0.04251945282001766,0.049617833995287706,0.06007328087442737,0.06163225017668903,0.2586150958266686,0.23277125143092947,0.022939471709134174,-0.025522357041582008,0.10743985672591964
HALLMARK_APICAL_SURFACE,0.09639768580352487,0.07618752433332103,0.19999065369274818,-0.019622716827430838,0.03288597273463001,0.08765732649403384,-0.10862466647170958,0.026059719451539898,-0.0007160139715460651,0.02230920747822188,0.007410410755632692,0.05663961613231244,0.205239848035307,0.21868354780845642,0.05316995591263522,-0.01850485501561273,0.04365533778790504
HALLMARK_APOPTOSIS,0.028335455778787353,-0.0008066914026905019,-0.01760848197341151,0.019008012068837475,-0.003391402876959804,0.030540207196659345,0.03259754184157366,-0.043571142934638686,0.021661327268004998,-0.06689841057758819,0.03265496583204768,0.045243187193020624,-0.14366075577565024,-0.07307136357873548,0.022431813333239597,-0.02560687966283235,0.02264497496453377
HALLMARK_BILE_ACID_METABOLISM,0.06733218664991054,0.06744187844699602,0.1026798158941744,0.05641775004914056,0.04729842323895521,0.016671863458888075,0.13471223122491086,-0.018722480508189972,0.025686603776817283,0.03475838199473519,0.04285372100769693,0.025458535954023098,0.2340443177437086,0.25711492645192696,0.010203594941355929,-0.0430326577595113,0.22202481675645036
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.16537927094792793,0.02050240363591064,0.10907472528000038,0.013890584540735109,-0.014890562183700431,-0.0002183811262873063,0.12334426218041539,-0.05733214289392315,-0.005233678460843636,0.03754814524904293,0.006976996288647219,0.08247544161929206,0.2607606010666684,0.2973374806405596,-0.014024600315870505,-0.060272156366912556,0.1497592262722218
HALLMARK_COAGULATION,-0.034425732674195055,0.02964942069042477,0.05190407671004688,-0.021210447577064064,0.02719768292107846,-0.06808959169648665,0.13645883222405158,-0.04775618681088894,0.024482815559868542,0.05105145467622454,0.04163057685971274,0.14586212963859027,0.10574200627521632,0.16046303253800687,-0.003318090581227112,-0.050430406044919524,0.01747934686895903
HALLMARK_COMPLEMENT,0.004599023359530988,0.014776733864286769,0.059723848683822855,0.011784870579457866,0.0038003451816559235,0.023115610468467933,0.12324264711966668,0.021025647468045233,0.011302173487895683,-0.03394128764168909,0.06745946001539836,0.047760284784283825,0.1287219821518864,0.15143776368587616,0.03173848068401511,0.009885332396149369,0.16221022927232032
HALLMARK_DNA_REPAIR,0.16110292107514163,0.02384441787188056,0.16355084921875065,0.04498486466342874,-0.007451722934412054,0.014297418986653154,0.15485709210226925,-0.030224960901574987,0.059494177468152554,0.08834757283918694,0.02754928360527157,0.09004797688251585,0.27186732624398324,0.26793915961860626,0.03844826381963062,-0.0058285962818431505,0.20864100284211765
HALLMARK_E2F_TARGETS,0.11802608515857607,0.09069780084729998,0.1738884067016081,0.07232992105722351,0.04036962931814929,-0.015538430078639205,0.16484239525240665,0.015882837628774748,-0.007947803851326693,0.04463812808048488,0.0389566144991783,0.019512767254356533,0.12632653425081497,0.11979994911054982,0.00304880756144133,0.022096382619193736,0.21137720210319605
