,UKF248,UKF313,ZH1007inf,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.10536426951634477,0.08667573919774355,0.12725968702159973,0.09168463695307265,0.06779265717044142,0.08582263492612859
HALLMARK_ALLOGRAFT_REJECTION,0.03603977846178531,0.12410271161599021,0.054447003482069066,0.11890652371434461,0.024548504351424732,0.07626009324471691
HALLMARK_ANDROGEN_RESPONSE,0.08760199523009708,0.06378597727160816,0.13846091748266945,0.06925636225493119,0.07793598410655074,0.04935709265268246
HALLMARK_ANGIOGENESIS,0.029458796626880022,-0.02054982207792513,0.13349239363312318,-0.04855916833662057,0.01616024822434183,-0.05889839318641764
HALLMARK_APICAL_JUNCTION,0.14434368511935378,0.13152362521443128,0.16357686535982374,0.048314421177888506,0.058349657074826346,0.08452716872983697
HALLMARK_APICAL_SURFACE,0.05234593548845726,0.0442646702963414,0.05637290491636616,0.04252441027940592,-0.02177786992552724,0.050267076588095844
HALLMARK_APOPTOSIS,0.05601261141022414,-0.02254012063631097,0.020364446460003478,-0.038572307550399296,0.09547992805342781,0.009615343279755613
HALLMARK_BILE_ACID_METABOLISM,0.04374065731158963,0.08745508810142133,0.11737375529833474,0.03884560641645068,0.0292552366582914,0.09383785574762636
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01384280533045562,0.14186423034319037,0.05033172118579647,0.03221201577012966,-0.02583480555827356,0.032301968293293994
HALLMARK_COAGULATION,0.14827115066273336,0.055036973278531534,0.162580380076326,0.059811771121166854,0.1007043726384221,0.08609542636069506
HALLMARK_COMPLEMENT,0.07216473577657204,0.10490741839896607,0.10693494017574713,0.030626991719349166,0.06396728495782805,0.06927367043726836
HALLMARK_DNA_REPAIR,0.061477886561450514,0.14952222412846033,0.09678340937459011,0.0755966180480106,0.014507754765781368,0.10155185696893652
HALLMARK_E2F_TARGETS,0.061795000014428315,0.08971281386435256,0.014471590432726514,0.03112735730471421,-0.04363275662751471,0.0787381127402092
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13220683028236035,0.026415878089142572,0.1948406966531118,-0.014192037014006205,0.13251257084368703,0.04692854058796127
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03366865786677506,-0.04137116692387784,0.09611969323740722,-0.038746407426771226,0.05387682120556137,0.003156385161154727
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09546918315220257,0.06643989953096467,-0.0528441866769455,0.046141127265318174,0.009274770619760791,0.05821211683160005
HALLMARK_FATTY_ACID_METABOLISM,-0.021952747203847902,0.023828259506876438,-0.03269096681379106,-0.06349920348115443,-0.029402284758801477,0.006588453335832905
HALLMARK_G2M_CHECKPOINT,0.05781176158200867,0.09601558108998998,0.0547411567451693,0.03751464319431853,0.006349456022958659,0.08224739787540193
HALLMARK_GLYCOLYSIS,-0.010372406573922492,0.08093111944895376,0.07983675810523569,-0.03946669222922266,-0.027719757563966118,0.0260999289838464
HALLMARK_HEDGEHOG_SIGNALING,0.02560312045322841,0.04348260180616446,0.13323650032199866,-0.019526884586669443,-0.07514255361489347,0.025271636036324093
HALLMARK_HEME_METABOLISM,0.07810265139058763,0.08751231378295343,0.09827891556739633,0.038160803781203706,0.03882956449558502,0.028520963253867937
HALLMARK_HYPOXIA,-0.03852526759859858,-0.023680868851633247,-0.020247159148184528,-0.11713319840884598,0.014008715281946514,-0.015150222956705955
HALLMARK_IL2_STAT5_SIGNALING,0.08220390148258738,0.030227145162308924,0.0868743633704245,0.025077659499616937,0.02064085958213936,0.060680431989336044
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05268489459701045,-0.01249006531119496,0.08984621390560975,-0.017879531082110656,-0.01536475108566315,0.038564570807759546
HALLMARK_INFLAMMATORY_RESPONSE,0.05333566375602508,0.047549524395792304,-0.05203655744631323,-0.11397725167592453,0.06564209848229378,0.00850999917635695
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09345205651822994,0.09814317668887619,0.12842567526089993,0.10159249432676215,0.10134937098673633,0.1000171320257359
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.10124536130332817,0.06401511807843772,0.11416824918584481,0.020641769390024284,0.13462367099844041,0.022742027790589595
HALLMARK_KRAS_SIGNALING_DN,0.0038579265539775893,0.043646012199706825,0.002519716926090281,0.007472586970581734,0.017291848242110625,0.06723140505764649
HALLMARK_KRAS_SIGNALING_UP,0.07230731237897314,0.07979932119787612,0.1524396812721252,0.03365742627040825,0.040024906457507795,0.07605521509207679
HALLMARK_MITOTIC_SPINDLE,0.11884175067760953,0.10549515333697286,0.15810153261296614,0.03473997602051937,0.026657290034158253,0.09129203788795363
HALLMARK_MTORC1_SIGNALING,-0.03825068391000845,0.04745433527193664,0.08481246432843807,-0.07850009346825984,-0.032552355359635396,0.00349843783174777
HALLMARK_MYC_TARGETS_V1,0.03780367951141327,0.14600532981642,0.04655379264269166,0.11406348132172923,-0.0117786460726463,0.06779590431951575
HALLMARK_MYC_TARGETS_V2,0.09380633387430445,-0.010758192205162774,0.09002520481951118,-0.021804346056260904,0.03614542480688723,0.013085171251608371
HALLMARK_MYOGENESIS,0.13822295267213705,0.026134605520798652,0.16395349373461837,0.09950076364964094,0.10458925843284546,0.09142954628854658
HALLMARK_NOTCH_SIGNALING,0.08687143731710542,0.11195145456307674,0.16817079017387765,0.06376684647911408,0.01433993205343913,0.08758907286857338
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.018187749984242964,0.1341650867182968,0.028010524146657934,0.08940833729837135,0.006104007007069765,0.11046207272472373
HALLMARK_P53_PATHWAY,0.028805957006099028,0.1407308281043071,0.0020899910478247466,0.04298933838275459,0.0119278578088587,0.0854006321162002
HALLMARK_PANCREAS_BETA_CELLS,0.05876642064597955,0.0935406976757637,0.02524033256412452,0.04161487732182222,0.014490676880092042,0.07453735199866934
HALLMARK_PEROXISOME,0.05646344537069964,0.011295612275465524,0.002976982319912904,0.09226038006713637,-0.03142145759619742,0.030582138814456053
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.11785166257292248,0.1547729825053876,0.11824446404434603,0.04692494802162616,0.020722276575436502,0.09749282241985167
HALLMARK_PROTEIN_SECRETION,0.08354424161516023,0.11225388610419128,0.15620208696328985,0.04745881898658949,0.04563277325258383,0.05905866151246362
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0015395761657248754,0.18741276628518544,0.005838053241303405,0.07930362252037879,-0.04321213348334868,0.06176820144232859
HALLMARK_SPERMATOGENESIS,0.05399003035401153,0.0783372798395437,0.027705762007676625,0.08176942567414423,-0.010742100134915637,0.06876018533691193
HALLMARK_TGF_BETA_SIGNALING,0.1380802614066125,0.07661000147526147,0.08149530205507259,0.07002779031907734,0.10117082035040029,0.08983777866100225
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0660517435563009,0.004136235721865656,0.1562799774681313,-0.07699756253041383,0.030790695970804555,-0.0738871893219638
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05810168868807406,0.13175721259193998,0.11709728172423413,0.05501850164447833,0.039186972386345185,0.05405625942278908
HALLMARK_UV_RESPONSE_DN,0.10552839719263818,-0.03245266601492192,0.14620202349769684,0.08951382838810619,0.13627879420165165,0.01787291009787588
HALLMARK_UV_RESPONSE_UP,0.07876293665663109,0.06748806672098878,0.12977725242303711,-0.011392195056387194,0.01986907589075824,0.05140917573486394
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.13062941994698762,-0.09750192610032452,0.013695256589082449,-0.006580134394176463,0.0516285020382028,0.11138445845903641
HALLMARK_XENOBIOTIC_METABOLISM,0.050628037656860116,0.11263529642244594,0.11120540317976242,0.04073335984930083,0.06437083639812105,0.09153530788537066
