,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,-0.055866678575937946,0.0741203307116335,0.053577754854377414,0.09879081974100482,0.009972113594354183,0.12675595526717912,-0.01790260516918651,0.00740433633577078,0.09262383314786515,0.10204786188861406,-0.07713971751036564,0.09042001177371596,0.037625401819284636,0.13208238833583677,0.1613959034596968,-0.048335204866531284,0.07973897338832969,0.05076244494570551,0.06970685642601063,0.02199487231832941
HALLMARK_ALLOGRAFT_REJECTION,0.11729523020614926,0.05773541207792933,-0.007478727702938536,0.058820399877853265,-0.03989548797140584,0.03306978631788705,-0.002051511562620395,0.049746764282565394,0.13802652857864592,-0.01087861374824767,0.202906112134312,-0.0518091061867313,-0.009738309810659337,0.006878757918953269,0.11111136141625726,-0.042647016856462966,0.14038587099849315,-0.023525891397823618,0.08260110448047282,0.07631149864763981
HALLMARK_ANDROGEN_RESPONSE,-0.06986857599631799,0.08795410426389613,0.023263903038512862,0.03279614429370274,-0.02517738170578418,-0.034269235789360475,0.0612870994918412,0.04239899661433205,0.13883481180246993,0.027028049686923565,0.21647618476277722,0.0900465882024807,0.09031504001374484,0.09520945732673028,0.18575669004612996,-0.06099411658769954,0.09984328236475246,0.009392243811387502,0.1514282989301342,0.12122421951991931
HALLMARK_ANGIOGENESIS,0.048239203272032155,-0.07133721810054927,-0.031794957656084026,0.08068005027712384,0.05993749541949473,-0.11386704508481428,0.0400495036886938,0.02643745901941392,-0.02956060395784726,0.06479519106335296,0.31542335988877956,-0.015213002887966646,-0.0772928732582211,-0.03455211025572691,-0.06119896665673948,-0.13311521229034198,0.1684171456299965,0.003350806999546825,0.11748404603673862,0.07735642283614833
HALLMARK_APICAL_JUNCTION,-0.06812508381559307,0.08997857251667532,0.07714885324531039,0.05013156966078745,0.0037978020858534466,0.091399113690802,0.03923209943833955,0.043046412229242534,0.008458794939913099,0.06156653153939882,0.016146708884771908,0.10893741866400702,0.021574275058014958,0.15874392868775644,0.20010142922479796,-0.017468810256315942,-0.06325553276412668,0.02395054126517585,0.15665981101419355,0.10535291268805391
HALLMARK_APICAL_SURFACE,-0.06556543690138068,0.10591937109292432,0.07413239275767593,-0.016014946295302358,-0.017543510669997583,0.15339682374741456,0.0040208189104871915,-0.016202630506199196,0.15698842225755963,-0.006886991902426937,-0.07062933435985855,0.1187709252034607,0.07361338301754258,0.07047565135936341,0.11698505961580417,-0.02178784151010981,0.09386979956474362,0.05393191272039224,0.17498545352001038,0.08092559282297414
HALLMARK_APOPTOSIS,-0.052706457806909086,0.010413980431689515,-0.03580632224642629,-0.05969892027322906,-0.03088932146155523,-0.11077301860019875,-0.05360797148881908,-0.027447272203385113,0.07350837583047608,0.047283335317312956,-0.010965961812396745,-0.06541725702410725,-0.06815650315414673,-0.03512347789121419,0.014636675778962079,-0.03194578894147922,0.05397672742697886,-0.02658395435236877,0.03218439072094924,-0.01888995901262667
HALLMARK_BILE_ACID_METABOLISM,-0.12132949071398962,0.0841622952198893,0.08912335168234364,0.1055998741822565,-0.0023141372219831016,0.19974638059264552,0.07665484872573022,0.06105925354448173,0.039879424209821025,0.07536402760376415,0.15063238127636508,0.13254723590895048,0.043115430269299114,0.17052724444200995,0.16508350041223124,0.02652417479726297,-0.013425292263285196,0.05391191862872301,0.001774298447738465,0.13143007142958035
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0688329653913034,0.07806407524427349,0.002305036562887217,0.0300784838301103,0.0306938701222352,0.10082326102700775,0.050958721952866035,0.07782238370128593,-0.07558840424394525,0.07739848527500248,0.32430786229619135,0.1924708089259103,0.05206989125337817,0.09572663297277699,0.1797797474123955,-0.08195963390308325,-0.04431976730148041,0.03860808410274082,0.021422983056651898,0.2338069237772101
HALLMARK_COAGULATION,0.14769619894124575,0.07724090200157108,-0.04536138414227524,0.03352792874381995,-0.007537569998832687,-0.09310032005158739,0.02681742405662175,0.03328958790010301,0.023681188226488518,0.10801447565801034,0.2731987937686055,0.05223786333605605,-0.02799380033813483,0.11238269603382543,0.16595547057764576,-0.08657923832728041,0.17336378725996177,-0.031674933902173345,0.17250257897795138,0.25338149087722667
