,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.004433962924049949,-0.014645293320248545,0.12339854673864535,0.11619977932451694,0.06029585146452181,0.03956173872233978,0.09788037196200748,0.0018254372464962978,0.07526583440772049,0.11365698146208075,0.16698142117669876
HALLMARK_ALLOGRAFT_REJECTION,0.06936796929752122,-0.02211966001477261,-0.007622073081920209,0.15997060763517157,0.09095321709064598,-0.0017016553849661525,0.08243334914335874,0.0453282330408263,0.07991137919169203,0.03748211337494336,-0.06314721128651511
HALLMARK_ANDROGEN_RESPONSE,0.0021336803394234735,-0.0046348432680686745,-0.06490124919089856,0.11353844456693105,0.12635358255762558,0.09395372264398441,0.04539814672287536,0.050583226439823804,0.08292717077712587,0.11968953738227675,0.08901687656976157
HALLMARK_ANGIOGENESIS,0.016576109910173272,0.03481684291632797,-0.033652998629506596,0.16186026687411936,0.0015935699062327852,0.022516060803747996,-0.06392864953255067,0.021151769391820698,-0.005074797438372051,-0.002182148623371532,0.1063384624064166
HALLMARK_APICAL_JUNCTION,0.02109280004584526,-0.026855185272994648,0.11083670100868392,0.16125206636192999,0.009062422458846775,0.035651318040336485,0.09072868651827541,-0.012494611181641342,0.06245160045181327,0.14442948082462573,0.13391547011868973
HALLMARK_APICAL_SURFACE,-0.042846191295782377,-0.0218635147321407,0.07390834899124678,-0.11705997561913059,0.07602507471772359,0.0399367134340402,0.09050905693778577,0.02833816046790755,0.02600240379386887,0.16665532584967616,0.05751108719345654
HALLMARK_APOPTOSIS,-0.015929232675452012,-0.02238057384198595,-0.09902916412823545,0.07280426465234421,0.06481089767953309,-0.008618304112033803,-0.008340906201535487,-0.08474787029412052,0.03619030245119947,-0.0006275663579074605,0.010882155886526286
HALLMARK_BILE_ACID_METABOLISM,0.03170767426379096,-0.01706044696992754,0.13422053658678534,0.13573853471224173,0.06121640490919886,0.0004158911155207412,0.04593818705352503,0.01720057610935718,0.06452101156406248,0.08023667793370674,0.1421634591919169
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02451133118904858,0.01000057224122135,0.12134827656772965,0.06338087999109408,-0.01451540021067976,-0.03073017161673206,0.09852224500691086,0.079407005502258,0.07132617077465687,0.0881685707944702,0.19909075413380378
HALLMARK_COAGULATION,0.054293832693485464,-0.03341484919451163,-0.10939730481443026,0.16065323306951843,0.06487025532971472,0.038447633072515745,0.09081156300990548,-0.044587788700088594,0.08583021312941821,0.09090263213063984,0.08349089770807225
