,MGH258,UKF251,UKF260,UKF296
HALLMARK_ADIPOGENESIS,0.13522424590459362,-0.02169403752529242,0.17752748474555252,0.00878492649059397
HALLMARK_ALLOGRAFT_REJECTION,-0.09754977807479528,0.002916881092686966,0.01433116554581228,0.014407405058201638
HALLMARK_ANDROGEN_RESPONSE,0.11324376618501138,0.05688359557437303,-0.001530806667342255,0.07874271102183697
HALLMARK_ANGIOGENESIS,0.004776001196494603,-0.04214015271963169,-0.049064009336457166,-0.0378412144882533
HALLMARK_APICAL_JUNCTION,0.133983280942922,0.055028490378634595,0.1827840860001663,0.06470203475829536
HALLMARK_APICAL_SURFACE,0.12923133930151318,0.024215176584553633,0.2285885817203378,0.0018501780101999115
HALLMARK_APOPTOSIS,-0.002837605022570155,-0.026078834556974132,-0.1695767989834989,-0.009092377488996235
HALLMARK_BILE_ACID_METABOLISM,0.13955772287618576,0.02136946834827099,0.22558210694336908,0.027506868719407954
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10039262608469632,0.05428609923082154,0.20629616527068215,0.0512827106940611
HALLMARK_COAGULATION,-0.1020101860983498,-0.08402413027868104,-0.1085732434384879,0.06319291607343684
HALLMARK_COMPLEMENT,-0.0509334244454949,-0.040027671600491636,-0.07676728521724542,0.08084728908114588
HALLMARK_DNA_REPAIR,0.1546441112744362,0.04670055647473699,0.18502738473505986,0.06368839807270237
HALLMARK_E2F_TARGETS,0.09862338712846784,0.018554130211441595,0.1726162240243432,0.015396999906373086
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11649306146732154,-0.024554662461720386,-0.08637965814438697,0.027497728705336993
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06057160372280888,-0.04826675048950976,0.10267264260557864,0.04482840455821561
HALLMARK_ESTROGEN_RESPONSE_LATE,0.032154512110329034,0.047761233404878395,0.07849109904405537,0.017553811471885495
HALLMARK_FATTY_ACID_METABOLISM,-0.025943127068236205,-0.04178974886172612,-0.051704104463919015,0.022843398654375655
HALLMARK_G2M_CHECKPOINT,0.10374579565484837,0.029054737264249935,0.18537308105538805,0.07072734553885747
HALLMARK_GLYCOLYSIS,0.1554899307892816,0.058076664192248544,0.11360142060509418,-0.024619797939523153
HALLMARK_HEDGEHOG_SIGNALING,-0.03380140190269703,0.02857898093674562,0.06488932240575479,-0.043205297042540156
HALLMARK_HEME_METABOLISM,0.0842527451147425,-0.0004849781859563278,0.1340652755368798,0.05052044520375594
HALLMARK_HYPOXIA,0.1575450939240264,-0.030910000888993178,-0.153393469828792,0.049377772396542285
HALLMARK_IL2_STAT5_SIGNALING,-0.003822684966196895,0.015856411870612618,0.09804142873815268,0.02318840392756047
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.011876598127918645,-0.03828656527358936,-0.06553663627248943,0.08190485502856944
HALLMARK_INFLAMMATORY_RESPONSE,0.1171030517834279,0.009669996517797243,-0.06178873567586989,0.04329769407437883
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.11454505335629275,0.021749831059299063,0.13681308854505528,0.06743120997198863
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.1098921849862278,-0.016640130765608385,-0.08509666057585098,0.04335965060987892
HALLMARK_KRAS_SIGNALING_DN,0.08402114001819307,0.006960290621228641,0.20668564348622429,0.06214330158317699
HALLMARK_KRAS_SIGNALING_UP,0.03969760603035773,-0.020717503362707904,0.02261922099861286,0.025738189136190397
HALLMARK_MITOTIC_SPINDLE,0.10589751641742903,0.05178562906326496,0.17976305060828027,0.08086298925736926
HALLMARK_MTORC1_SIGNALING,0.15177984810636524,0.04857110479459903,-0.06683412198948652,0.0099256177332883
HALLMARK_MYC_TARGETS_V1,0.12710386627207604,0.10650206615625825,0.13129979754430818,0.07953213081853507
HALLMARK_MYC_TARGETS_V2,0.09437622941275729,0.08482543383737977,0.2589155813873164,0.033266116855522436
HALLMARK_MYOGENESIS,0.07683717525516061,0.01625054667404386,0.10589773278506281,0.03234734556681967
HALLMARK_NOTCH_SIGNALING,0.17642315628737543,0.007756458977343068,0.154390497462682,0.057756256714156705
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.15080441971627606,0.10047286446901071,0.15280574957049067,0.05758441994433148
HALLMARK_P53_PATHWAY,-0.000782547118976037,0.03650058602195478,0.0671879691497989,0.04202372448205337
HALLMARK_PANCREAS_BETA_CELLS,0.09735763342173688,0.04773968060836412,0.04158993452184068,0.05281147893922546
HALLMARK_PEROXISOME,0.020512335559757403,0.027364847474132346,0.16462976648187708,0.062280088332879055
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1620720129868641,0.062364879509396814,0.09654314548388265,0.03159888039434712
HALLMARK_PROTEIN_SECRETION,0.16255447800451012,0.01981646336893044,0.0959703972629597,0.05290366559687335
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.09106053822642289,-0.055770764198180146,-0.22432691732547097,0.015830108439800348
HALLMARK_SPERMATOGENESIS,0.12480599182133782,0.08110862391007352,0.18970654100733725,0.03469748795922478
HALLMARK_TGF_BETA_SIGNALING,0.15222930396906362,0.042306938077834144,0.08343636757187538,0.09160503486268677
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.04009625629350833,-0.005842272427572052,-0.10339085297781316,-0.004152340578542158
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.14797967889237304,0.0805622378771874,-0.012968031764846963,0.04234890723756676
HALLMARK_UV_RESPONSE_DN,0.15203801849740017,0.025686970091362976,0.06713522806296982,0.05158179445037451
HALLMARK_UV_RESPONSE_UP,0.1050778140361686,0.009498150750794045,0.050747008185027975,0.025679313761705912
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.1317280733907367,0.12200086768038747,0.2800342305942196,-0.00045496797724716245
HALLMARK_XENOBIOTIC_METABOLISM,0.05138332723108027,-0.019623688246247887,0.11610425631656182,0.04667221330843257
