,MGH258,UKF259,UKF296,UKF313,ZH1007nec
HALLMARK_ADIPOGENESIS,0.03810218695608029,-0.02777207825494488,0.05004151516009896,0.11511543422386808,0.1400082448625686
HALLMARK_ALLOGRAFT_REJECTION,-0.06605538948817467,-0.011609351658110327,0.023480711408439922,-0.006408825903629463,0.005562100071720053
HALLMARK_ANDROGEN_RESPONSE,0.056860635698797346,-0.0082546240585528,0.04066380725074455,1.890240030513562e-05,0.09216288578707751
HALLMARK_ANGIOGENESIS,-0.019490930570421904,-0.03217455958599189,0.0016505873555266693,-0.15763273714896073,-0.14135952743951274
HALLMARK_APICAL_JUNCTION,0.09276810204421451,-0.06788574511339603,0.04183025305573018,0.04805647359730732,0.10337527434125864
HALLMARK_APICAL_SURFACE,0.07883527109377977,-0.08589325229653758,0.021441355814634803,0.002842957732773963,0.15025961025688903
HALLMARK_APOPTOSIS,-0.014796730421789823,0.02800289948512779,0.036120791061857324,0.11111030657763332,0.026749015303776786
HALLMARK_BILE_ACID_METABOLISM,0.037603338318741915,-0.041542548762782225,-0.04316986910037794,0.10250978162211655,0.16059790244745561
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07928008189913005,-0.021733182635013438,-0.00027833684155222993,0.0987672138550116,0.16538619672016047
HALLMARK_COAGULATION,-0.06276958726924423,-0.04275200258863062,0.06858814160069125,-0.06548014365024905,0.06124682010865592
HALLMARK_COMPLEMENT,-0.004236733459787622,-0.0187395488173655,0.042188294490540276,0.04418379413392304,0.014578204696162734
HALLMARK_DNA_REPAIR,0.07452517947142995,0.012859419235197816,0.05349025519736758,0.06201802891981732,0.20174869889945035
HALLMARK_E2F_TARGETS,0.0725767151048389,-0.026246010389227612,0.031975443586034394,-0.04236222292119912,0.14959422542699571
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08887503081118951,0.03602721655976703,0.07101097024231147,-0.14038305099318027,-0.08350616996331271
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.021567283378391807,0.03169736538211743,0.01084979671713189,-0.12613221922464524,0.09563921001351823
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.006021360766514434,-0.0884130363398182,0.00321029042463335,0.10578386666263201,0.1307645667889318
HALLMARK_FATTY_ACID_METABOLISM,-0.0026642030021246177,-0.011372018592522248,0.0016829800208337331,-0.128459270271767,0.06827184785237336
HALLMARK_G2M_CHECKPOINT,0.0915850806130537,-0.05660925489755672,0.04689382430291554,0.07437174257883987,0.07503402366750284
HALLMARK_GLYCOLYSIS,0.095303480955986,-0.04005059232243159,0.01721056668433061,-0.06271238495396267,0.16781192315760393
HALLMARK_HEDGEHOG_SIGNALING,-0.011092627451780268,-0.06595783365506194,0.023512972056918262,-0.07391527670874322,0.08631206290188059
HALLMARK_HEME_METABOLISM,0.06633987602103784,-0.06532100658294122,0.0379840357524822,0.03615093389373845,0.16413484647160106
HALLMARK_HYPOXIA,0.0849836831420645,0.01356118836926364,0.021298612505163416,-0.13324829438799743,-0.09175273647234014
HALLMARK_IL2_STAT5_SIGNALING,-0.028304809567691228,0.011722518023480026,0.011471001677846752,-0.04388967600997448,0.07316127376600746
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.019380983608497177,-0.008109807773785728,0.023161509687572482,0.08667800689843441,-0.1696012040210984
HALLMARK_INFLAMMATORY_RESPONSE,0.024411377206991953,0.008934156979110836,0.011723970419644908,-0.038461787788904585,0.09196077826009495
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08198602797742288,-0.054662783025862124,0.02840679915066315,0.06218516310427032,0.14632609874318572
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08312770028987833,0.0417652247124398,0.055452664941335654,0.09657910537833429,0.08946728287614246
HALLMARK_KRAS_SIGNALING_DN,0.07270558843987489,-0.08966702623340113,0.0687479082760765,0.17204369065630992,0.15935859205080416
HALLMARK_KRAS_SIGNALING_UP,0.0191654396316334,-0.01116263696960625,0.0689709450373751,0.015432307182220627,-0.05045484511553473
HALLMARK_MITOTIC_SPINDLE,0.026641012297800474,-0.04505083044467082,0.04175269747868419,-0.01020350702552875,0.06653974460382597
HALLMARK_MTORC1_SIGNALING,0.09267381489143821,0.042466663207367986,0.032927262691476875,-0.09907584208310402,-0.09497039857635489
HALLMARK_MYC_TARGETS_V1,0.07214012816152568,0.021451399087485293,0.04642559146073453,0.0013961380645878172,0.23711784320664037
HALLMARK_MYC_TARGETS_V2,0.06268449245726784,-0.001594567224401912,-0.01775066794560281,0.011601942759658434,0.004006544975018163
HALLMARK_MYOGENESIS,0.05518912342859238,-0.048471843144794434,0.08357881536811267,-0.09921867382129156,0.11870378142566156
HALLMARK_NOTCH_SIGNALING,0.07670332103886465,-0.03241804385624432,0.03494725627073561,0.1015943402116829,0.1500106983896951
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08497207781180459,-0.009908209637518218,0.022538309957112302,0.04044130101495135,0.2419357309057684
HALLMARK_P53_PATHWAY,-0.005834001163138976,0.02423941778867659,0.010542329976706146,0.044451407691674834,0.15011249977659075
HALLMARK_PANCREAS_BETA_CELLS,0.0366937397816958,2.4847677493006013e-05,0.02378458783552374,0.046837806990666905,0.1585405830180053
HALLMARK_PEROXISOME,0.012844933831658798,-0.027466629137990993,0.03975105378495161,-0.028144322923134856,0.03101004817054651
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0877884632988507,-0.030205469656475702,0.047186980146908246,0.024440152662818296,0.17995106879894518
HALLMARK_PROTEIN_SECRETION,0.08860896178971475,-0.04516766017464499,0.0420506898567353,-0.007230807851216449,0.1441259209415495
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.08384737850004043,0.029879734511724012,-0.020301107410993977,0.0039234909547344885,0.03515065136726158
HALLMARK_SPERMATOGENESIS,0.007482745974969867,-0.008816193420235508,0.044610160906408895,0.025132160266691156,0.12810868137135414
HALLMARK_TGF_BETA_SIGNALING,0.06631571329664948,-0.00919163269800342,0.023763035067486313,0.12759921777621533,0.1745060652429353
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.04203670579717634,0.01709318243673906,0.037039166811355904,0.06840570700729308,-0.003957513340081268
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.028245239916328907,0.009306975283360804,0.04954566539541482,0.027069876509960684,0.21680370042175293
HALLMARK_UV_RESPONSE_DN,0.033120414274459366,-0.020026315144221794,0.060094407488468546,-0.13826232440047515,0.06527705540030021
HALLMARK_UV_RESPONSE_UP,0.04889284601258327,0.01473633545857341,0.01753203945758491,0.11040758995256239,-0.013757251896209162
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.10062323631094675,-0.038622956166886734,0.07399260615860136,0.009291706951035731,0.0707004557550212
HALLMARK_XENOBIOTIC_METABOLISM,0.05159632985673324,0.0035700724309910385,0.028221468845444166,0.023413282490898666,0.1300694950796898
