,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.009752070620755527,0.061772968363811374,0.020553860862826265,-0.012204631225737509,0.001451092254275314,0.10814306673748805,0.003211272897318854,-0.04983183976489234,0.08975930244026181,0.052046635853756185,0.009500772673683206,0.20549628637669518,0.05534507424530861,0.03125932764143972,0.21399963436346972,0.04462048748719125
HALLMARK_ALLOGRAFT_REJECTION,0.0736810857842783,0.024350070295461896,-0.026000069078107327,0.023930420582781643,0.0007579440262919973,0.15985088490196384,0.06807129322780765,0.07068895801304304,0.04376145922421692,0.15710297006264023,-0.016883592267573706,0.17764599579588025,0.07186404983846373,0.05854008360195513,0.20038210846890245,0.039710589500399664
HALLMARK_ANDROGEN_RESPONSE,0.017363488151266756,0.07065266519208743,-0.019292562228033636,0.003707999692106607,-0.004158563805356408,0.12758898769207924,0.03328641919035081,-0.04292174571742813,0.025789032859602008,0.00023101230640400227,-0.041913445069652985,0.18854573305154337,0.05989660496349966,0.0886221420728342,0.25068740656948996,0.07023718850598587
HALLMARK_ANGIOGENESIS,0.07813517748092602,0.03863421126312,0.042941149228919326,0.02946481997816608,0.017396940067837364,0.17886526166339198,-0.014733688456505457,0.06660448760734451,0.083829457779767,0.06527458173228819,0.029558818025931227,0.025239734285072004,0.034891991272263015,0.014570341902543828,-0.010407082532385219,0.06767601842089693
HALLMARK_APICAL_JUNCTION,-0.04814775611157974,0.06810095105201101,0.03252341915791898,0.012704814722964721,0.007437599252657141,0.1454230641456051,-0.03707703099353513,0.026547963493270946,0.07177287336875188,0.09007130672063844,-0.045993801590101274,0.22274480804811553,0.06758825960581182,0.05175883924594193,0.2139941422019427,0.083689624177002
HALLMARK_APICAL_SURFACE,-0.0668048759780875,0.0799431493679111,-0.025184559966034848,-0.008009597775245968,-0.0040611192968704555,-0.08564183736822313,0.007483212635944436,-0.037506027415998955,0.07595589303281057,0.03624087364442292,0.04068723342188426,0.15288419708299705,0.06243873231979144,0.06038285447438733,0.16113318559496045,-0.008253720711333758
HALLMARK_APOPTOSIS,-0.027056576540717962,0.028520961844516215,-0.06811449959734212,-0.002061973513830521,0.07210788385688148,0.04177236282919472,-0.0031905389318511246,0.07384165928467429,0.05991187006036531,-0.033032568852822276,0.0009662553594470318,-0.061684967349515514,0.012453979229745466,0.006769338952399436,0.1538860282729501,0.05455468975883287
HALLMARK_BILE_ACID_METABOLISM,-0.04826840752776533,0.04281426114203739,-0.016553598902979097,0.051198932381153875,-0.07921662854842394,0.1456681412720123,0.005180537131305555,0.021008139159788695,0.07577851037365776,0.06540466839054164,-0.05082655995080567,0.18777023222847075,0.05303369291112469,0.02374935701765463,0.1265029195242916,0.04880842452772317
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05303001897691563,0.011671540828682254,-0.037507333402325434,0.014212777507251135,0.016966444093786344,0.0416916011140862,-0.031841033150515397,-0.010233476461412217,0.11754020484724761,-0.027740234238381643,0.04989930457091631,0.16192139346829088,0.07622688438094607,-0.01046710566006271,0.13995956829248693,0.0746421167725991
HALLMARK_COAGULATION,0.04011443381257706,0.04181080367013336,-0.039789054556940616,0.028609434826997203,0.07153912806054602,0.1478773275403359,0.007753964317341151,0.031200320943911588,0.05584456023926767,0.04527171194913075,0.027989392032922913,0.18917147145390248,0.05679220566684695,0.07032790402733946,0.25344339491233053,0.07283226620111088
