,UKF259,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1019T1,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0354509123891962,0.08206556518651136,-0.0015911336304968442,0.03689961075564101,0.032422016995625275,0.061086979920703506,0.04667067153473968,0.12200174877275054,0.11328077990980573
HALLMARK_ALLOGRAFT_REJECTION,-0.03342983724274331,-0.000660778876226809,-0.007841734580224234,0.04060780823322892,0.02146490327799313,0.010541362829349983,0.09626832453245418,0.06232115826417582,-0.004232619391696172
HALLMARK_ANDROGEN_RESPONSE,0.03310385332395199,0.023022764553299036,0.01948366809295884,0.08949675329569967,-0.018378451599501647,0.027578735990298753,0.08075301638182349,0.1172913663187842,0.10695590259071545
HALLMARK_ANGIOGENESIS,0.010517140030319198,-0.013658043278591695,-0.028336081100338584,-0.03853569086444806,0.03688753323125619,-0.03704661569176481,-0.03986406587781398,0.09941399854392943,-0.008245477430728919
HALLMARK_APICAL_JUNCTION,0.01619576286255206,0.09643393174602315,0.02911023424674943,0.031827833129623,0.014651098172172732,0.04965319660410179,0.038841285996297735,0.11057343440458403,0.0891883447847391
HALLMARK_APICAL_SURFACE,0.01389876486838607,0.03338266984422726,0.03551419916031,0.05057686911042496,-0.01268097496621993,0.046765824428377054,0.03189071328265673,0.10090560151005809,0.02750733373782366
HALLMARK_APOPTOSIS,0.02439539953966321,-0.012231185558697732,-0.004473121726304143,0.08660196917100636,0.009734156691962061,0.012519197488611074,-0.02674533092771712,0.06792947899243883,0.010428925498641816
HALLMARK_BILE_ACID_METABOLISM,-0.005291946262258189,0.10234711688355036,0.008733642183870554,0.029822105658526624,0.04244285415382372,0.03773924158054566,0.10338997391841012,0.0921165793992962,0.07876762344760675
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02449464839571285,0.07572263582950858,0.0015710372973576055,0.018743860219503593,0.06670069748082957,0.04963526482518419,0.11564350756618284,0.08776749177431725,0.13160348597792207
HALLMARK_COAGULATION,-0.025726025067294232,-0.018368978092692344,-0.022492947911877503,0.05046479236024947,0.05005567847162417,0.05413929347990481,0.040585615204961636,0.13228440916609918,0.06390821464287878
HALLMARK_COMPLEMENT,0.002916393579793679,0.023875477831123242,0.07835425907801506,0.0043486830216082515,0.029848264678577627,0.04535926287833405,0.09873106485613915,0.10149354140725031,0.08471670295136809
HALLMARK_DNA_REPAIR,0.016038258637450818,0.04648254718465462,0.040071942890349474,0.059717412095131595,0.06678164168157207,0.03943828006145261,0.12969621981689636,0.10287192646998798,0.07901947349912371
HALLMARK_E2F_TARGETS,0.008199636310492295,0.058795967953539016,0.009756699082621632,0.08362776243695595,0.04967269508180435,0.025119517820497136,0.02150035759998889,0.10662020462026862,0.06778925521880991
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.008793341080027432,0.038816343131106164,0.028502460802856067,0.020692655585820275,0.05866309241013995,-0.01592506739172326,0.00401953300044624,0.11532378329910972,0.02718750915869236
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04561242296706905,-0.03909080483711336,0.03032852043187277,0.04444462788581493,0.010108180284198269,0.029872767603524766,0.07093086614299288,0.1179284004405045,0.08868547100013058
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.017950122427154817,0.07225273812701721,0.046962557020034774,0.02504945834480022,0.028595076036710614,-0.0009921878636578044,0.065214039305997,0.03872728160543799,0.053384695358775394
HALLMARK_FATTY_ACID_METABOLISM,0.032868304743994985,-0.009375483640717506,-0.004001629683686392,-0.023359284738587314,-0.015322872130930023,0.02410705592429686,0.0756020129722314,0.05603626795251597,0.0432891499962913
HALLMARK_G2M_CHECKPOINT,0.04132310410967465,0.09630347605414644,0.015437558797013291,0.027080606332020852,0.05544856606231534,0.006384328910315989,0.009183895867284063,0.11197137046311487,0.059431850989933976
HALLMARK_GLYCOLYSIS,0.06023404069494089,0.036634759058875935,0.040879314093302234,-0.04389703691065579,-0.04547121364814991,0.0145812245697701,0.0013582030844770277,0.07369259836705715,0.04604966343886588
HALLMARK_HEDGEHOG_SIGNALING,0.04936643357223813,-0.02040488313957097,0.020528972271120924,0.002486679726099963,-0.01712718724307911,0.04429888131427196,0.08831138138383841,0.08537629637216833,0.0030228892168914483
HALLMARK_HEME_METABOLISM,0.02372880324324491,0.06593041803599398,0.035336121734195786,0.019541530473094502,0.03728495727644695,0.04606598600121791,0.12155398351693432,0.08065908302746999,0.06850040059511898
HALLMARK_HYPOXIA,0.013875478705347406,-0.07755315351727711,0.10105750241161629,0.04417213935095958,0.027678400944001275,-0.037650393792967196,-0.007352742789784331,0.07755308049931087,-0.016135696961274888
