,MGH258,UKF248,UKF269,UKF275,UKF296,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08209252716989665,0.09766133033827344,0.11968635622190854,0.09168028588933777,0.04786384474067384,0.08431443919829658,0.04216037496147822
HALLMARK_ALLOGRAFT_REJECTION,-0.08363983782981266,0.023993088968456172,0.1612362715410166,-0.024780537717732153,-0.06613567061222864,0.11370730664035651,-0.007551852471751861
HALLMARK_ANDROGEN_RESPONSE,0.11546930374064679,0.09143081594847167,0.10814303374173653,0.014617187474150185,-0.013552080432364213,0.09642818925302388,0.11942457422717703
HALLMARK_ANGIOGENESIS,-0.02684817268311016,-0.08239484028499625,0.18086255791047584,0.010258696117318195,-0.014367843696971843,0.013769507919849685,0.024129023291583222
HALLMARK_APICAL_JUNCTION,0.09613965369308837,0.08397743128741367,0.16839961277364154,0.07785389559091568,0.034671819969418656,0.08447616671727115,0.03226974735354261
HALLMARK_APICAL_SURFACE,0.15151765635958367,0.13052852810068058,-0.06925690406270177,-0.0148105771176902,0.016144188323460075,0.09023844559670748,0.004921941978892217
HALLMARK_APOPTOSIS,0.020448415253528075,0.04704171054360392,-0.018240867509416007,-0.0016256369580226065,0.008239401158339469,0.07532318780114577,0.010740866619425252
HALLMARK_BILE_ACID_METABOLISM,0.10618318814402124,0.04357170717030982,0.13160770854754333,0.034027638121411276,0.020648611919997572,0.060361680985289975,0.08971844419996793
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11398620770909576,0.07408457206221251,0.07210331738465,0.015158677780215783,-0.028484065460813765,0.02030435597581623,0.10082223959931172
HALLMARK_COAGULATION,-0.12540066884877724,0.037201540804804804,0.09635547606041399,0.03366079185273461,-0.027894212317737734,0.09488539590120205,0.07115108199032534
HALLMARK_COMPLEMENT,-0.020271507827510995,0.0021973943557201834,0.16155010674785528,0.008795837026692453,0.008929566410893017,0.07653557144802546,0.05081573421185055
HALLMARK_DNA_REPAIR,0.12660610880254242,0.11463690667997016,0.19192053022130093,0.1035522135136929,0.022830322606599236,0.07163043969292406,0.05731208912609425
HALLMARK_E2F_TARGETS,0.1265658215297389,0.09087437892912777,0.1585832080639817,0.06297027298689958,-0.007002531259559648,0.02688671627778842,0.06210539790370043
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13149735217060432,-0.023967949612327833,0.1483451897845361,0.03530879480654649,-0.01323122044108846,0.12088942213212654,0.059009282352533964
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0208404673104172,0.0791264391711134,0.1171897472480248,0.07422629797763516,0.05487086158977189,0.056576577503418955,0.05237283299886178
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0488941174485355,0.04854563774831054,0.030522445204449338,0.07436236031193855,-0.0013371225615917612,0.03796494675129444,0.04717520984891799
HALLMARK_FATTY_ACID_METABOLISM,-0.04987010604723872,-0.005664258806137954,0.10085869680900376,0.026688955238575316,0.0009990508794064598,0.01494615973155335,-0.03301274842293868
HALLMARK_G2M_CHECKPOINT,0.11074897228738347,0.08163476405466889,0.14489331208635742,0.029772184226680567,0.03819122736705309,0.04440469828922228,0.04472707516179345
HALLMARK_GLYCOLYSIS,0.17955156834348973,0.02180621504800958,0.14540149925672238,0.049830974389518654,0.023309044347061846,0.04672728142682239,0.0455551965432499
HALLMARK_HEDGEHOG_SIGNALING,-0.015832085684860452,0.08646581133803449,-0.014936228703406338,0.027363126562262717,0.05317618012702553,0.0050184522431913035,0.015902237560286726
HALLMARK_HEME_METABOLISM,0.06714238946680544,0.06807767562313824,0.15819000556911508,0.06308700520403945,0.006473585364064169,0.05856886451558171,0.030452168466911917
HALLMARK_HYPOXIA,0.10571933214472273,-0.06614319551485111,-0.023717051798920735,0.005337180492164328,0.015300147258271411,0.00452998696155672,0.059006284797942864
HALLMARK_IL2_STAT5_SIGNALING,-0.03745569926480858,0.02119989602607847,0.1622225232759639,0.08924481886426154,0.028011168741088745,0.06314779731811275,0.07035158526442813
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.00385904978146962,-0.0339631650182788,0.089046097128301,0.012934023399555065,-0.025201072184772425,0.07091477938874495,0.0945475842776626
HALLMARK_INFLAMMATORY_RESPONSE,0.09056704242889398,-0.025687913205189438,0.058820550651303476,0.03745604124071459,-0.008071527537183414,0.04343710340719846,0.0005861584335852307
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1130434514618639,0.08517581745163244,0.1495904807455984,-0.01941898619795531,0.013691057706621405,0.15208435307772175,-0.026033733183913686
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06587237237265997,0.02651275398440149,0.13246551954965693,-0.04804217734558851,0.0013159076268734059,0.181047567259761,0.04844249572980822
HALLMARK_KRAS_SIGNALING_DN,0.06490342619487463,0.054961007824381555,-0.027423624522156475,0.08504727231648133,0.02256068908628744,0.07428176624102445,0.01064953505572638
HALLMARK_KRAS_SIGNALING_UP,0.08716400307418488,0.01594660555043578,0.08833490586426382,0.026324989774174183,0.013120792616099327,0.09885879481035136,-0.011885921097307012
HALLMARK_MITOTIC_SPINDLE,0.056318822912059266,0.06781616596528285,0.14337254985323647,0.05358468770922782,0.023855314054393097,0.058370038052026216,0.04044256288230086
HALLMARK_MTORC1_SIGNALING,0.16090136112825845,0.03297508668677397,0.14703689609865447,0.030919448127316174,-0.015078942453194032,0.06176725644419607,0.03959086490923129
HALLMARK_MYC_TARGETS_V1,0.1159317596935414,0.08400170008621176,0.17759482288157014,0.0839478205220025,-0.012146109602155375,0.035117036242299726,0.020625399578889578
HALLMARK_MYC_TARGETS_V2,0.0955786866625884,0.10021975168498531,0.06120877813529703,-0.03174710329508295,-0.012830336960555676,0.03827278045199058,0.023163458059767453
HALLMARK_MYOGENESIS,0.09915996161233613,0.07408328190811644,-0.020435105749583248,0.03948795659425983,0.013845158513598403,0.115062904346934,0.003831651173881651
HALLMARK_NOTCH_SIGNALING,0.11269048038779637,0.08303964946924045,0.1549214868969506,0.04124453893006122,-0.03486592612486395,0.003876818931969088,0.08122823485007492
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.17326746787230551,0.11425568055497361,0.0943596227207164,0.07765864157594063,0.022226861444531024,0.039777429096718074,0.0094725256220708
HALLMARK_P53_PATHWAY,-0.012219084683567003,-0.007478512997473311,0.18519277738932155,0.051766324646952265,0.008105955433939143,0.03693375288706564,0.057678825994814956
HALLMARK_PANCREAS_BETA_CELLS,0.12780188749858956,0.10253295729107884,-0.01467501990736483,0.0390129459662938,0.0753286015539276,0.03269976658097079,0.014321638969113953
HALLMARK_PEROXISOME,0.005395028815803996,0.0656487816788553,0.11718770167762371,0.04779989753093766,-0.015183001207582087,0.03880084342731094,-0.018280336403615774
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1531606639413311,0.08351914769979965,0.11051492787328625,0.07024693656733792,0.013406730325058753,0.0802668534809127,0.052000490646176116
HALLMARK_PROTEIN_SECRETION,0.14027041013716543,0.07968004581954613,0.17633514460143115,0.0844010760079499,0.013985016952987196,0.05533439308769747,0.017233623899363684
