,UKF248,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.03767948343376671,-0.04875281988815207,0.12510015871799793,0.010060450659611416,0.06412311775447235
HALLMARK_ALLOGRAFT_REJECTION,0.011029637691518856,-0.06545736641002671,0.10421647594676155,0.042751790113121926,-0.0014909478350531348
HALLMARK_ANDROGEN_RESPONSE,0.037362714737449544,0.0027296128642406636,0.117082300726568,0.020431856423186977,0.011198559196168778
HALLMARK_ANGIOGENESIS,0.005938343748910512,0.01505093423764908,-0.10541030607676356,0.043304221000338795,-0.10782552156285545
HALLMARK_APICAL_JUNCTION,0.022810851346802823,-0.011730390790539905,0.11253084961887329,-0.0018022784280838995,0.013728886984788817
HALLMARK_APICAL_SURFACE,0.018216520787025067,-0.008963605336867325,0.08463730473051957,-0.009182845774928195,-0.02621041393689006
HALLMARK_APOPTOSIS,0.06112906360011253,-0.0006412884167244478,-0.05047054630001143,0.011401590672229076,-0.013127156925272105
HALLMARK_BILE_ACID_METABOLISM,-0.04882440299937521,-0.04229857592547616,0.05469960321419781,-0.009522258671843923,0.09786424842751577
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01735333619509981,0.0805868107601668,0.13663593289852724,-0.012810978972943728,0.06621245812263148
HALLMARK_COAGULATION,0.0487368690553492,-0.03181018170598555,0.09395563551875548,0.015529228357419397,-0.019768736812532783
HALLMARK_COMPLEMENT,0.0014495608440029868,-0.007606527417948239,0.08811733623013344,0.058246816303298955,0.04557673324642503
HALLMARK_DNA_REPAIR,0.03423868840311855,0.005044313704199045,0.11806480893562069,0.02011559174085004,0.08105192934518128
HALLMARK_E2F_TARGETS,0.003847277412257879,-0.02455624821451821,0.08088445245457958,-0.010008349838321605,0.06841799798890322
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05522399410103737,0.024154610524149307,-0.03436254370194306,0.017575409957009836,-0.058280402440301166
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04430292045028158,-0.026835847795672104,0.08629579389834934,-0.027738383093370345,0.02983807213242849
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01703859683202647,0.007767155767248995,0.10611027553431256,0.023164820848654108,0.07666830048830864
HALLMARK_FATTY_ACID_METABOLISM,0.034621306436813375,0.053684680384417184,0.0369339830567229,0.011045758227624968,0.07314475441993963
HALLMARK_G2M_CHECKPOINT,-0.00010126102622315073,0.006351568326198306,0.050211999717209854,0.04231481354688993,0.10076576161579846
HALLMARK_GLYCOLYSIS,0.0029294054033273905,0.009622199386898303,0.051852476867603275,-0.002161623917007007,0.06942209950694804
HALLMARK_HEDGEHOG_SIGNALING,0.03525434677793518,0.09301252274272286,0.09910959191263292,-0.01290409732080396,0.028482453179723373
HALLMARK_HEME_METABOLISM,0.03134828333005338,0.015721911726699914,0.11163640322000674,0.01913494555852172,0.06385808578680309
HALLMARK_HYPOXIA,-0.03685448485366825,0.0558526285630413,-0.08910946883114351,-0.016727407205455,0.006408080009623199
HALLMARK_IL2_STAT5_SIGNALING,0.0523738266992337,-0.01347151122568098,0.10533280449073654,-0.01549709480511202,0.05144961187411926
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.023727095893925142,-0.11715477210022462,0.08465996471455803,0.013907138160368537,0.03922891149478682
HALLMARK_INFLAMMATORY_RESPONSE,0.04425804715675782,-0.00891409385316023,0.044054374296729204,-0.0483755032017443,0.005096790718956226
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.007949536375130975,-0.08129003864436289,0.10907808937059794,0.023365779254015076,0.02842434924480618
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03178039265359405,-0.01846713752394943,0.04736990300995854,-0.015810832069459397,0.019396433788014374
HALLMARK_KRAS_SIGNALING_DN,-0.025506349948633794,0.05081517474952233,0.1369615419508934,-0.031388245417447044,0.0875255976089805
HALLMARK_KRAS_SIGNALING_UP,0.06669533432779502,0.001670695193808713,0.11782197699394838,0.010521107598616318,0.009129087714334391
HALLMARK_MITOTIC_SPINDLE,0.03962790303669891,0.09051472072977479,0.09746835325172239,-0.01162016631464762,0.05050919125297479
HALLMARK_MTORC1_SIGNALING,0.0030795231855506124,0.04124179640278865,0.009284908733877148,0.02582032224676838,0.008586383874416095
HALLMARK_MYC_TARGETS_V1,0.037882121817418075,0.0837798894203863,0.11073696388109902,0.015314017715310966,0.06933065379481063
HALLMARK_MYC_TARGETS_V2,0.04483277031226398,0.024121580595972233,0.12092116148674557,-0.04433508077627606,0.040673512082856196
HALLMARK_MYOGENESIS,0.03888627867874852,-0.008161866749820824,0.12814449243398102,-0.006350983950334996,-0.002545374563207534
HALLMARK_NOTCH_SIGNALING,-0.00037851471482541315,-0.026686734262870028,0.10453302210649137,-0.032097105472865275,0.03195308299009621
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.011397179671062903,0.020854847200431365,0.12112342785491899,-0.0231407310208296,0.09260123298703396
HALLMARK_P53_PATHWAY,0.028647499296299558,0.10492576971015671,0.08213764737554537,0.002938402829259198,0.07188888313678993
HALLMARK_PANCREAS_BETA_CELLS,0.01991707501891625,0.033783937070195724,0.10772628342507747,0.014008316237469355,0.10040410742136645
HALLMARK_PEROXISOME,0.038128141164992926,0.01862814450357993,0.11870256390140327,0.024820801120171845,0.034509876581792616
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.023934188940186448,0.06018324636804547,0.11989686378247127,0.007181521510030571,0.036015040995691444
HALLMARK_PROTEIN_SECRETION,0.045644038284977276,0.04539768744680218,0.09546544480427098,-0.01591558587618027,0.07886653602733952
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.07614880992245007,-0.009068953658025477,0.12139450357943361,-0.04685801609994581,0.03840655028927398
HALLMARK_SPERMATOGENESIS,-0.017293350420482276,-0.004744015307967471,0.1216511069341927,0.0038363030804580618,0.06337455606690108
HALLMARK_TGF_BETA_SIGNALING,0.054066496260559656,-0.011529627626286294,0.09933556052502243,0.030921880114856228,-0.04409288044556861
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04876435847162382,-0.03763362753930814,0.04483944209582543,-0.05988835361470644,0.006966469665557128
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.018859999209910033,0.031201900945065825,0.1324428284555746,-0.013703165525637434,0.04813545651998851
HALLMARK_UV_RESPONSE_DN,0.037813643864831124,0.014816227977952547,0.11869717644386528,0.024347968561733328,-0.012354067488213294
HALLMARK_UV_RESPONSE_UP,0.021867766018003814,0.028268896776635688,0.10753647096504793,-0.044138140898832,0.060217900704928745
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.01124705836365165,0.010312130664808671,0.04924636768219567,-0.029297215819272464,0.01763975076066362
HALLMARK_XENOBIOTIC_METABOLISM,-0.021873405143792556,0.011382652241228655,0.10945616374514625,0.010750151686311937,0.080278964088662
