,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03714855569660956,0.033189690585299574,0.09424988980188025,0.07798369668669448,-0.1399788832747929,0.10034462943292484,-0.014843132742905633,0.1995289739143153,0.07995853258843245,-0.011349365292782557,0.08659454046409658,0.09863835532660087
HALLMARK_ALLOGRAFT_REJECTION,-0.03492201979308049,0.05750485916907787,0.01354309502632562,-0.07826747032777262,-0.252977729686788,0.056635907587326055,-0.05410533653306737,-0.31159958352008327,-0.11683708992296245,0.019121825315699163,0.061621835461754065,-0.06029344301321167
HALLMARK_ANDROGEN_RESPONSE,-0.023259044907086687,-0.0027838109806250073,0.14959877873282826,0.022590585705874397,-0.2461346018221097,-0.0032485929597663534,-0.058789973984516256,-0.12629873267264252,-0.13886442633524004,-0.004777422237810481,-0.0036907320640349067,-0.00031245116618727986
HALLMARK_ANGIOGENESIS,-0.022596327168632246,-0.015087061686814205,-0.2209402954390481,-0.11323436956758412,-0.3036584923645489,-0.12238135617692968,-0.05799748385986893,-0.35211351027030496,-0.21902625097577613,0.012541237643585758,-0.15216922068862698,-0.04645378276330184
HALLMARK_APICAL_JUNCTION,0.01590176020884763,0.015571650506365714,-0.004360430775481198,-0.05320071129210893,-0.21928279370295276,-0.09097008317283098,0.020263241773016805,0.0378445370245923,-0.13401081899451384,0.003143776050626034,0.029843908753508314,0.06131762828784548
HALLMARK_APICAL_SURFACE,0.03264010985496805,0.024443050386333244,0.027759938881371272,0.09320602257856778,0.2141485868380771,0.07100716296860572,0.08039352928538279,0.21675550028538884,-0.0655216072057585,-0.004115261515014432,0.08361546764041983,0.04304865228531516
HALLMARK_APOPTOSIS,-0.055447033773996984,-0.004171158840114204,0.011319519596158983,0.07196858086038732,-0.03498896449920542,-0.1518823527478224,0.032070445403205916,-0.02448303497789409,0.1390915943146152,0.02211482907324262,0.01346460637976355,0.008211851145988104
HALLMARK_BILE_ACID_METABOLISM,0.09352387654177018,-0.02572206470184995,-0.026373252901650834,-0.03585021318839551,-0.3075858438104018,-0.03308442874027568,-0.007157920158835715,-0.042851746611270156,-0.03119755247356508,-0.026777752509504725,0.06408081289079137,0.0030359253468203885
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11261675859449863,-0.01608788497221401,0.01012266394214498,-0.10107332449127183,-0.20609307416976475,-0.12704471185931743,-0.05417985422219188,-0.24856648890535696,-0.20489626968921393,-0.0157261519016667,0.03320881970610061,-0.047218153041161094
HALLMARK_COAGULATION,-0.09496365419852522,0.01735871955147494,0.06186247319210966,-0.13009266361387306,-0.29405404628270676,-0.0664286226631766,-0.06792498827808999,-0.33534802911098344,-0.16131515640365068,0.02669635750653873,-0.0027741944791252094,-0.06795397504324911
HALLMARK_COMPLEMENT,0.006344796516698181,0.023582607759739402,0.18482241398171617,0.07432064287873603,-0.19354183199534922,-0.07497160878996384,-0.004128761471118155,-0.2114200567950791,0.02778582050139788,0.033186532653491654,0.0505963588598433,0.008423326803506105
HALLMARK_DNA_REPAIR,0.05579969187068668,-0.00044820332608450504,0.10605597981237219,0.002051207475613923,-0.17913064892540992,0.023139073763861505,-0.0210284311564529,0.1840598286894732,-0.09876620899362798,-0.01911036696042948,0.03045103755623993,0.06133030393680611
HALLMARK_E2F_TARGETS,0.05470029380636196,0.020378488849877887,0.08331164578324751,-0.09260856178220576,-0.22916379865213618,-0.09417236785804142,-0.0005419344371125123,0.23662154065606827,-0.12641365976641133,-0.009654477925732194,0.008554072394842556,0.008664307361429596
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.10753398293398661,-0.029731795413656444,-0.11627911345677126,-0.10425950886129945,-0.22814275824980593,-0.1413866435946414,-0.08543483134932452,-0.24917765544153458,-0.21594089800637561,0.01752831727241798,-0.13281791048812044,-0.012135752251492694
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04736496450808558,0.05997992825280436,0.18986106513229414,0.0945816293441983,-0.1083741202293291,0.05368908872540189,-0.01896395215013707,0.23956185509568642,0.20079413195057078,-0.009848049548779186,-0.006218272793058627,0.10667733067264029
HALLMARK_ESTROGEN_RESPONSE_LATE,0.026118378402000843,0.008053084043202053,0.05708946911611595,0.011276176566348743,0.2388835410323381,-0.023112053665697536,-0.023354481108765097,-0.06676452795604383,-0.13692790073505487,0.013388037218382762,0.062122509994056094,-0.006272978151866075
HALLMARK_FATTY_ACID_METABOLISM,0.023111509136705958,-0.02270604194931151,0.1057268895073001,0.027963409011546803,-0.20859566588529874,-0.12210845404137717,0.012806324068492254,-0.002607037302643895,0.17144834973024592,-0.012247880018360333,-0.04292217142372207,0.009343707822951193
HALLMARK_G2M_CHECKPOINT,0.029807961355922678,-0.009269354455882773,-0.06168818523789016,-0.10587879172837361,-0.2434575501955909,-0.1428039965927563,-0.03124734840468245,-0.0042282341991767705,-0.19771263509459816,-0.020312460299735078,-0.0683587617597472,0.027722897518986506
HALLMARK_GLYCOLYSIS,0.08041681601222982,-0.012559317264493757,0.004752091713320506,0.10068053577526197,-0.16114272662731277,0.09261556171031704,0.07428730839024901,0.30056801829692076,-0.02331221762589359,0.017435582565790125,0.023770909631214414,0.059829528584020464
HALLMARK_HEDGEHOG_SIGNALING,0.11615991451172411,0.05309232588952474,0.21834447023479303,0.18636787431164828,0.2974635734685303,0.17739286107451827,0.11620076554442402,0.36372018745678303,0.19775502859776453,0.039742762845542144,0.054639005248833875,0.07092938669870386
HALLMARK_HEME_METABOLISM,0.05571480573600331,-0.013371273306321983,0.16697840575453773,0.06475562756097412,-0.16950324312084603,0.05374763603221232,-0.03759158735935474,0.15435525364171945,-0.007834941017220763,-0.011736830593240637,0.11195368109974059,0.0678974359197779
HALLMARK_HYPOXIA,0.001557460875725988,-0.017038746164868345,-0.1163440568522979,0.030404313832335973,0.21431220069993417,-0.18582849432669904,0.0668500220064953,0.042492771018541674,-0.15540689333405552,-0.02177346839753829,-0.1603532422023071,0.03179686541769427
HALLMARK_IL2_STAT5_SIGNALING,-0.01325850613179099,-0.023156252618079447,0.03634849331987743,0.011161374871260812,-0.237413608383702,-0.05108173678817322,0.008595896951488153,-0.11742402105941567,0.014033958363517104,0.009614729637111772,0.023407789800928766,-0.06462264262319413
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08103266935017069,-0.03124232078293953,-0.11207398749955057,-0.10495557601852133,-0.296692738054333,-0.15594726103086035,-0.030403754839499527,-0.25853527398196136,-0.2096898967368788,0.0024124583906993597,-0.0813656088672795,-0.15783177401292284
HALLMARK_INFLAMMATORY_RESPONSE,-0.023989201681020086,-0.041323786831190576,0.05953296398509912,0.05921829362151188,-0.17695515248522892,-0.1400648623472978,0.025790514236172797,0.12794625053219222,0.04341463872695854,-0.0262190390384999,-0.09239189833779442,0.02505603407566053
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.029064465155609613,0.0005015127183083608,0.1096379944896447,-0.12953033286150087,-0.3087969094818736,0.05954254216486306,-0.10802055223961352,-0.3077600218999494,-0.1360494477031615,0.020854477794496347,0.13237961541370954,-0.11285105204789954
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.025407268765994067,-0.015809195439652104,-0.15000778513507496,0.016558612144960152,-0.24503160732400522,-0.01937495567858719,-0.030204703947476548,-0.2669709654299977,-0.2181846233522286,0.027362942239283573,-0.1268268561376649,0.023005443497478874
HALLMARK_KRAS_SIGNALING_DN,0.132310863646558,0.05351660998685154,0.1434351981732955,0.16586315848896918,0.09263209937145571,0.026629213220298476,0.02549085195664451,0.31126881644333354,0.027265439102378074,-0.0356368070066269,0.19279425301412953,0.12127065493193699
HALLMARK_KRAS_SIGNALING_UP,-0.02536630991798229,0.04514907311978075,0.21819900385244487,0.17989044968300016,0.1477997737053381,0.08397807876985504,0.05829319975786254,0.302425714023136,0.19338029165832527,-0.011151929017366497,0.07027256174190048,0.07028572154131416
HALLMARK_MITOTIC_SPINDLE,0.03838570135007462,0.034887138816403686,0.1677453302370292,-0.007217313679243412,-0.21069864952348796,-0.011404807148669796,0.007569513822940201,0.17968348244673807,-0.0013124525829225858,-0.018657524624061395,0.09903264744079597,0.07348088025233747
HALLMARK_MTORC1_SIGNALING,0.05358414603219861,-0.006822935559481927,-0.11164620990747372,-0.038050774704747464,-0.19144468143649848,-0.06034123637850294,0.03254765746258426,0.18330450087365102,-0.17927837879345732,-0.009336474666539137,-0.10016957090716591,0.11138332648039821
HALLMARK_MYC_TARGETS_V1,0.05930958742605536,0.0009476709251497081,0.06257798264539566,-0.040817569860850174,-0.1960328525404249,0.05125977990721456,-0.031181928867067877,0.21799265950843758,-0.16836846908601794,0.07033923260165437,0.00889795521029415,0.07944799571092236
