,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.023213435031271268,0.023091986668765694,0.08109037779523387,0.06924995602861306,0.037440276128845665,0.0938347188429636,0.12566462579015883,-0.001542109399412629,0.009632226014997048,0.09687007279818201,-0.00015271653562124785,0.06101719624093352,0.008804830278767146,0.05556495951761108,0.02234189040950598,0.09693740857960187,0.011851294681556357,0.11944562910310721,0.04151342949471361,0.08558543765800228,0.15797382359510123
HALLMARK_ALLOGRAFT_REJECTION,-0.03160152142936407,0.015371851661407138,0.02969486718640542,0.029114036740222816,0.0068396975781051745,-0.018067357888160572,0.13820543420006232,0.05813782783550239,-0.004495388068772429,0.16373868032999236,0.016038581033095363,0.013968160345486808,0.06330243735253845,0.019747613715154225,0.015916350759805117,0.03442457105547997,0.04010907767940216,-0.017846732787773788,0.03163001033709843,0.02824996506932908,0.03177469233131869
HALLMARK_ANDROGEN_RESPONSE,0.06577701836020491,0.04441259463646684,0.05676015683563986,0.04879489702882052,0.05915391370138626,0.06615688842199934,0.14506619898250844,0.004946939929320833,0.007347560440164666,0.1354745971785868,0.03437263546936251,0.10957146106392958,-0.040459686329811576,0.012480878899090225,-0.0055466176804901315,0.0729506723544106,-0.014067812398607101,0.011094661171678488,0.020915634921877025,0.14399899150088744,0.039665288573272936
HALLMARK_ANGIOGENESIS,0.00893694593475812,0.005093938478685546,-0.028256768007121447,-0.00896391321426876,0.05106840814198153,0.006973570354544837,0.12721582091321915,-0.03137478571696327,-0.009881602010824036,-0.01627934947096452,0.046592892971558005,0.0693756815251361,0.018254742422900296,-0.057524628932470304,-0.00457576559317756,-0.0757842147722225,-0.03921999310534236,-0.027440124743843886,-0.06895219204957193,0.09612107571585576,-0.06289783785267662
HALLMARK_APICAL_JUNCTION,0.07319863104086438,0.0752480089251289,0.06279733285526623,0.06974540101922229,0.032330344560287716,0.045011818126718235,0.11003893243267254,-0.015951055578653704,0.03454845857948994,0.12291399529906874,0.08838889136877373,0.07617554884326172,-0.023376765056620574,0.014794525220699323,-0.0006332684988661526,0.09912991636555843,-0.022385555592870216,0.0366733182670653,0.032269465724730384,0.1327442739344508,0.1377106524608304
HALLMARK_APICAL_SURFACE,0.05372873867158549,0.10412165868834156,0.06147574934278453,-0.004347355290786612,0.022749029557872776,0.12054990788364373,-0.10647447439501155,-0.009568678031710385,-0.025967829614536874,0.14434972869120674,0.06668628882290924,0.07838978896745909,-0.05292017184363978,0.09647544576182915,0.03138677275419428,0.10876229620047316,-0.05983391579422114,0.026557711096083864,0.0406086196295719,0.09656256712418791,0.027963957187545605
HALLMARK_APOPTOSIS,0.020361470035876735,-0.0341953695076977,0.02544467598151305,-0.032950051451427466,0.07274797630025615,0.08899974245665074,0.009043733495441571,-0.059605595014010235,0.004780524480453165,0.027485379837368904,0.020359049551493168,-0.11568358450814392,-0.05845162686543653,0.06909367860919435,0.060090997842392184,-0.016399734205292164,0.026353850297795405,0.0013153436361927446,0.021796348450837884,0.04505172253687817,0.07667846206432725
HALLMARK_BILE_ACID_METABOLISM,0.05675922637139599,-0.019444385307510664,0.04163190630501645,-0.0466575317366527,-0.023758695919937477,0.027942674113646544,0.12278381051887051,-0.030559259651299815,0.021826202723168958,0.11910128323164354,0.007664639009316213,0.04552930875018984,-0.01072909512082678,0.06730850465393531,-0.0003057680560911335,0.1072632488216029,0.04082729473273113,0.06835971119533821,0.03428142060613038,0.10637878449723312,-0.0636441030584309
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0757587766384946,0.02857411722127738,0.041563249844695616,0.07865001760419849,0.02484020295363599,0.02109027737957567,0.11699922719183681,-0.03119199193337115,0.014076065043242415,0.122499776181995,0.08990014402149725,0.0712668545496778,0.02930173037313815,0.08003488173207184,0.04088135439158277,0.13402461260207485,-0.009804327349061498,0.03577132803965448,0.033418826191690454,0.09065047990972057,-0.0433652181298513
HALLMARK_COAGULATION,0.0131493200763528,-0.02009041408888559,0.04803903526687698,-0.007786179287868174,-0.031143789994057567,-0.040181087060361886,0.12152359200991297,0.017919662307391768,0.011616994294083095,0.0565026696419131,0.0027572267272205895,0.051041231207791166,-0.04227535401005756,-0.01647442219980706,0.020681559220628087,0.07310264986337354,-0.013525381822286903,0.02193724018944753,0.008094656212167841,0.08094951448996741,-0.09967630015468018
