,MGH258,UKF260,UKF304,ZH8812bulk,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.01761880657656286,0.06953008920772258,-0.04576037454657432,0.00013473347227883719,0.02509586204535406,0.03011420632257499
HALLMARK_ALLOGRAFT_REJECTION,0.10472800734134179,0.021888108504477727,0.049069761538978456,0.0542743900588284,0.04003686768829859,-0.07564145066463439
HALLMARK_ANDROGEN_RESPONSE,0.039081734745241764,0.0481142340198273,0.07712778392085055,0.05513843903570614,0.011539074325710498,0.08852884232417046
HALLMARK_ANGIOGENESIS,0.0906657770122625,-0.09133576863860186,0.14887218360427065,0.008225345200925865,0.001117340781377578,-0.03541015301385451
HALLMARK_APICAL_JUNCTION,0.0004431351513186912,0.12261156386289195,0.00785644361896701,0.04244739710483601,0.061293853109617914,0.043136890168687055
HALLMARK_APICAL_SURFACE,-0.08275194348194786,0.10789456956872041,-0.00166373739731278,-0.040932044901247,0.05777560057147078,-0.051652783692580514
HALLMARK_APOPTOSIS,-0.042496824522699074,-0.02169369978033039,0.0020117090571487896,0.04497441808268982,-0.006804967970076578,-0.028909875209412978
HALLMARK_BILE_ACID_METABOLISM,-0.014226982675059464,0.11257634420144723,0.12096142509822154,-0.02377713673951543,0.029182763698433555,0.10315742712599199
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006316787762262779,0.07567061968165313,0.13722026432098003,0.06865348716908795,0.03648995318374723,0.02001724304077466
HALLMARK_COAGULATION,0.0767420623707422,0.01713605806534385,0.11019056753610194,0.011184383384065697,0.037674304936391234,0.013625732369813777
HALLMARK_COMPLEMENT,0.11640289284553801,0.04368704010530175,0.1053282162260443,0.010618727607145865,0.06920285177811948,0.030659429509739353
HALLMARK_DNA_REPAIR,-0.019035850113303512,0.050992047762015866,0.018401554566768,0.0015396293797537062,0.06278335424963026,0.09850026209719681
HALLMARK_E2F_TARGETS,-0.010360605824632548,0.07866354105483764,-0.030177279056736624,0.032079649372598405,0.05718375476064298,0.09516572775600048
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.021427808713079373,0.027681827668844135,0.09432366291440586,0.021666699966059744,-0.007101029042441539,0.09898865103336749
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02296546444197943,0.03488882783336981,-0.01638564505461914,-0.029949819990822354,0.07132050593332277,0.007687327989669824
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04634306191081635,0.02945069164527568,0.056787132064308715,0.012530159512144293,0.046595146243190694,0.0006826597224620647
HALLMARK_FATTY_ACID_METABOLISM,0.036322977101457814,0.005071030151993223,0.051163004390480854,-0.06393447267217078,0.005508179023032729,0.05615155523176419
HALLMARK_G2M_CHECKPOINT,-0.03875796279663668,0.12377562090743366,0.058125694568316656,0.01706250922924873,0.01313504077745999,0.05239155687655
HALLMARK_GLYCOLYSIS,-0.002043594955190025,0.00952398827565539,-0.06732717893179446,0.01686110092035117,-0.010248717817832886,0.0827590125851318
HALLMARK_HEDGEHOG_SIGNALING,-0.021819686046748197,0.003642255273256036,-0.09502367430855517,-0.0034822404621004557,0.03425299954224123,-0.060270668928783536
HALLMARK_HEME_METABOLISM,0.020141909068146693,0.06706239699687334,0.03115815989462774,0.04236092908649021,0.06641920221501699,0.04384978701009885
HALLMARK_HYPOXIA,-0.03146836394725053,-0.10014001399321419,0.010642534607442519,-0.002086409652205485,0.016890602730002646,7.297993548652102e-06
HALLMARK_IL2_STAT5_SIGNALING,0.066006596201136,0.04697292080035419,0.13021759732654775,0.007706573506615297,0.009653816982198218,0.09255461378271568
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04890810798960889,0.025526229002597392,0.11558579667840253,-0.005286301700075278,0.014550852876904437,0.05782665197815715
