,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09717707915699762,0.12716022074173328,0.0371778252351729,0.06686809281109297,0.04363973522389763,0.03688299506581935,0.0742456326340218,-0.020730299320292085,0.17033774106297436,0.04260475085242117,0.008717882955796008,-0.03331108892501704,0.03398611224729465,0.03013661039187091,0.017100697843089097,0.24035299082573158,0.2353706028564622,0.14631849143118683,0.09399173420851371,0.03127531049820694,0.22749811610987364,0.0644881838694543
HALLMARK_ALLOGRAFT_REJECTION,0.08184751444086025,0.016606624636739238,0.01361067076506984,0.01824331951636205,0.028132813158720203,-0.011575967459685504,0.05137714760460388,-0.028802945574741032,0.22758389776697377,0.07410633281785141,0.01934088846355631,0.0782099711405756,0.056092557458288624,0.0485982789909128,-0.019588264548257704,0.10382133732443624,0.13755273001138307,0.10255738519088616,0.050125309284503476,0.05904213724931859,0.16103954796535253,0.005198038453869628
HALLMARK_ANDROGEN_RESPONSE,0.0997768180622367,0.12938304298152434,0.007683233656488008,0.02053981155445453,-0.0034260213932894496,0.049656157930595496,-0.017228615151361967,0.018199450083544347,0.19541762520163886,0.11008894773805161,-0.045923265358273666,-0.04519488676065448,0.03873124184205995,0.028469199535189827,-0.024230271506477708,0.21809068026303555,0.2177489721012124,0.018967993003445306,0.0019544228087536326,0.014038643116105214,0.2245961310851688,0.08965273087938612
HALLMARK_ANGIOGENESIS,0.010781493006426252,0.06857002012996818,-0.04882929343093693,0.049589654771412306,-0.008665919383655494,0.051782376236162,-0.04566357620082887,0.04138320074160482,0.21941813632888083,-0.04106535847059957,-0.031565358527922,0.05470882495075269,-0.010415744297141837,0.10380186719335306,0.05231204938820689,-0.004549894995916137,-0.17855225162267116,0.09150454760743679,-0.061729034597691065,0.007911788710452972,-0.06963201373472164,0.12142582556876719
HALLMARK_APICAL_JUNCTION,0.10847145823478406,0.14041802946880177,0.05022804897905555,0.0060630068087904115,0.06334259145739415,0.026824424084591684,0.032298525127149015,0.006791220060906711,0.22060307191122686,-0.04112411056532603,0.010768381996033955,-0.04717530552917565,0.059907842417602976,0.0965665044041304,-0.049601699003637825,0.22893771542113406,0.23355699771941305,0.13950813990536634,0.08598301783283002,0.03299262044943465,0.2156124711571201,0.06500127553531254
HALLMARK_APICAL_SURFACE,0.05317986259559592,0.10476385860642154,0.013563872579293975,-0.020574867794905038,0.049674554699212406,0.0040090292380705874,0.08976598324893713,0.0028658520443873288,-0.06840786706889829,0.11716588359139869,0.011609552066120047,-0.011136761088916688,0.072917360408542,0.04947371200575403,0.03073296088843007,0.21147773443360715,0.20426888245525004,0.10865567457120505,0.045914835305206014,0.04097509624014619,0.20608051951822565,-0.0030841782343760753
HALLMARK_APOPTOSIS,0.01083064534651472,0.015662545006432636,0.02250241021591045,-0.003776023357816336,-0.0158366123471029,0.05636310399191485,-0.08067175147077962,-0.014560401208973419,0.06564990658699076,0.017013081002247687,0.011444064652131216,-0.034872198096894444,-0.06261671946773446,-0.05701882721339621,-0.06024511299121401,-0.0041994961526397034,-0.10490710799320312,0.05872828707910056,-0.006165422538848577,-0.01564471744068957,0.19596865514101264,-0.004943835536480048
HALLMARK_BILE_ACID_METABOLISM,0.08444502963990604,0.14625929468980528,0.0009760330102068113,0.024457692661759893,-0.0019737138903030233,0.031518190885597715,0.11298486197040317,-0.027851526625165487,0.20845545115299652,-0.013284495100746798,-0.03023040669833813,-0.008034060817390587,0.03206226810719388,0.01986956678063376,-0.02514470504808533,0.1888462598264929,0.2362513989007262,0.0348284387264541,0.055010579924249625,0.016578132271409807,0.19580327755154694,0.018860949844040714
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08699067611525002,0.15163341026983387,0.0389330107192518,-0.023045086830927663,0.09339346344178055,0.08322239248446253,0.016962532027032465,0.008160014765112201,0.14662016690122964,-0.08113964711729733,0.03285409458645098,0.016683869127687562,0.08161812651884859,0.10660397858547989,-0.02510260885113012,0.21505612108925368,0.24667568447880328,0.005047334834967994,0.03957231617486442,0.05204408372152124,0.24576893097601785,0.06883509785741504
HALLMARK_COAGULATION,0.10135111549563644,0.07772757780853992,0.043791437967533195,0.04660901125941381,0.06060497556617894,0.007816275658521572,-0.014608207874287675,-0.04343341674470854,0.2002340732243808,-0.01462570803613213,-0.007735150755737768,0.02356456589929874,0.03451615511196875,0.01774243611902878,-0.08617471088239256,0.1795008805627151,0.1252552564461215,0.09771033563085942,-0.033309909925187585,0.08294640949916583,0.19215317513319954,0.042091263957678655
