,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12066429415694631,0.051217089957249835,-0.0897173148966812,0.0996632279351718
HALLMARK_ALLOGRAFT_REJECTION,0.17481637368745787,0.08168252007577555,-0.004263128765267522,0.044462577677897415
HALLMARK_ANDROGEN_RESPONSE,0.11722054764903493,0.05447133236050924,-0.04151596902081088,0.1428383843485998
HALLMARK_ANGIOGENESIS,0.13888784693379558,-0.1527448973770144,0.060652511317271195,0.1180552727835186
HALLMARK_APICAL_JUNCTION,0.06843687820963244,0.06729789440680231,-0.0756635123323934,0.11588088532455602
HALLMARK_APICAL_SURFACE,0.07975273320652732,0.04128074229477106,-0.06646952513773646,0.11898521935004783
HALLMARK_APOPTOSIS,0.11772803483103934,-0.09627341878006038,-0.037477217829019235,0.0591393576957707
HALLMARK_BILE_ACID_METABOLISM,-0.012518394587677062,0.03142701356611656,-0.08455162299601333,0.0406321963985502
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09596060051608829,0.07122814182344563,-0.08245005613647781,0.03864869953562377
HALLMARK_COAGULATION,0.0972702758838977,0.10127154608929978,-0.06117575209944932,0.10729987694531681
HALLMARK_COMPLEMENT,0.13640649004973956,-0.002080131897477839,-0.06485321158498902,0.05276914537448962
HALLMARK_DNA_REPAIR,0.048492627086774875,0.06686410660233001,-0.09448936715727048,0.03903135479443229
HALLMARK_E2F_TARGETS,-0.03204250958623597,0.007668463414987532,-0.09686179448263649,0.08974287733254568
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10062973948749963,0.02541913586114704,-0.059037120237551574,0.1305830434981715
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08091977596704383,0.10362134706453764,-0.0771557631916701,0.06084181420726272
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06939757547903505,0.0007958408693239879,-0.025261463532808545,-0.005435939589336786
HALLMARK_FATTY_ACID_METABOLISM,0.10367007861224939,0.06229476387925957,-0.023989932849054006,0.027543769988765957
HALLMARK_G2M_CHECKPOINT,-0.005692709035014564,0.03963264268657137,-0.053941940658735865,0.09555012093634829
HALLMARK_GLYCOLYSIS,0.02482685808433856,0.03488651958345092,-0.04684125778144555,0.08129477126547441
HALLMARK_HEDGEHOG_SIGNALING,0.0855711026034599,-0.004962622014437915,-0.04572954058537474,0.07381774171909072
HALLMARK_HEME_METABOLISM,0.17093840433509094,0.05769821067067996,-0.06429669317503256,0.07212744775324707
HALLMARK_HYPOXIA,0.026533025314955976,-0.06001805816791778,0.05824004757935943,-0.036982693466747645
HALLMARK_IL2_STAT5_SIGNALING,0.11776537011830039,-0.060105833927624835,-0.024762573511241365,0.112219619686144
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07469623378122554,-0.10665843223828177,-0.07814686929589286,0.05230949320494617
HALLMARK_INFLAMMATORY_RESPONSE,0.05526584356379686,-0.057534201663667316,-0.026624723418054965,0.07187479829822006
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.023953390120522798,0.034786564937084506,-0.10380117094622741,0.09825565039022209
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.16022471705546404,-0.0033822194609122967,-0.10589875185577192,0.06634846254105409
HALLMARK_KRAS_SIGNALING_DN,0.08383387640731076,0.12491853324984115,-0.08840509791723018,0.04765141489468582
HALLMARK_KRAS_SIGNALING_UP,0.182955807216307,-0.08141993889061187,-0.05458081009527326,0.14982145460604424
HALLMARK_MITOTIC_SPINDLE,0.13822858964797477,0.07610322946151567,-0.0722003680628794,0.13382882755761052
HALLMARK_MTORC1_SIGNALING,0.03192449525738495,-0.07244034700894005,0.033762272722300334,0.04900376351006481
HALLMARK_MYC_TARGETS_V1,0.022918752789311447,0.09016356758625117,-0.05735597000913488,0.06828436228583253
HALLMARK_MYC_TARGETS_V2,-0.10100098604845349,-0.04367892965754744,-0.08929731527391739,0.05868995721321297
HALLMARK_MYOGENESIS,0.04156960071505079,0.04589607951592799,-0.09804949746087323,0.09454945865142776
HALLMARK_NOTCH_SIGNALING,0.026063676984197412,-9.964743120744005e-05,-0.08855264124998229,0.054453530091281656
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.017038971623605032,0.04759366270866253,-0.09723853355033463,0.0039718801308514925
HALLMARK_P53_PATHWAY,0.06571020906880812,0.0732924740841762,-0.03375141245275956,0.020330882945132057
HALLMARK_PANCREAS_BETA_CELLS,0.01930352450953354,-0.02680195517957207,-0.09370857226677266,0.031679865407680564
HALLMARK_PEROXISOME,0.20362479391453048,0.012404733689080866,-0.04715032415561395,0.06743909558366358
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.035880933850383746,0.056772900555788056,-0.09255613447561689,0.08327234260683018
HALLMARK_PROTEIN_SECRETION,0.14976572912097277,0.0377323633207333,-0.07688214613814201,0.09255527074350194
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.10890529797288638,0.0041217082925043514,-0.029255910746031434,-0.08410487025124816
HALLMARK_SPERMATOGENESIS,0.07152678262198692,0.016333247534469977,-0.08157252613899667,0.056491656125220426
HALLMARK_TGF_BETA_SIGNALING,0.16388529799953272,0.02275700678893154,-0.015767437924085168,0.11319195151544209
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.1369457301843534,-0.1376882604917239,0.06199358310861376,0.02218316518857798
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07194134858684584,0.009423342234870858,-0.06033779276492257,0.09064338691215876
HALLMARK_UV_RESPONSE_DN,0.1122726085005515,0.0862191663283551,-0.04989558583408091,0.07555252242730304
HALLMARK_UV_RESPONSE_UP,0.005997363274535341,-0.037529820755209255,-0.04725453291883046,0.07431054100988801
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.04660017911423847,0.05991132284411399,-0.06848850629066441,0.07466154156990185
HALLMARK_XENOBIOTIC_METABOLISM,0.11944186635754157,0.007918053787714558,-0.08051291512976508,0.054516290872515326
