,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.008352364425471652,0.008928349128124322,0.025669452934007,0.1379552773530053,0.08045164232277992,0.13514965678812169,0.0021257761574802326,0.04798510476886913,0.12093981558283504,-0.0012662028646571605,0.08126128535968466,0.09795883542850208,0.17992566932308282,0.12774032654697332,0.014199614558626165,0.1488829753048857
HALLMARK_ALLOGRAFT_REJECTION,-0.008515290346117432,-0.011860235342695443,0.050454256758271664,0.11489957179258194,0.14988770596382484,0.1572274661265099,0.11677279175744536,0.07165937913691942,0.10850347476422732,0.07937181998830141,0.07025542750347462,-0.011144016263575265,0.10669122622154481,0.0696378388182473,-0.015864222000562492,0.02750741589416507
HALLMARK_ANDROGEN_RESPONSE,0.026141658390214168,0.008158051383444736,-0.0655460197918592,0.05065657372776487,0.1204264993301441,0.1324371460068295,0.129148514720825,0.006191092170505137,0.15061616198084976,-0.016855863066688466,0.024436677315156405,-0.0003218048583879499,0.14208397281451846,0.11023842248182693,-0.0055898837839296845,-0.01617425118631086
HALLMARK_ANGIOGENESIS,0.038613571431544064,0.010199557573844525,-0.06837595511758711,-0.09452712628031905,0.11312774611299257,0.16358923323865404,0.06729312973100468,0.055623185206086556,0.09733361563505125,-0.14186453334756377,-0.0796751977825394,0.07344879225819219,-0.01704667704420818,-0.06896975868435357,0.03952550565407748,-0.16279968851964202
HALLMARK_APICAL_JUNCTION,0.004621239342143514,-0.014720542865992423,-0.013991077260178153,0.04867447838925242,0.13770668758552876,0.1365661306377606,0.125939147741639,0.03512188659535162,0.12027493740085572,0.027278307120498318,0.08243064466413576,0.09620598460218377,0.16414673397777646,0.10327868167057068,0.005742266416650635,0.060541998798944084
HALLMARK_APICAL_SURFACE,-0.003694368453116413,-0.04818145794779735,-0.018640803534619207,0.12377019862467971,-0.0502953491798837,-0.10281461146388435,0.08133291991639513,-0.001520387206268542,-0.026846414279310515,0.06779086426296987,0.0995911524181846,0.07572616193523422,0.13487253175796754,0.1221777155034561,0.018148503787690968,0.017482233495012173
HALLMARK_APOPTOSIS,0.0003866021111997664,-0.004595347588813229,0.013201513593297149,-0.08247858295635556,0.046959678124583265,0.00025217609390368957,0.11806810880046902,0.027007430584373698,0.04591441562326688,0.030669138705719877,0.059480913772649024,0.09459990153744434,-0.0006764062953510324,-0.044769805885032994,-0.0037409007337205046,-0.026846993125627685
HALLMARK_BILE_ACID_METABOLISM,0.005342733021738532,-0.05705115843956079,0.016791194240851823,0.11659199774201397,0.11643112248538098,0.15130294988116894,0.10706596393427979,0.06693193147633808,0.012590424982251111,0.11943379649656459,0.048571868059733986,0.10021273820189239,0.1602493083328333,0.10556993438925773,-0.0259573472931142,0.15096699267624694
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.021557784267748365,0.05293001454204988,0.04702432744019272,0.13203591830961067,0.14857795460371342,0.06555283745226094,-0.001771141906048961,0.06559083051171472,0.022243174221118402,0.08708416358081406,0.1229605861334114,0.03649842756769254,0.16606694810760458,0.1371724166716305,0.0028611335249812166,0.11645091566938454
HALLMARK_COAGULATION,0.012061932400501057,0.0043716412893947225,0.015327920087661909,0.07340625186957996,0.17077096440247785,0.11614335634334667,0.11392821744816502,0.08914048432114863,0.11664151723281932,0.0032172466834121923,0.061085329647302455,0.07673218222281604,0.1705233226911562,0.0746384901732829,0.009461701882975482,-0.013222780529772963
