,MGH258,UKF251,UKF269,UKF275,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.047804172145406984,-0.0007976621702168957,0.040545353386768845,0.038488414863492595,0.09165716043151723,0.030541943703067717
HALLMARK_ALLOGRAFT_REJECTION,0.11420119330144203,0.013993080772485325,0.08633242872888375,0.00974573214874375,0.09536835478051903,0.06502423717108384
HALLMARK_ANDROGEN_RESPONSE,0.06793524768134569,0.05961063214852528,0.06296464725771098,0.05954356963095304,0.07132490545574488,0.038984503968650955
HALLMARK_ANGIOGENESIS,-0.02326789960055881,-0.02078013065160286,0.10966496798763815,0.04662547592497066,0.018821785713117083,0.009149313978458523
HALLMARK_APICAL_JUNCTION,0.046632221812962345,0.02272776343575427,0.07811563696199272,-0.014144531217066356,0.07366652369451086,0.03314555532205499
HALLMARK_APICAL_SURFACE,-0.0417172498496791,-0.022055217132661085,-0.006818037902603352,0.027171382184899732,0.07426410192432524,0.032045011719874734
HALLMARK_APOPTOSIS,0.0238119409955915,0.047082223147117665,0.027999460436527266,0.029258852328043213,0.08944282972640888,0.05560287805896058
HALLMARK_BILE_ACID_METABOLISM,-0.011955972321737519,-0.04662232568896997,0.062093854153782456,-0.021255287214329118,-0.0022040596788054103,0.02390634639300007
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08879011332246935,-0.004865017226919654,0.05496673783789674,-0.01141931060518141,0.09088750037728899,0.02676201075109129
HALLMARK_COAGULATION,0.14196774262160908,0.019706993702536885,0.07312954172862467,-0.01810459170598312,0.12892314764724735,0.05161439863826484
HALLMARK_COMPLEMENT,0.08839802204121269,-0.024056066282600683,0.08740918003039601,0.035932466703784256,0.08715013489469296,0.025866274720311753
HALLMARK_DNA_REPAIR,0.057587294561849106,-0.005277854564370487,0.0656734610825636,-0.01079059358760893,0.08362318821537197,0.016635829964222564
HALLMARK_E2F_TARGETS,0.06774796968209686,0.0100201246775317,0.09514453797510289,-0.011298529318006446,0.01619461320041607,-0.011945684695769218
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.014050122527080933,0.009419381025995372,0.0715485172576917,0.02544897196625823,0.09170018750865265,0.062143392080743036
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.022148619446379778,0.012218608738789489,0.042480280552710484,0.01595916629818094,0.06249172412165457,0.05845416774247991
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1373693948215637,-0.006773554490874836,0.013555680809410255,0.05194512419199283,-0.0004685981196234582,0.012661953655256606
HALLMARK_FATTY_ACID_METABOLISM,0.126385491516065,-0.01589882048252847,0.10142345994153762,0.06588428328454889,0.04430449329610161,-0.012902140748420865
HALLMARK_G2M_CHECKPOINT,0.023217346951088614,0.0043197026998551095,0.0648963202523602,0.018597857791424168,0.07677832926241375,0.03405951312421581
HALLMARK_GLYCOLYSIS,0.010365901186349849,0.00020401368910705884,0.03673143224458304,-0.025861556456878824,0.0461211022229615,0.0354740615116868
HALLMARK_HEDGEHOG_SIGNALING,0.15517838291962208,-0.0854885551431739,-0.08315239239375553,-0.014816379169470982,0.0352800243296231,0.009252924258557943
HALLMARK_HEME_METABOLISM,0.07978253180672229,0.010237264099237687,0.06126495040837196,-0.014837795398667326,0.08750820993357658,0.017716817651044412
HALLMARK_HYPOXIA,-0.05448614415639119,0.026339137166199417,-0.07203829317111783,0.041560569673717726,0.05597631327304131,-0.05263141000365563
HALLMARK_IL2_STAT5_SIGNALING,0.08764739292864995,-0.04277352361715497,0.09514574402342073,-0.013367636261032646,0.040417709179572166,0.022809016266004206
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.034707500463662416,0.05755404188475056,0.0920312753841813,0.028386817462266362,0.06899981812804216,0.007981480107091692
HALLMARK_INFLAMMATORY_RESPONSE,0.0652489426102384,0.009351042047820625,0.019885212079617638,-0.00890226750584968,0.03918277837523538,0.04316233136152615
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.06426645481624295,0.029056390043431454,0.07557136082363373,0.015840249944087566,-0.06412038241623311,0.013442816595423731
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.08708356470125307,0.011314191497274858,0.08077883532508445,-0.003066348680946567,0.09415061458279335,0.08766507223558752
HALLMARK_KRAS_SIGNALING_DN,0.0884825087597334,0.016682625741283062,-0.007322047345345891,-0.05619255576340624,0.08642245699837477,0.014321678175529734
HALLMARK_KRAS_SIGNALING_UP,0.035545588876308015,0.008797637237336562,0.0009755280671831337,0.0025748204400788243,0.06654289521963863,0.05814361196643373
HALLMARK_MITOTIC_SPINDLE,0.08734306115409023,0.034856746945778255,0.0839990167212275,-0.011401774569698058,0.07380646101068036,0.01928119370132827
HALLMARK_MTORC1_SIGNALING,0.0039146674428281545,0.043007684202633914,0.05059134414008513,0.02049814762224346,0.009778720073604377,-0.01752173450685468
HALLMARK_MYC_TARGETS_V1,0.08548305066436297,-0.01285417616990266,0.06177972483482112,0.0032358876558805437,0.0651852562281112,-9.253523799801982e-05
HALLMARK_MYC_TARGETS_V2,0.01903683314945327,-0.021059515647851714,-0.022381456032796215,0.012384076508804347,0.022401840291685647,-0.029586981562252177
HALLMARK_MYOGENESIS,0.05944646608130679,-0.0037151101937558653,0.006534627343737819,-0.0032523009551706935,0.02560826642538912,0.072997793121788
HALLMARK_NOTCH_SIGNALING,-0.006994358436215101,-0.014401018694033653,0.07198402870812101,-0.018477455591113922,0.018810700901795305,0.0021698534114740096
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.043367847463204975,0.014946072983524983,-0.02743111864917804,-0.02903132758720856,0.021294890423626107,0.00359207724454174
HALLMARK_P53_PATHWAY,0.1418386108909157,-0.019186593965862333,0.05384989545451432,0.08525125313175931,0.11038409925992317,-0.004430952388434826
HALLMARK_PANCREAS_BETA_CELLS,0.09830691226602126,-0.010744331835464091,-0.042438977253477346,-0.04123092241738466,0.07757857366899226,0.037526650255937564
HALLMARK_PEROXISOME,0.04350454868923785,0.061285362217796964,0.013791845736346148,-0.03918982505536469,0.02854825741780445,0.02172848152929804
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.03932819221312363,-0.006928710793545028,0.044968509374037575,0.0023938217127976703,0.0926592885292648,0.014593967078711283
HALLMARK_PROTEIN_SECRETION,0.02752393412853683,0.03045972928940641,0.05291961887543094,-0.03063154837800328,0.1019688446859693,0.03440269942659614
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.14558685665292173,0.020445420034462473,-0.04941954481839295,0.03653693959129601,-0.03061327542549068,0.003326885657900185
HALLMARK_SPERMATOGENESIS,0.004062084972815529,-0.03086236560971181,0.021854340431616322,0.04820266973050402,0.017494593838004766,0.015333530850875661
HALLMARK_TGF_BETA_SIGNALING,0.07180399691430778,0.005722518513438489,0.08342376406110044,0.04136801533304314,0.04883882396872089,0.031960188163482714
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.061681410508215476,0.030526439564814715,-0.04600037161884995,0.04270057320098619,-0.05646951033212494,0.014550772108587967
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07144046814804342,-0.022592717139416366,0.06576888232997231,0.03951861972936217,0.04765200760171131,0.016913793097035182
HALLMARK_UV_RESPONSE_DN,0.045470320360839214,0.013087565653708706,-0.027153210878545355,-0.040137817454553984,0.10079232101409451,0.04307473080915213
