,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.030812128793043958,-0.09848018377741165,-0.08808021723635097,0.02626927437704563,-0.08241643058628421,0.06177400306327811,-0.17094671962865288,0.018347517446103787,-0.07511602569199645,0.010411975277461965,0.054818665505746655
HALLMARK_ALLOGRAFT_REJECTION,0.1671451689285695,0.16523677391037642,0.03105144994496221,0.15613853539850805,-0.048041203612005146,0.14430179509388297,0.019376528857267428,0.0744279754764537,-0.0653067066910436,0.014230878954673284,0.058382805278769156
HALLMARK_ANDROGEN_RESPONSE,-0.04137280447276018,-0.07517991961245414,-0.028588192173854353,0.02026508936299244,0.006953118214266224,0.1013718651666755,-0.1288660547714109,-0.0018465204395317354,-0.050222898045309265,-0.008566614075836745,0.05609214624388204
HALLMARK_ANGIOGENESIS,0.13774842138155585,0.15944324779433183,0.012402415355988322,-0.08496193645826931,0.0752263662873875,0.1396695628731673,0.00966815614453559,0.00717300303213119,0.08508741980943131,-0.015903981293649345,-0.005660869717228931
HALLMARK_APICAL_JUNCTION,-0.026617225292711096,-0.12025255789954346,-0.09248729864693732,0.04962421806895687,-0.1075714076486101,0.14379368842025603,-0.2119272608703876,0.060168985325646296,-0.0758398541456149,-0.006220952545849401,0.03645970990382188
HALLMARK_APICAL_SURFACE,-0.03895829942023106,-0.1215088665743239,-0.10076489848522967,-0.06224044263368334,-0.11172651575923513,-0.03195024960573792,-0.22374250790579922,0.03701364814735599,-0.05550440951836885,-0.02268136559253201,0.004012000608840496
HALLMARK_APOPTOSIS,-0.03937087319286397,0.04410104941676003,-0.023869927903293224,0.009581142381381207,0.011500623267299316,0.06494814895493875,0.012613300888691621,0.000599690233904488,0.05973397859774989,0.016320442477032394,0.06417187544635848
HALLMARK_BILE_ACID_METABOLISM,-0.134073797330788,-0.1142265885740745,-0.08129757643991861,0.025019682080366017,-0.07076061175556833,0.1331761772819792,-0.21321945606159554,0.029647096582623267,-0.025533196478155315,0.07495708673128589,0.05878976712891226
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03505760879349555,-0.10984186763085484,-0.06775058203661574,0.08752807420386907,-0.02624301968388655,0.058348551566007024,-0.16195659538387305,0.02181860469084734,-0.0702891678719689,0.03287457179813137,0.0299249956681823
HALLMARK_COAGULATION,0.19631089573723554,-0.08608711019443352,-0.05742152423941442,0.07779295857584453,-0.10066047006110335,0.14603683405653897,-0.1345067423364667,0.09498191247495842,-0.027550443931873815,-0.0014548796003283275,0.042691019774165964
