,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.10257230785727256,0.09137336960772356,0.006195990236286944,0.034427979979055084,0.07041555306775704,0.036398716162021526,-0.06545759217206779,0.1098389614455695,-0.011482982457549026,0.14015435643425084,0.10232615909672214,0.29178214704283945,0.3263367039630849,0.008150931592111962,0.1376785629800381,0.04542173889973508,0.07619602674261615,0.058302912363708284
HALLMARK_ALLOGRAFT_REJECTION,0.10973635837910506,-0.01564505931313837,-0.048731333399954745,0.0708191898348282,0.05159050071015306,-0.08633533910741936,-0.06467543237392916,0.07593071555333539,-0.06343065447027514,-0.3031738413943591,-0.13872700246141825,0.14584680807869732,0.2156911700136831,0.005574963270860752,0.012686419440140874,0.0799669422255741,0.05473181272818053,0.011668123962495617
HALLMARK_ANDROGEN_RESPONSE,-0.055538984145227746,0.1088706794741552,0.0014773202257907087,-0.01641796096738656,0.17523930150514175,-0.045959883341124955,-0.08906930282875344,0.09942953960737005,0.0602583985123074,-0.09747195281506181,-0.11398748968354934,0.2760431976601731,0.2929212345414939,0.07105686547997997,-0.011920875783257864,0.026310346004011973,0.11907496668984703,-0.01602413273094001
HALLMARK_ANGIOGENESIS,-0.18672205635426256,-0.05561320589641148,0.038733419168327565,-0.04826572462852364,-0.17279328922509676,-0.08014323705237825,-0.08599638901119226,-0.07112963370008372,-0.12632815446145224,-0.2657347213793196,-0.27304147656775973,-0.024083381759491703,-0.20910288971668672,-0.0010060878876171659,-0.09648634661467637,-0.08624288819498496,0.032623489819015396,-0.15983938421630228
HALLMARK_APICAL_JUNCTION,0.022588927710610485,0.09609112161966214,-0.041875033683093144,0.024888073516795055,0.031189989497217647,-0.04321707777064316,-0.0849193246146766,0.02895331568877341,-0.036498319686483066,0.056330170999543475,-0.16593714235130883,0.3189246964091165,0.34050651351355804,0.04724717121317627,0.11038037389455953,0.05776733989066829,0.08394963787969818,0.09707751812943363
HALLMARK_APICAL_SURFACE,0.14281042498020652,0.1641498535094563,-0.002258527426992771,0.04770460996250611,-0.0034885382180235933,0.10486812228560585,0.08571165637214755,0.14321992990728266,0.1496744238905072,0.23484472598451245,-0.029049217893878432,0.25968102242256,0.2986422353778414,0.014324026364519113,0.07001476618248123,0.04264381265454785,0.13196688513836008,0.1622727602213855
HALLMARK_APOPTOSIS,0.0810270064115423,-0.017894046955675712,-0.002635000280558284,-0.009148200150437357,0.032536543190122585,0.02900211162782112,-0.009817592814020289,0.04980563484261959,-0.10420601559468366,-0.06741174853610195,0.12770350976967335,-0.1448788432670346,-0.1250313163285406,0.02118070955834146,-0.01385118832826956,0.022370930609031593,0.10342794947853975,0.10151168841365099
HALLMARK_BILE_ACID_METABOLISM,0.0022422839000427234,0.10470694396188218,0.06302828719888261,0.07705484593437502,-0.027145034745485,-0.02538616345101761,-0.10014885353853645,0.009408664971048345,-0.09111786768090216,-0.04021427654890401,-0.091535021901771,0.2660780433316495,0.24975209422187883,0.05598955170957596,0.06810769024241298,0.04274463930564852,0.005344084567543118,-0.04783923372558228
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.012546432331977591,0.05932967114839516,-0.00927544983692876,-0.033582452832960234,-0.0007047608555144637,-0.1530891441543608,-0.06112132039638239,-0.08031508909839571,-0.024098210273242913,-0.152977149359283,-0.22801877298208506,0.2856024714168673,0.32743170424142015,0.03192820763876961,0.10001696755178835,0.09768173144803212,0.027785661681705584,-0.1480955685652823
HALLMARK_COAGULATION,0.03952733078570544,0.017825578040281613,-0.03713666081913825,0.057853081998708034,0.029709269252857124,-0.07023863342114503,-0.11151260244267805,0.038880996334748855,-0.12159217549758522,-0.2725845571378546,-0.19365433071955512,0.15324663432519803,0.23524634945993864,0.023319964384673108,-0.020457953792567967,0.012143479219873358,0.10939741358464669,-0.1606728444546386
