,MGH258,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019inf,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.009778647916230157,-0.021924761350483386,0.030888410211346605,-0.039356848905087054,0.05498383626009378,0.07315146013838275,-0.10832903914142471,0.06814031281417286,0.02737484144633502,0.026549669390719465,-0.024868944180675236,-0.02324256557275983,0.015042813032924752,0.08889937266910668,0.014049986484360259
HALLMARK_ALLOGRAFT_REJECTION,0.10265401468923076,0.012228113457591118,-0.004032166113163477,-0.02040798733217075,-0.006912395955595024,0.0069127488901082725,-0.25444231966487835,0.0832465600587485,-0.05687197215271675,0.015850244107112037,-0.08805485502243124,0.09011899702779207,0.031658396767992834,0.033424058744818706,-0.01888768539625906
HALLMARK_ANDROGEN_RESPONSE,0.040845486818168346,-0.01819476123354842,-0.004249685305703891,0.007214602400436903,0.07592956088957745,0.09923477803115847,-0.19238737027600009,0.056233640991187016,0.0017206779393705088,0.057278895397623264,0.07749727790906485,0.04735428469496076,0.036850452930894784,0.0017288459433777406,0.03361812213551347
HALLMARK_ANGIOGENESIS,0.04494989450252923,-0.08664125427868677,0.009401506547056963,0.013265106759677877,-0.1659527224279608,0.08202391113174247,-0.2694940571988097,-0.021360850652564926,-0.00967710397096039,0.04551499473414522,-0.07008363114947151,-0.06677458575381182,0.05907526516077997,-0.11423146461938631,-0.027775756306334907
HALLMARK_APICAL_JUNCTION,-0.03909332728682014,-0.0038715737197852896,0.004290191960879776,-0.05502350701598783,-0.016094319738058454,0.07317154273009785,-0.21090148500756015,0.012979263473164693,-0.01695815925738532,0.09050750276937058,0.000268487920457198,0.03612028157828242,-0.008652081088910907,0.005673987434920811,0.020978295507697954
HALLMARK_APICAL_SURFACE,0.057598357141190576,0.0011295335899305014,0.02235902037853525,0.031788146309919545,-0.0023695848453590333,0.04496844269187323,0.22536197140760847,0.03447707058092448,0.06752367304879976,0.00696017113578576,-0.02706232914101733,-0.013429236683080579,0.05563877468626237,0.11218928039086583,0.09156733427418766
HALLMARK_APOPTOSIS,-0.030670820030922676,0.008329588046877279,-0.04810334714528086,-0.006674793500571536,0.009168134057830638,0.021048893984243915,-0.0710355852405371,0.029712930360404573,-0.0018724936416021306,0.005965405822431094,0.019903159572829322,0.014296228831638953,-0.04689416774011835,0.03147050238914076,-0.004318896312943894
HALLMARK_BILE_ACID_METABOLISM,-0.11914017678368574,-0.04879681350748533,0.07354888980098676,-0.0052516881977794,-0.02817996883375079,0.09288781281667788,-0.24263358908345767,0.023058020842836688,-0.0846314941721956,0.07324854793516548,0.026734182417529895,-0.04178533084998936,0.037257815403382036,-0.01577810009751452,0.07579341872754046
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08312563093072729,-0.07505960975578028,0.06685263456602886,-0.025331271024350614,-0.033891500224752784,0.09820507674008026,-0.16790059620870412,-0.011485906242953937,0.0007827241598503402,0.05409302869387567,5.98053030488379e-05,0.06621678103583202,0.06795501481826016,-0.02561772321480863,0.018890136846715547
HALLMARK_COAGULATION,0.11612158969633983,-0.09443266764040734,-0.018381932755638507,0.006612371254816003,0.03074689043842649,0.009485947469428315,-0.24669552949425932,0.037612017087050885,-0.03570186614761157,0.03555072641311318,-0.004593854356071419,-0.014933213512419146,0.04357382968568134,-0.00869631010474494,0.1249315914396103
HALLMARK_COMPLEMENT,0.0940112833657901,0.010859195373573353,0.008614414205783948,-0.04755079914295263,0.10103490156318294,0.06036368899828854,-0.21875480603728167,0.029100476800601873,0.018789630434821562,0.026484433673271544,-0.01780438032904606,-0.042107718452652654,-0.009704422628916772,0.03968854189299261,-0.03987795846054977
HALLMARK_DNA_REPAIR,0.036060869101416856,-0.031596643998720496,0.018474223301122528,-0.041234154227803056,0.0807901574880162,0.053062263915199685,-0.1796007167604887,0.10950242401507063,0.019422795947649608,0.07961294452938462,0.0183915790399743,0.014065550644821614,0.03264194647686189,-0.002246549746055645,0.056064013832263435
HALLMARK_E2F_TARGETS,0.0056343339155894715,0.017067592673803266,0.04030044593881919,-0.012463708004154575,0.051303784652934774,0.06326461381172234,-0.22573767923264962,0.06702900098970674,0.04268758519320394,0.0003321662833007441,-0.02174445171573413,0.009893701046792693,0.03731295940191884,-0.03227809802797335,-0.02558899668840147
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0016951616912040176,-0.1415480122584005,-0.05233407947492155,0.0255901598755048,-0.10134622933978742,0.032658711777269145,-0.25651621270864694,-0.015629508407037532,-0.03820021132596978,0.017368204132208093,0.0011967453337852082,-0.01665641187483032,0.04081821100378788,-0.07919714781255646,0.07977371872911239
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03563322003878158,-0.010062556675303489,-0.007653568950187637,0.022972387317877284,0.14548722156837127,0.044914836490226984,-0.08493228239100455,-0.07039146866579067,0.0037272542610261254,-0.016479717382646485,-0.016490368389460826,-0.0011510996033377448,0.053973048273890656,0.03902435543934183,0.005831572866094986
HALLMARK_ESTROGEN_RESPONSE_LATE,0.12909080978967188,0.06253667356592044,0.035467042142026214,-0.06211880279432306,-0.0003791784733774048,0.043940589180441504,0.10004494251478546,0.056712646240288656,-0.017329299118394596,0.05152462094500022,0.000987616557229284,-0.027183366508271776,-0.01584003682023444,0.0003564702899141916,-0.024471168185620434
HALLMARK_FATTY_ACID_METABOLISM,0.08509625971285552,-0.03382642824361311,0.027129936220017616,0.0049368042950199255,0.0652949780571121,0.027923238984596914,-0.15229602419466978,0.06791387161626272,0.02762313411535488,0.006813344848015887,0.039343791950561646,0.01690816503711096,-0.01959951576502373,-0.006458921622521511,-0.00541456304549082
HALLMARK_G2M_CHECKPOINT,0.015648949236866404,-0.08972747869939308,-0.004657764385507078,-0.03158887649310929,-0.053152479169681896,0.015580916586644122,-0.2343177722839726,0.0569693113618039,-0.016222489598417027,0.06262358808254029,0.01719664497914637,0.04688446707774051,-0.018590036709403936,-0.06627521104814092,0.021868830130906416
HALLMARK_GLYCOLYSIS,-0.06470748298933414,-0.0036982363135680627,0.06827780291284483,-0.022279754162264513,0.03938688150540112,0.04331521461121447,-0.14755302786958657,0.012347666879423954,0.06158479531492431,-0.01855361832073825,0.01224081571347371,0.03882814289701666,-0.03696212259831036,0.04687635980303028,0.002861879202036306
HALLMARK_HEDGEHOG_SIGNALING,0.12284333158965942,0.08592664834170301,0.07875708029368622,-0.019864697788522862,0.1489319605706618,0.007552996987255003,0.18551460106202416,0.00010301792185160335,0.1302433267329977,-0.015280076029257522,-0.004890550189201468,-0.06120955965358017,-0.0259700599701523,0.19207905493359465,-0.0055708306725758975
