,UKF243,UKF251,UKF266,UKF269,UKF296,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.09683299790792983,0.021031320993347792,-0.008792431584908332,-0.02963885232661676,0.040394281988295914,0.09673227495521987,-0.028712430352597393,0.06699926772809814
HALLMARK_ALLOGRAFT_REJECTION,-0.019940559604819393,-0.0014681802329526207,-0.05718786292080611,-0.10147377785468975,-0.003621926896694086,0.07791574245872974,0.01834672072266436,0.039378583959247995
HALLMARK_ANDROGEN_RESPONSE,0.0958014257635289,0.03456217133671419,-0.06738441231573318,-0.09076000114879054,-0.029439025924513543,0.09483641105008554,-0.019338094005711955,0.05589444350254046
HALLMARK_ANGIOGENESIS,-0.034821385372267,0.028512445684382024,-0.0018656630647507,-0.1174423795182797,0.0482442054614767,0.009754303494223935,-0.08197989070826538,0.05541343554822146
HALLMARK_APICAL_JUNCTION,0.06803710891878137,0.04434437249160603,-0.009666692037988568,-0.07008713980103963,0.003330465444868882,0.10839826089690802,-0.04796285124962141,-0.016215809076779865
HALLMARK_APICAL_SURFACE,0.09342607688138262,-0.006051770362522797,0.025421610284100567,0.07485839399368871,0.022281341290777516,0.12088422270174454,-0.059963193458400614,0.04019986147111231
HALLMARK_APOPTOSIS,-0.02017524079888723,0.04553781614090133,-0.010125318600915175,-0.03147686004238938,0.025824635797318106,0.0008932717588664429,0.014353742813493197,0.02753411084176201
HALLMARK_BILE_ACID_METABOLISM,0.05630370966142931,0.015453563895935976,-0.04301408412355309,-0.12039432217975796,0.0720389088711017,0.11990936772278214,-0.005461443543751259,-0.018355948546902413
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.004168467984203265,0.006320609650983317,-0.03875201779943543,-0.07057476082467222,0.05488261672869538,0.10942113195016695,0.05249650455234442,0.03594436528290034
HALLMARK_COAGULATION,0.04034923769020231,-0.01869721212785033,-0.02889707965333866,-0.11919172402570458,0.037001939206950225,0.09796372028742371,-0.05424843439158733,0.06793781156882317
HALLMARK_COMPLEMENT,0.030738123030847785,-0.03794091197629485,0.05280872420256987,-0.047686229933804156,0.03727343881784468,0.08311267084761204,-0.0018913929077718843,0.058751966631764775
HALLMARK_DNA_REPAIR,0.10084128139064348,0.037331564750306294,-0.02201934794608982,-0.055390407463931694,0.08190237897781913,0.09098044569805566,-0.036904989065643275,-0.00770996214668911
HALLMARK_E2F_TARGETS,0.09489362850028102,0.050955786732631625,-0.025708190049238903,-0.0919477275464583,0.02180865975692629,0.15242525697352405,-0.0434620517882792,-0.003229694016776357
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0037351748638436892,-0.0016545272126332474,-0.002114753939707727,-0.09108431559915485,0.038458137474913424,0.05222609808936141,-0.03059651225665004,0.07488167174182976
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06225991593578136,-0.03267739956608989,0.012303015315401348,-0.05092450347822636,-0.005449825131768343,0.05594625114090761,-0.010164254789843546,-0.01970009501199872
