,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.017160334502794892,0.0749359730593012,0.038882963777782435,0.003920210726105107,0.02859134136840714,-0.04189274332126491,-0.007511946433284241,-0.03697611995501746,0.06229922007516421,0.1330223754364942,0.057919808977470594,0.10413890217261373,0.10695128428215923,0.04224183674455023,0.034225875057897474,0.047705813211488014
HALLMARK_ALLOGRAFT_REJECTION,0.0928703345680676,0.07506224969612312,-0.002507953453704523,-0.02969031039668305,-0.06008872763360525,-0.030209411468808442,0.0660550661739413,-0.0035537904852263355,-0.015072018258472734,0.06280318678229549,0.07035491891495405,0.035252501873719796,0.06418388387535735,-0.09594901230846459,-0.03692269884015621,0.06960608618217827
HALLMARK_ANDROGEN_RESPONSE,0.053078762508427316,0.07257624763966529,0.018429861808654142,-0.004041313413256704,0.034826138913834584,0.006551043552647273,0.048122213634478855,0.013895979943064723,0.019508668271319602,0.05458304615498708,0.015717974131379438,0.09228598792352194,0.0996467462100389,-0.011996501874774315,-0.008342778722581734,0.07767180506910064
HALLMARK_ANGIOGENESIS,0.07614775964953074,-0.039193416693522845,0.05104654307633382,0.03476302446659894,-0.04025670752800095,-0.025724082946952415,0.018427555160521074,-0.04744917121201662,-0.06508197032767876,-0.1382832574355956,0.013456289469653049,-0.013633967177512894,-0.04356401793016629,-0.02284417479478543,-0.012368805812836892,-0.04628941802001417
HALLMARK_APICAL_JUNCTION,0.02452392613588213,0.08967214880989927,0.019028626898141568,0.026878830161457784,-0.04077044438613669,-0.027923619011733288,0.009076220029326267,0.06576096660022308,-0.019509176173153016,0.13497031379540184,0.10256891708289799,0.10409464308259225,0.09764387824702889,0.01085439218657207,0.06453470736168547,0.035630444671097154
HALLMARK_APICAL_SURFACE,0.028066946212965727,0.03302434529340072,0.03527297197484671,-0.10628584177368226,0.04253439822960952,0.018368222288739675,-0.04263832599970422,0.045190595968006564,0.0061377031285774755,0.12130185551780677,0.042287082895466066,0.059084537757428605,0.130249663474284,-0.09781716976307578,0.04773925224507135,0.0011489888083869868
HALLMARK_APOPTOSIS,-0.05049775135524997,0.002247270237537828,0.02273963322955011,0.02218631627125499,0.01306105107116666,-0.009035835634404013,-0.016435288778715976,-0.03487249627275248,0.05978937822754119,-0.049316122362027426,0.030300732617109735,-0.0852142822254102,-0.03374387058417116,0.04071059091466919,-0.014231838584634072,0.05904686942083772
HALLMARK_BILE_ACID_METABOLISM,0.050237843891297373,0.06688455411179302,0.054181482770438306,-0.020188801513787852,-0.01485896195925167,-0.03550572094439291,-0.012532697511173618,-0.009069515456703162,-0.0586791361716671,0.07793169856177454,0.018592091337544654,0.09300949042877868,0.1203978089766251,0.057360326153130484,0.07293596508112202,0.040744604719936746
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.028133776992647123,0.03613745742837175,0.02085095046738027,0.037926859872969294,-0.014853916233369473,0.0028384126583324426,-0.03639885744204857,-0.012406283516962052,-0.02989170545176567,0.04890129919762075,0.05582807287267494,0.11386340054506126,0.11111977380204716,0.03203253636651785,0.09398315978182407,0.03712374478079201
HALLMARK_COAGULATION,-0.06213856906714922,0.05214954807189783,0.02472217073239899,-0.06287432871160929,-0.006347131456603711,-0.041673874365946044,0.04431872475914114,-0.024484637661737103,0.037576316624829645,0.09126481727429676,0.13938658368799692,0.08490723900912694,0.060147027878035254,0.018386306785621146,-0.03500220856493745,0.0786280297026573
HALLMARK_COMPLEMENT,-0.009866476241535048,0.05242363906443978,-0.058155725474897835,-0.01230382586272242,0.06414777466876094,-0.01386834041601031,-0.02458453468759855,0.009098084654731367,0.0015705787780807112,-0.02846875260661565,0.04802152346581513,-0.008303891884784143,0.03246187354450261,0.022536504482822236,-0.0013748850952078672,0.07964132396460354
HALLMARK_DNA_REPAIR,0.01838412353074792,0.09350287681175064,0.041256542885216387,0.06253172022995432,-0.023284493228334497,-0.010136797920454037,-0.013520455635872728,0.006798998934054571,0.0017806641154542203,0.1519859058645276,0.09880210313834686,0.08444613794963259,0.10658337497469585,-0.032528700129648015,0.08139416354847862,0.05840362351008091
HALLMARK_E2F_TARGETS,0.03336597835917163,0.06751442980072159,0.04108971926348083,-0.012085467927707837,-0.026700937581443682,-0.029846748685953006,0.018204386323272443,0.01922404556592445,0.023181013810383146,0.08368786761567296,0.08458194369267023,0.008737591091043504,0.105484945211963,-0.0357215306217723,0.07427879481107814,0.00128880386876302
