,ZH916inf
HALLMARK_ADIPOGENESIS,0.02496796318644941
HALLMARK_ALLOGRAFT_REJECTION,-0.06378257113250523
HALLMARK_ANDROGEN_RESPONSE,-0.0627128138033167
HALLMARK_ANGIOGENESIS,0.005748044546547025
HALLMARK_APICAL_JUNCTION,0.029904493346259657
HALLMARK_APICAL_SURFACE,-0.010775433506209799
HALLMARK_APOPTOSIS,-0.002031587008841256
HALLMARK_BILE_ACID_METABOLISM,0.033603772618579046
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09711192916771466
HALLMARK_COAGULATION,0.08203529872330309
HALLMARK_COMPLEMENT,-0.019780696001419934
HALLMARK_DNA_REPAIR,0.0077924331926507405
HALLMARK_E2F_TARGETS,-0.011770766274151112
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.003107143370293977
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0021134299547585127
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.012136958749279288
HALLMARK_FATTY_ACID_METABOLISM,0.062203724419942624
HALLMARK_G2M_CHECKPOINT,-0.017025280350304584
HALLMARK_GLYCOLYSIS,-0.014710875632095778
HALLMARK_HEDGEHOG_SIGNALING,-0.036387855183906054
HALLMARK_HEME_METABOLISM,0.0072158780867464705
HALLMARK_HYPOXIA,-0.06121847977982693
HALLMARK_IL2_STAT5_SIGNALING,-0.03362705628019829
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0032731926413154065
HALLMARK_INFLAMMATORY_RESPONSE,-0.0631369090685243
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08866936975039659
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.04733507134397961
HALLMARK_KRAS_SIGNALING_DN,0.04424455916055652
HALLMARK_KRAS_SIGNALING_UP,-0.039050442552513116
HALLMARK_MITOTIC_SPINDLE,0.005270773249633824
HALLMARK_MTORC1_SIGNALING,0.031038587108869774
HALLMARK_MYC_TARGETS_V1,0.00843840162060034
HALLMARK_MYC_TARGETS_V2,0.029413435670756116
HALLMARK_MYOGENESIS,0.08643455401462123
HALLMARK_NOTCH_SIGNALING,0.007736937548039467
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.03177309472376622
HALLMARK_P53_PATHWAY,0.05929433899142786
HALLMARK_PANCREAS_BETA_CELLS,0.01926788648414052
HALLMARK_PEROXISOME,-0.002640594812284374
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.06334941624708113
HALLMARK_PROTEIN_SECRETION,0.0072080658055452785
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.11486016283466854
HALLMARK_SPERMATOGENESIS,-0.0012885668522437852
HALLMARK_TGF_BETA_SIGNALING,0.04422773102542007
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.01729654376142499
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.03739951277474958
HALLMARK_UV_RESPONSE_DN,0.06743208814305568
HALLMARK_UV_RESPONSE_UP,-0.022748947078201385
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.07549153941754663
HALLMARK_XENOBIOTIC_METABOLISM,0.001968585446997464
