,UKF248,UKF251,UKF255,UKF259,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.09405430828313774,0.13306491105665827,0.02367333690626889,-0.005954894442853926,0.016340959787607186,-0.013397258092226508,0.07792304045690014,0.03187510915110332,0.003862860211003894,0.11705913395522906,0.09456109590781471
HALLMARK_ALLOGRAFT_REJECTION,0.09708269055702852,0.10263830249786558,0.0165364390494552,0.009834527120358648,-0.03235418074841562,0.03522513700178422,0.16727950128967173,0.0465788352579768,-0.022170919660988404,0.11821190006577714,0.10257653895601392
HALLMARK_ANDROGEN_RESPONSE,0.07949204894955665,0.07224490922757056,0.025156059134659892,-0.009976018978698029,-0.03662624354584136,0.003354701261095707,0.0968666058533132,0.07809324040653841,0.0034960626770889104,0.04676230453747096,0.14542265005629304
HALLMARK_ANGIOGENESIS,-0.026609454610236036,-0.021085473771986822,0.08120203998561393,-0.05092442915708982,0.0481033532128676,-0.052798338819590736,-0.013113575432390213,0.11265650230496509,-0.09307069206717973,-0.01004537162864099,0.08687761889617054
HALLMARK_APICAL_JUNCTION,0.11845602385794515,0.24207421799696033,-0.016125574006573235,-0.03129271819294858,0.05577513322747434,-0.03305350428986095,0.11350378639180582,0.02936569695232599,0.006283606302650838,0.11489628907464487,0.15200355919144803
HALLMARK_APICAL_SURFACE,0.11591358179117031,0.005524174869069249,0.007266302337172766,-0.029461885082090376,-0.04802033966839891,-0.027425636203979063,0.08185348316192394,0.027612249185980865,-0.06668410610564178,0.07814511988649138,0.16815735661453646
HALLMARK_APOPTOSIS,0.03394284049307429,0.033447041071742956,-0.052440162328800125,-0.027633323444438314,0.00843201816461056,0.008892975161738141,-0.03688994694141232,-0.07918853074131353,0.006679495182497838,-0.0024663539366505307,0.01492538979962929
HALLMARK_BILE_ACID_METABOLISM,0.03583525196001266,0.08269513455074828,0.02764498577885943,-0.015784021726562195,0.02777093820719183,-0.03457627719834001,0.06432460833961746,-0.0345302030849132,0.0600793865405454,0.05042479711605468,-0.004059292298909254
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.047039847458785186,0.10125611080981523,-0.027336677680073918,0.06532466740705929,0.03916143866697252,0.024306129188252805,0.14064575095761905,0.06033190207432007,0.003922173981636666,0.08590918450378611,0.01051175864684546
HALLMARK_COAGULATION,0.1281238695047564,0.0777982798732646,-0.03863980549974004,-0.042007615772073556,0.05545971107398189,-0.006492900381083883,0.050054003530452196,0.009262502931420334,-0.025343256283675987,0.1600800018556262,0.1565268845772487
HALLMARK_COMPLEMENT,0.009391601655962653,0.03899883664728781,-0.013707362462554983,0.03747381452085409,0.028725343536504848,-0.025005912772445415,0.11488721014273258,-0.011075892354223783,-0.02044902189739571,0.1302053258542896,0.035758434327400286
HALLMARK_DNA_REPAIR,0.088622027423012,0.2056478879950451,-0.04109715523103966,-0.005217571098209114,-0.009218955639028062,-0.015523716164411509,0.1254881346615784,0.07176820835273007,-0.001662606614535299,0.15359564397417538,0.0681666166859643
