,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.003905141654815117,0.045470596636297295,-0.015660460406789315,0.0013722627395053799,0.1463970991507628,-0.0447187099575445,0.07080407029774782,0.030578136417685687,-0.03054032506265167,-0.019272446485360546,-0.012866294032366518,0.040361611892801345
HALLMARK_ALLOGRAFT_REJECTION,-0.0332360687190544,0.0644066957204405,0.07487600193557,-0.0011526365441639828,0.13960841726017745,0.0014413219287026248,0.08970376403588523,-0.07120997385332002,0.053476622094836355,0.041912165638047456,0.0178362173687397,0.07447163642240641
HALLMARK_ANDROGEN_RESPONSE,-0.02214163835176669,-0.004026056533337324,0.035078059588706564,-0.024743248260457287,0.17702143283058805,0.07558070504390715,0.06965430642438673,0.04359508551256983,0.0510206937185874,0.07475435857030838,-0.03013187954098567,0.09349114077822376
HALLMARK_ANGIOGENESIS,0.02235487762352092,-0.03865175697624568,0.03128986955129862,-0.05878642778251243,0.14414950175069866,-0.007564868069932918,-0.05011365683042173,0.11554802677583775,-0.07839192950058001,0.031488243944571205,-0.014372734025687497,0.0476315679146062
HALLMARK_APICAL_JUNCTION,-0.01571940275799422,0.0673290996008335,0.0535859315189097,0.02691888108451315,0.14045489885475732,-0.03629242570349722,0.0953890506846262,0.04478450020825718,-0.007796193935627829,0.016226392966642154,-0.02768030728205249,0.10899543201674779
HALLMARK_APICAL_SURFACE,0.018764493383105325,-0.020695199701262445,0.030905017702031815,0.07337950464531978,-0.08151499693567975,0.017514288580435897,0.10881773403798549,0.08986926462479046,0.08566031309539865,-0.08588497800030256,-0.0463014728607017,0.11511809664075998
HALLMARK_APOPTOSIS,-0.04370181293263526,-0.018420416511280457,-0.029749926903721566,-0.011164931987193242,0.01141214568719338,-0.027238723131799696,-2.2334403725746844e-05,-0.12441548737961523,0.019144895795556796,0.005840766777073811,-0.047154763367710406,0.02487191577558217
HALLMARK_BILE_ACID_METABOLISM,0.011277117537650002,0.003827248434208058,0.03798425441024847,0.04065411084414903,0.1570822123430924,-0.01554868105752961,0.023347374197662883,0.08040996470522153,-0.04148291274609677,-0.01651784984862605,-0.0850925651072509,0.039190236672085564
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.007686476831366455,-0.001584476741720556,0.0073379411212932425,0.010961250965594546,0.1260956837114757,0.003940315072991552,0.07925856018747283,0.09612536593684837,0.03207235148272514,-0.016478799881665604,0.004610194020969948,-0.004630437697669892
HALLMARK_COAGULATION,-0.036417202389666635,0.00582927733256465,-0.05866728342167196,0.006950537244907581,0.14142775194606266,-0.035941617259989136,0.09601913400310048,-0.01977785820523296,0.05133232855226966,0.01722405328176474,-0.020046522185213002,0.1152699970200206
HALLMARK_COMPLEMENT,0.008681173651489127,0.020740527225715226,0.03453866846174155,-0.047436827649658744,0.1285896173113178,-0.043019533914887324,0.09792956287117904,-0.054458679346137906,-0.02638423623549253,0.024399699342476287,-0.022398867140498487,0.018430980123080958
HALLMARK_DNA_REPAIR,-0.017984214126035864,0.04816901171326207,0.039205106961446835,-0.024146754071788675,0.16481457848190145,-0.029370058214986047,0.1055797908737699,0.10050338406597346,0.006590323926678079,0.09792953836255544,-0.012292062388874016,0.018522552336263633
HALLMARK_E2F_TARGETS,-0.03900788993527919,0.012359893627199414,0.042149590709395154,-0.007300839248663231,0.16534284638731944,0.03401484966425804,0.11204874608297583,0.08748338101572502,-0.0018303869283644572,0.047955076481265596,-0.0006501265508887178,0.03385283202372986
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.01567762664564547,-0.052798084266473116,-0.059797614675959065,-0.055194549492908605,0.13154331708853703,-0.003215503938888549,0.03038400125731506,0.04835572838388566,0.010326912890171888,0.03401457648396333,-0.02727090915177023,0.10951445900121096
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01955051892731047,-0.0020449283388766634,-0.02783368294961307,0.0047099798259293965,0.05115410576362683,-0.030206600918044647,0.02155479767841388,-0.0657728216464799,0.004219208689841787,-0.029582418241936907,-0.003660960776227358,0.008890380301062789
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0009394562497065258,-0.01635732937682339,0.03138923763022113,0.008163405344657934,0.011089322365120561,0.021541380230462297,0.07563467199671615,0.12396246640449478,0.010866549853099811,0.10862413018011993,-0.01761344058237428,-0.0025379892168200207
HALLMARK_FATTY_ACID_METABOLISM,-0.021211452375390853,-0.0327421765680686,-0.03657861587801433,-0.023203987807100566,0.07620021337780349,-0.060182819637387114,0.03358698025739449,-0.025919813471838016,-0.04651000667908868,0.06609335687092964,-0.017257446593849993,-0.006351414746786788
HALLMARK_G2M_CHECKPOINT,0.023556671841758275,0.050590766971787826,-0.00990641980198601,-0.039839255043806344,0.17295247508914185,-0.004918595807560513,0.0881560021465914,0.08345481720205924,-0.03805566456340719,-0.005679936067047531,-0.021039148265243057,0.05311017817668811
HALLMARK_GLYCOLYSIS,0.019209891123353775,-0.008943767828507873,0.038525981787866384,-0.03315465020623076,0.1421519848836973,0.029463950470236252,0.08106505814717421,0.11619594817027264,-0.032355254974537034,0.060206749959422594,-0.026754065998706583,-0.005496719948525623
HALLMARK_HEDGEHOG_SIGNALING,0.04573566710863021,0.018688709560106456,0.00016045396414941318,-0.016914631222538196,-0.07377798937338793,-0.013862405210757768,0.054889682356616634,0.05192927225571437,0.0020931784808671007,0.0020890041285959718,-0.0149000203331393,0.08322146907628944
HALLMARK_HEME_METABOLISM,0.008144182513787209,0.04493448233305452,-0.031929005788991806,0.008417317394359938,0.1626442391254983,-0.001874877118169577,0.12417525718502159,0.11137220238342606,-0.015966006677360572,0.02908514904241534,-0.03538126837139606,0.019689603955176264
HALLMARK_HYPOXIA,0.04179203863719728,-0.026698119943570714,-0.023580905568753127,-0.06334386014746632,-0.05650131073746199,-0.007142543755865934,-0.04416717812519346,0.08805960898368319,-0.04405548146139618,-0.01905789280280041,0.03812231743083695,-0.02810574893746738
HALLMARK_IL2_STAT5_SIGNALING,0.011532492215917041,0.024206785940645046,0.027791778557498856,-0.049419616330726314,0.14696583347371575,-0.06372844918853765,0.012430412020920895,-0.01839411366908039,-0.05648490495045354,0.02713400352469437,-0.024522707808204158,0.0415097085817182
