,MGH258,UKF243,UKF255,UKF260,UKF266,UKF275,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.058696887848052264,0.06613000151783464,0.14035311633923897,0.003030014084657021,0.0637777103306532,-0.011311829808239323,0.008878968618734018,0.03353356047006681,-0.032025838607158116,0.04624016082807533,0.11483658257588159,0.08110948211547937,0.08709482780289873,0.00788074042523739,0.0672980727081121,0.08273128885646075,0.015094258853135388
HALLMARK_ALLOGRAFT_REJECTION,0.023767026946706314,0.005088663750983453,0.1644206104056929,0.005121610198363708,0.09953110641639495,0.025932000604821367,0.006242229536992007,0.035573531879428556,-0.01830600457483832,0.04867974196640732,0.09679965851993876,0.07408904989502256,0.060886545861523346,0.006548996369011866,0.014748710865213493,-0.008667183701098912,0.05635031856833046
HALLMARK_ANDROGEN_RESPONSE,-0.10232051996518005,0.0024173589081421328,0.06980358765549802,-0.07579288256699962,0.11508136436469042,0.02614585438030524,0.10492621289265261,0.040358275269585284,-0.003909758126989588,0.023397857832977386,0.05514718988584447,0.023961125192431373,0.12957330239221806,0.03259803230536098,0.02075733115159181,0.009014463971638667,0.014529919138466149
HALLMARK_ANGIOGENESIS,-0.04978960810229806,-0.0035998887246164062,0.05084650861112526,0.030518295075481004,0.12327163966149123,0.019212033803312312,0.036501163011736164,-0.012037045677124157,0.06169716341680164,0.01172295140540906,-0.00715413438085076,-0.017850381586627707,-0.03471348501927807,0.10345305305673147,-0.016445777316573748,-0.09354157795590433,-0.019831578307313007
HALLMARK_APICAL_JUNCTION,-0.03863452197776122,0.02932927804794983,0.15927204046322682,0.02046389382454816,0.16040186939211068,0.02128796296675763,0.08546757798297172,0.10141612786557526,-0.09441024821616467,0.04438247578960496,0.08687452490944095,0.0658070982238771,0.11227099423660551,0.013544334348393248,0.08863047517454418,0.005897988323489549,-0.007675034195021314
HALLMARK_APICAL_SURFACE,-0.037466733568497425,0.029144620741258034,0.1123431468034085,0.06872345273265523,-0.012732624629640525,0.018022606372574537,-0.004916353820262714,0.04547282506241609,-0.04412826065692765,0.04212208943348978,0.027394278806038952,0.01824596169541807,0.061340542421787034,0.03319305896466288,0.06709596421644212,-0.02341409959608382,-0.0051145381678737905
HALLMARK_APOPTOSIS,-0.014664163735539585,0.03885151619406191,-0.005690660141257953,-0.07016228685030655,0.01754040764477146,0.02193389745261904,0.017807723253970478,-0.037589901025467734,-0.08343717144717978,-0.013578201732164525,0.0619033883835251,0.009815610127003854,0.006661848910323345,0.0348746482268705,-0.03328215024422602,-0.062421065576676975,-0.022577245615303106
HALLMARK_BILE_ACID_METABOLISM,-0.00025835402116053434,0.05311319556317281,0.09199669220372217,0.08966451700161876,0.13535933607602543,0.036036597401031316,0.035405665503350045,0.04941747270146433,-0.0638056391084971,0.03724619662684296,0.12415668348509454,0.024804352618143278,0.044150541399370094,0.012153911261282459,0.040905502675814547,0.09388188872948924,-0.011741665563775514
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05352434126504449,0.10893194986174004,0.1432618568445084,0.06776052196429817,0.1541735418445467,0.036766066907596415,0.005958596212718516,0.09257778283938078,0.003414806408270965,0.05483659457559072,0.06284599409295573,0.09115731862414904,0.0720874976362828,0.07526416559943985,0.05057591394041573,0.11016618887298123,-0.05587462074200038
HALLMARK_COAGULATION,0.023657999218861577,0.059223659327112016,0.055664185828112715,-0.00278814100695875,0.09031490078197466,0.008795418229361557,0.03856202240283886,0.07742126359465659,-0.02906432956504035,0.022543737775659083,0.1092010177994344,0.028931769258955173,0.04598875505037099,0.016646239276036704,-0.008320071379328714,-0.059195475267253696,0.013879557146060893
