,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.060356193426277814,0.03150246556530696,0.08879524941924848,0.05802699189454619,0.012467909175341201,0.07537133586824404,0.054190476963101274,0.0466924771377983,0.036134498857194663,0.1524368813189839,-0.02814357258527881,0.05709616272325084,0.057017277132939054,-0.019883975752935903,0.043366867621562236,0.13047899908607827,0.057555908651920805,0.006047057765815806,0.1483547874545293,0.09247922747783684,0.1230261462108364
HALLMARK_ALLOGRAFT_REJECTION,0.11869009958117238,0.0025227959826197347,0.1561723094289041,0.04893783114019715,-0.00855840979803951,-0.07756591565966299,0.016592567397403005,-0.03959523664675418,0.02934872395229562,-0.21213881307839427,0.0009265720588225829,-0.012038167361285127,0.013399597095635287,-0.032883912704736,0.03574835707876823,0.07574441361792737,-0.022145647590363842,-0.07278605145313084,0.11526626852110543,-0.008641575378325085,0.0037969358903178676
HALLMARK_ANDROGEN_RESPONSE,0.051027215147616545,0.014748712465125446,0.004077938457414928,0.04965110135859046,0.08839454880599197,-0.04066362742302472,0.023796799723958054,0.009917357629524585,0.00716883726184567,-0.1378997554143033,0.08339115197556476,0.06222591244296203,0.06758822009302014,0.05213520513058164,0.07232502046789036,0.07676580041184991,-0.01856522309970457,-0.06431282435532353,0.16520997868988527,0.059243421204657844,0.0378721524158914
HALLMARK_ANGIOGENESIS,0.05331220772655826,0.05798945096969887,0.053442549177316584,0.025001702490153623,-0.06076392698393327,-0.07182216867179407,-0.0030092608127447328,-0.007908163186399747,-0.012233928447858892,-0.21819413787562605,0.04759964910395446,0.019349985204432395,-0.023307374665597253,-0.028602078238141673,-0.01421571579840075,-0.12422534280361926,0.038065150711977795,0.0025289443324075147,0.03462998216803427,-0.0037672525438718937,-0.15817659272799858
HALLMARK_APICAL_JUNCTION,0.07758627684163717,0.009593405843641586,0.10011221860419846,0.0522414280747323,0.0028414603070209287,-0.0063261240842888864,0.03858627485250153,-0.01045946703789095,0.02948913665605443,0.016166588160061158,-0.018751686620170144,0.023166291644825258,0.021054187370019805,0.02863515951989537,0.06854331453893492,0.08593767904196198,0.01774194791572758,0.023162347708511447,0.17954036271693197,0.06793015484099706,0.07659959567771962
HALLMARK_APICAL_SURFACE,0.036732665481413705,-0.020174156650363404,0.07448434757345873,0.015446746679137814,-0.002016291303282001,0.13098850145821758,0.02817153195500311,0.0070815560115087715,-0.031887011867492536,0.08737295626966986,0.008524297644946234,-0.01020510555320056,0.02824956237089535,-0.086777724061468,0.11126368302862752,0.08195674262318087,0.08240834327505153,0.0525047143871595,0.16062334997346323,0.08855629875492425,0.040972988863479276
HALLMARK_APOPTOSIS,0.046260823601477666,0.02337213702064521,-0.030683359226866623,0.031073813014025134,-0.016699193019627682,0.018185041548189923,0.01235772184390059,0.01743118736002776,0.027798374132289094,-0.03389787534796053,-0.05512911627212149,-0.007377416803991314,-0.007003617230652536,0.013367054772675755,0.003958023282409325,-0.05049819468396164,0.0419840303616058,-0.009445830991080428,0.12153336107803306,0.029355971129922255,0.07274024564803183
HALLMARK_BILE_ACID_METABOLISM,0.07417340311494736,0.040503454602747804,0.051094859260089664,0.00982225163195342,-0.021704583054866472,0.042038430617449635,0.03798811515244649,0.03250135455353024,0.01778655227990891,-0.05263580473785718,-0.011546950942080567,-0.012779235894330585,0.08329441857316697,0.027919035701938495,0.04930443616970502,0.1047807596229904,0.0358602432664918,-0.009575649506707423,0.10048200263235078,0.1318529724682384,-0.023270551348743125
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05603347022373854,-0.006732933370166482,0.0625754415773211,0.042736427977093684,0.006232350428733025,0.005506167901173313,0.047480868699619545,0.02027968019937533,0.04616936809576999,-0.1653082085599566,0.00111249189587825,0.017652687111625952,0.08524236548984118,-0.04813384461134884,0.11515778590162644,0.13111433826070892,0.038894988720908893,0.028899355248679953,0.18117753621230978,0.08028902067738009,-0.02026058403044016
HALLMARK_COAGULATION,0.0203314352336468,0.04473181375603876,0.03645027983692221,0.0746905621140595,0.03801874767501151,-0.09852345114690883,0.016103089922028458,-0.05683524762396749,0.03534844509812316,-0.22214707428847769,-0.014453169531205186,-0.02475992875947982,0.005601512283002217,0.02153122629657689,-0.010662848891765194,0.05472507488955439,0.01999152481002468,-0.10343100273079968,0.16951829513976432,0.0548975919978604,-0.09665536437702356
