,UKF248,UKF255,UKF259,UKF269,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.02534097392845729,0.0518403351560404,0.0039822821375787125,0.17482687051798526,0.004417523004299501,0.03678121197450109,0.054381714435848494,0.10762932606800478,-0.011186466715430105,0.08608595614011964,0.031189904270401345,-0.05677064771729751,0.10288858628109852
HALLMARK_ALLOGRAFT_REJECTION,0.03436713964657238,-0.0058003417542042334,0.03843002469853767,0.20056988175752016,0.040111521251981086,0.09530562975497284,0.000377509742161409,0.07316306922459202,-0.03977913118414645,0.019164857196894165,0.021603265920875626,-0.010511771058989506,0.05139613809405286
HALLMARK_ANDROGEN_RESPONSE,0.03402220859629351,-0.058252920650057674,0.03214429493570119,0.1843868345929885,0.04721011703673862,0.07508565573430555,-0.0033721895237108423,0.06668149469686983,0.017550548442919037,0.09308112676021822,0.04640938132006119,-0.041455085602325525,0.0531061803726297
HALLMARK_ANGIOGENESIS,0.04937216518609142,0.012178745558135648,0.03646642790303309,0.17609742229793687,-0.004405605367266141,0.009938077736034383,0.06159187095161855,-0.017169109406417454,0.0757884114941434,-0.010137413348155997,0.0108780155473576,0.033244229382156966,-0.05013056852383255
HALLMARK_APICAL_JUNCTION,-0.0007055066613588521,0.06376567298175853,0.02342839527051506,0.1812218638613972,0.04951599025551451,0.08692062966477444,0.06145054723788557,0.09738525652971086,0.03827206234197085,0.09147638266171947,-0.002267975674631564,0.041375133072100286,0.09040335371662644
HALLMARK_APICAL_SURFACE,-0.020972193152749886,0.0449450622480652,0.011167320037549914,-0.08242949784951349,-0.019616344863426963,0.06870622648022627,0.09922869904666749,0.060827143284704344,-0.05074301488811216,0.032182955956342886,0.07010923312530085,0.0008166020175487108,0.06830357906197632
HALLMARK_APOPTOSIS,0.04980370132494151,0.0048608611108627575,0.0065789017941135,0.05581791722167798,-0.038934120003789756,-0.08441738317428504,-0.08113794129114822,-0.03356878012800438,0.05311797445842719,-0.006537218603766487,0.02461189173001307,-0.05218154057923247,-0.009478146401529336
HALLMARK_BILE_ACID_METABOLISM,-0.057153663061110305,0.03831537895406321,0.04286125579755513,0.1523484913223192,0.04551301204030301,-0.011259507681457177,0.038356302921310946,0.060663853987148894,-0.09775625372122326,0.07745298080857133,0.0970263836874215,-0.07648452994777778,0.14346747124363904
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0023209069587535086,0.036796217020428824,0.022503286405279505,0.13482353242356457,0.023962621963514934,0.05993934189233011,0.08052660263645095,0.11140695234561945,-0.018032593757554158,0.05549655154219454,0.0472261870074909,-0.052622980162964954,0.10246528076177759
HALLMARK_COAGULATION,0.03096100603056911,0.06998012355423071,0.02086184480669112,0.16915783331774079,0.012065985509126232,0.09771665645964049,-0.01860351746199763,0.061149485125043215,0.08005446967954624,0.08481595902946633,-0.006268713950293264,-0.10046003393929476,0.05661055971168221
