,UKF248,UKF259,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.06019400612606638,0.038009414834973304,0.09863918566051645,-0.0024653101585896515,0.001713026198461003,0.09962191489256728,0.061199523815015415,0.04662519495337324,0.010334779498538655,0.10417542048839575,0.04365754526849772,0.09989114063461316,0.04045117982502023,0.04011479794185184,-0.024741197179209487,0.03720375545004589
HALLMARK_ALLOGRAFT_REJECTION,0.07787521053816132,0.004645665511707653,0.14141507866122754,-0.009940846386648782,-0.010352641403243386,0.10842832451919816,0.04511380683629976,0.10612744877610951,0.05869167625046889,0.04815994380877387,0.011293229184388482,0.03776859248752995,0.09198905717323472,0.0513834728264393,-0.023365285311917013,0.061485414922444415
HALLMARK_ANDROGEN_RESPONSE,0.080521804160214,0.05203457413773127,0.09159434053851932,-0.049766818195648606,-0.007922723839336178,0.15437414253831527,0.025916672099145065,0.11120085241226202,0.011665501488087334,0.10342709936093411,0.05263797402606391,0.055217618148098134,0.049702008174563723,0.06729209613457163,0.014796043779647853,0.10892040478709075
HALLMARK_ANGIOGENESIS,0.0019316669613613157,-0.019270406453906107,0.12900716403647602,-0.04468344615560406,0.029045045104937127,0.10599699293181417,-0.057171474213283086,-0.012087418443944002,0.09038159857155326,0.05546333198347471,-0.009554008711896034,0.05944863217490075,-0.009683646411477516,-0.011606888018635032,0.009929967559895376,0.09578562399673764
HALLMARK_APICAL_JUNCTION,0.053253789220643215,0.007591200688759473,0.12391070846551157,-0.036853606717131726,-0.005004553113661257,0.12477280341756093,0.02563823838846713,0.03125731215300961,0.0537466949746344,0.10838080121244296,0.0875483324596168,0.1080348536878792,0.06837706457981006,0.040875817157671385,-0.019829650623100232,0.05876630851871137
HALLMARK_APICAL_SURFACE,0.08302475756256207,-0.005248839327443032,-0.0990228533049212,-0.003209557264425046,0.029280965849759515,0.1252235884212924,-0.041936049741774534,0.019889740151319935,0.04738656779073354,0.06384922404387194,0.06964101978984595,0.08649961515745107,-0.021790034570592302,0.056252103464164906,-0.06434280187065439,0.0025591220468589716
HALLMARK_APOPTOSIS,-0.009228401216197703,0.021089477880448834,0.07097368234586299,-0.006682154893623285,0.006471811106004655,-0.013961374925976945,0.0005902228738386657,-0.009126788763044081,0.0390202120758028,0.003720608672271351,-0.025616645761824826,0.04823871894406588,-0.022119644360994624,0.005588038488807748,-0.06102187967481331,-0.06235421692323708
HALLMARK_BILE_ACID_METABOLISM,0.036517269307237935,0.034414964259000036,0.11870095435444075,-0.06498771667394107,-0.0242343633129986,0.03618439044186699,-0.020037023315738194,0.052919326531990836,0.021484372683668707,0.07922594720083848,0.03206764004345607,0.08204335418485746,0.04030943126790456,0.00966857728277202,-0.03291762355232198,0.010891210568575333
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0037463638879780695,0.016307693450433428,0.07108024324203666,-0.023777971735326593,-0.06492849939882699,0.07007476688668621,0.06448829425782099,0.06294241019703337,0.030969985281955933,0.0758982218996212,0.016352574521499873,0.091621674754531,-0.00713904593550967,0.05310647179356751,-0.03417433609949656,0.07517663069770571
HALLMARK_COAGULATION,0.04293601531126253,-0.03191593991999789,0.12663039077299584,-0.024307890927381143,-0.01714057433768267,0.057908338960609096,0.018665176721830323,0.030312762009257928,0.10099994994032635,0.08762954630378854,0.051240815272598335,0.027742422715525537,0.04686804673901072,0.03930596532079678,-0.057629708611947675,0.0048368185452846895
HALLMARK_COMPLEMENT,0.02276181809114447,0.05361625787363379,0.15023234862566864,-0.051593028402183036,-0.005366406094329413,0.10513576566869387,0.05685059590368746,0.07011198769097997,0.0014879736970848751,0.0994667259135687,-0.018136310627463896,0.1020728387638769,0.03081295955473521,0.07682505065733469,0.012428078334895353,0.03819237136762568
HALLMARK_DNA_REPAIR,0.05317663546050549,0.04412315267125919,0.14730567417893084,0.014729428800182328,-0.011739157083287849,0.12372486483413571,0.017434411973213864,0.0614806267673196,0.046900874274057966,0.096479638050227,0.06477228774090976,0.15677221401332184,0.012937029864438239,0.10464488024565989,-0.01241584523365642,0.041688269007183705
HALLMARK_E2F_TARGETS,0.07572449654386104,0.031033157673191623,0.12482035009006928,0.015083328840823078,0.04362313978229714,0.00877487618605514,0.07474776833399017,0.11760815894895378,0.06300556868320947,0.08407351848301473,0.0727676880310235,0.12147745425258392,-0.0007772839115122109,0.03481123118500795,-0.06771587993492469,0.11335049762649503
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.006928349847737134,0.014858323101477637,0.13761442291078912,-0.05891966616072881,-0.029021774561516712,0.08892766180141655,-0.03832814450488442,-0.018445531672433374,0.09586142252220581,0.08055784588933887,0.04662595305513092,0.07176409118787959,0.02015468610556611,0.039854009350580824,-0.042598551601098954,-0.04221778421800583
