,UKF259,UKF260,UKF266,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH916bulk
HALLMARK_ADIPOGENESIS,0.022559696127313945,0.06620526189071317,0.09887142370460708,0.11762576136505412,0.12173728268331066,0.45641478906233973,-0.0041648844158893306,0.04198279449267064
HALLMARK_ALLOGRAFT_REJECTION,-0.05035677637372744,-0.0509516814959138,0.07180571086816041,0.009643852094486241,0.11416779329762639,0.4009401662840185,-0.24843972606425005,-0.006407285884871454
HALLMARK_ANDROGEN_RESPONSE,-0.04382842880669986,0.12491259938669562,0.017658052345105014,0.016315126789312837,0.13027692215870582,0.43731541063039153,-0.0074630436657698,-0.01912086105687586
HALLMARK_ANGIOGENESIS,-0.008858674527312316,-0.12008781297025935,-0.0444688678350175,-0.2065749293688489,-0.05076803186627463,0.547124950862014,0.2242321377270256,-0.12144150208643707
HALLMARK_APICAL_JUNCTION,0.018832955006470142,0.015582180445479328,0.04206467087095322,-0.06692738093946245,0.12501580491281356,0.36003311153841694,-0.009507238283446493,0.010116993348114719
HALLMARK_APICAL_SURFACE,0.028382274177660084,0.07700197024731881,0.002373511238283809,0.15156293923327682,0.13893700232789455,0.18484434701035699,-0.09691029776666547,0.06112801593434563
HALLMARK_APOPTOSIS,0.0010760104920651342,0.009202247362543403,0.07409407128579762,-0.1255192518607992,-0.03238405095684695,0.17324456642539368,0.10361663719835906,0.07618854969974706
HALLMARK_BILE_ACID_METABOLISM,0.04795233390321579,-0.005190143790688972,-0.01265392546449969,-0.08101232959927135,0.038123322362602255,0.20468551950251362,-0.08292923189546693,-0.05095673674542734
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.014459589142762975,-0.002019299226120711,-0.12599245811289453,-0.16837182667047498,0.12795281358014685,0.4618685239809569,0.2506735452803681,0.022889319979418177
HALLMARK_COAGULATION,-0.017327259671751905,0.006669940212931693,0.0343526291055604,-0.0061667152227750655,0.12047755821831146,0.33563053511910945,-0.17750948646300754,0.012212464000475954
HALLMARK_COMPLEMENT,0.010769995658056997,0.08601050030208442,0.12907302044416463,-0.14068352081219573,0.10833866018059637,0.6176780617640576,0.1207024825030432,0.0692551810209622
HALLMARK_DNA_REPAIR,-0.022010308118871107,0.09524397472375737,0.10062077214772819,0.03854157681215453,0.14992216755878385,0.3769889228371561,0.04159339210711207,-0.014964896878538284
HALLMARK_E2F_TARGETS,0.046566564333249794,0.1052886171920549,0.0241651682838062,-0.055233071595236924,0.14365710030373216,0.02205557739644617,-0.07320542184770853,-0.006393732103095188
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.05050069616479082,-0.11770614997370027,0.09621214266076644,-0.19055026568657027,-0.02499870200103705,0.34941426694560673,0.06834734505990979,-0.052209966563842414
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.00040934113334889385,0.11682302276460949,0.06023510305522444,0.10559422262852801,-0.06273241244827861,0.23283360083885876,0.2405037683300851,-0.006327990643131643
HALLMARK_ESTROGEN_RESPONSE_LATE,0.018148566464361433,0.07128862337953178,0.011120731380058684,0.07719657431778995,0.13043423990837508,0.13978647492271215,-0.07284629088330691,0.06400881742355785
HALLMARK_FATTY_ACID_METABOLISM,-0.013331554366372452,0.04709948769560892,0.043613135020052665,-0.11451334699161812,-0.06405333277169116,0.35725351136836997,0.209593150716252,-0.024123511345358225
HALLMARK_G2M_CHECKPOINT,0.004605666622219274,-0.03729088768007927,0.026854868357682905,-0.09713047168489652,0.13416283536313953,0.2305179911809877,0.03480170491626233,-0.10641734131645567
HALLMARK_GLYCOLYSIS,0.037316379537934735,0.03185371132706257,0.04847649138207851,0.0392685105640142,-0.014070087289357278,0.3432585864355847,0.23397993249093565,0.036647945778761515
HALLMARK_HEDGEHOG_SIGNALING,0.09416267984830166,0.15999722296385327,0.056214431753971374,0.22277291366204652,0.039423869652669113,0.2343442376438277,0.3705232525566892,0.16162679311000558
HALLMARK_HEME_METABOLISM,0.04167766347960372,0.10808941132547598,0.053515444474562024,0.12914954813694957,0.10501943269265285,0.4627634576026293,0.0641742687055958,0.06600591466579135
HALLMARK_HYPOXIA,-0.032485132962991915,-0.021848592879433297,0.055562020471607486,-0.15562897231249884,-0.13455224712374683,0.36758455529045936,0.33030558454687226,-0.16837874046749743
HALLMARK_IL2_STAT5_SIGNALING,0.003958226830577438,0.04477464527118684,0.09298587385969585,0.02456069455487675,-0.07654351503274161,0.5071281765882767,0.14003783548996251,0.011250417693666243
