,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.0035540628504456707,0.045919118934067686,0.008541056343616125,0.08689622741701791,0.15834577387824822,0.017390008991027613,0.07319887956709477,0.03926635040308752,0.04236275580071618,0.03824287637721061,0.038862906654395006
HALLMARK_ALLOGRAFT_REJECTION,0.024129446426284486,0.04752151011979994,-0.0801470599885596,0.06224557090614641,0.14998470370486106,0.028083814359123778,-0.03102872215077632,0.02646202007068924,0.014784337103583017,0.05929868918386681,0.011608574030227073
HALLMARK_ANDROGEN_RESPONSE,0.059580684302951534,0.04758744458084886,0.04580539693089635,0.09562918704105604,0.14870899362967024,0.011452228319715924,0.018893756851751667,-0.00575295802749895,0.0223873899440516,0.050722160573250054,0.045680835852767214
HALLMARK_ANGIOGENESIS,0.03342263275482876,-0.025204134338152055,-0.05072281490762551,0.0822982858271873,0.13510179574020825,-0.02960328893082303,0.04526375966524069,0.0363243308970923,-0.058156188437061725,-0.053786276272786815,-0.01479735953969679
HALLMARK_APICAL_JUNCTION,-0.022073365968406516,0.030759018725432977,-0.02937641242839616,0.09413205830145323,0.13841495427172773,0.018874828764951442,0.08103241206509933,0.06603471693233352,0.04521815295702205,0.04770299748654429,0.0777408200194337
HALLMARK_APICAL_SURFACE,-0.019582510900743307,0.010163484327883644,0.000307102551915788,-0.02634371298275224,-0.049954357494995286,0.03860877015415147,0.09403975707975132,0.042292670129370755,0.08171025895424522,-0.010796809587347547,-0.07079192848323435
HALLMARK_APOPTOSIS,0.014295903121568183,0.012816812590609135,0.010622766681420622,-0.014115252386021864,0.010239899842401414,0.006128973231608054,-0.06127852219430272,0.07577023670461949,-0.03533514948757408,0.04773171943279132,-0.019821508576419306
HALLMARK_BILE_ACID_METABOLISM,-3.618880144743458e-05,-0.04802741307676075,-0.0898297435118485,0.12146764805214913,0.14357808668165828,0.026325472740063006,0.09575570151975109,-0.007660293351042737,0.03468483865748087,0.03657780959026683,0.02685083923743047
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.026721823107652747,0.09163586264356166,0.01132469122633326,0.13568561435094445,0.0927445738641562,-0.027341840731092287,0.09081223489814312,0.04873959263929259,0.03939393752851471,0.07465263427263012,0.04603406486986511
HALLMARK_COAGULATION,-0.0028085101496316497,0.01595394244679382,0.043335862503304075,0.09859840155287858,0.14246033371994574,0.06160078354411087,0.02391940377637094,0.06228804955219806,0.00803554971903196,0.04946740273441931,-0.0009927042362208249
