,UKF243,UKF266,UKF269,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,0.055409637885207856,-0.034962332877999505,0.06368081925374182,0.03813077435472469,-0.06355655849500069,-0.000944643614913195,0.010761687550995797,0.13594404840853327
HALLMARK_ALLOGRAFT_REJECTION,0.0041775876014511736,0.0542352779638979,0.11018306169236967,0.014683509354435279,-0.008766727878036928,-0.016469199707247133,0.00816472517200588,0.11450875774225007
HALLMARK_ANDROGEN_RESPONSE,0.10508119509986659,-0.03597833444482782,0.07019156292115451,0.0034855969108360985,0.1864172448371878,-0.006472453321275596,0.0442455998767352,0.0036634616957312485
HALLMARK_ANGIOGENESIS,-0.024693584543426836,0.0017430399587524909,0.06429984503230445,0.01200144011851748,0.25248243495958095,-0.12261649934824517,0.04507462847655143,-0.02407105729659829
HALLMARK_APICAL_JUNCTION,0.12814378470943888,-0.047481771641730654,0.07573000989333407,-0.030877935497172285,-0.03272962864090473,-0.03747003516681906,-0.002070458070831931,0.12113679137989078
HALLMARK_APICAL_SURFACE,0.1011170408942791,-0.0850497669133979,-0.03383802369285984,-0.051386223463982486,0.0337953471520699,-0.07003738989883382,0.11163240453193458,0.14335321721129832
HALLMARK_APOPTOSIS,0.05810745495456125,0.054220162906813404,0.03486845941577153,0.0032910591026839475,-0.12861819118580892,0.09313157568325296,-0.08918292786491978,0.06664137661060002
HALLMARK_BILE_ACID_METABOLISM,0.08077588807833042,-0.06357286246113943,0.0844781455437127,0.012581846116496638,-0.0871249294415511,-0.11987720753021386,-0.032454129711909946,0.03604379126905026
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.052107147565047404,0.022880832277661987,0.08109679947622317,0.011105167322606215,-0.009390262634035666,-0.11351690895881168,0.06021133058754197,0.042738757734327525
HALLMARK_COAGULATION,0.044226431755722086,0.11285354932788697,0.12580357977478163,0.03611905856869877,0.08935892511630408,0.14081938663781937,-0.0575380821174932,0.14413652526162338
HALLMARK_COMPLEMENT,0.05708525893311453,0.0006382161248965814,0.06402729951676232,-0.059870970735579794,-0.06969772258413534,-0.08729082002972238,0.06440893294032281,0.0775913756116019
HALLMARK_DNA_REPAIR,0.09676443051277393,-0.07265265714907464,0.06311924931618104,-0.00972459945136842,0.0023592241807540012,-0.17995998390151363,0.09203264763214093,0.09440434788506079
HALLMARK_E2F_TARGETS,0.10936445448092877,-0.021877545601889203,0.0734710888118914,0.01951377035105228,0.1456394698390654,-0.13279247848759707,0.08249566306673041,0.0743665068119142
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04149864651202199,0.06205589879356777,0.08679124285308487,0.05447289873574997,0.06618767274971807,0.06124562850373373,-0.08912475791104503,0.08032962620176469
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.12992490303767437,0.005354913222793547,0.08107585687210928,0.001274470099135139,0.03582242233347623,0.12744185147338316,-0.0983123463891904,0.10539580235031144
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06754297598733351,-0.051030821366161466,-0.02958598870082328,0.0282071556478692,0.020108315002572416,-0.175529899982371,0.03574347883937832,0.04818202856035268
HALLMARK_FATTY_ACID_METABOLISM,-0.007359461524903003,-0.003996382395645088,0.066484637981641,0.00589664672560219,-0.05672139439800081,0.0017506456888371508,-0.04274956014848341,0.04131021085482316
HALLMARK_G2M_CHECKPOINT,0.06276138820373522,-0.004713017380784427,0.0686632616443282,-0.0010324973883698635,0.06767377404772126,-0.08478660463302772,0.053144155265663844,0.07792239362566512
HALLMARK_GLYCOLYSIS,-0.009724080524371043,-0.09542147745577759,0.07973233460710256,-0.027465258731938308,0.17627947530225704,-0.18497610652464497,-0.013748852561974789,0.08866228259120859
HALLMARK_HEDGEHOG_SIGNALING,0.00954073163570887,-0.10954526597030849,-0.03541854674477941,-0.02874159467498097,-0.17670756902634255,-0.02905670687487817,-0.08854678582361573,0.07720208218161818
HALLMARK_HEME_METABOLISM,0.11819804439447151,-0.06468549950341206,0.09032504416740077,-0.007908863959920217,0.13299900438189916,0.010340902465333776,0.04436062974819614,0.11552607756524172
HALLMARK_HYPOXIA,-0.12403415626891787,-0.027575016877781553,-0.04636853916021407,-0.05075703878725835,-0.011167603197096936,-0.12736339973016178,-0.05323167437506457,0.038357185920655866
HALLMARK_IL2_STAT5_SIGNALING,0.018260946872754594,-0.01794410882723587,0.07514401642835981,-0.016216026587277575,-0.043843278201526066,-0.037439554856423536,-0.01883503588243071,0.018492669415446198
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.023415830168442606,0.06833168569763585,0.08419292699457302,0.018528290211074997,0.09938919442362594,0.12829617759066486,0.1003710865111206,0.007594961863791032
HALLMARK_INFLAMMATORY_RESPONSE,0.049203313319324135,-0.055965858711469335,0.022594113590276355,-0.06567054926803646,-0.1942392221530432,-0.15393222609624085,0.017008367603357343,0.023930473899382562
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.12025967031885534,-0.009332358032059458,0.06011656620103418,-0.02534118781861267,-0.027793994751105045,0.10914246370150213,0.013384799991370497,0.03257028638294957
