,UKF259,UKF266,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.010061392381269551,0.010451975840823408,-0.08491990618827654,0.027900082290355243,0.0052805941577627686,0.09472109353440851,0.009052390098333191,-0.009170557185138662,0.06965408500627816,0.12513703974592577
HALLMARK_ALLOGRAFT_REJECTION,0.03521612368011585,0.003295759721287916,-0.08356916333253675,0.03819752750156049,0.05699022077889639,0.09989268811506914,-0.039521150881108226,-0.006712663532377941,0.01835326909821551,0.11333679556623982
HALLMARK_ANDROGEN_RESPONSE,0.01204982117434168,-0.019523164184563683,-0.06266207359343591,0.0801424474962559,0.0013551106654912054,0.08650285261613236,-0.03347765355726144,0.04536442998720566,0.04756044725158213,0.12818768331845803
HALLMARK_ANGIOGENESIS,-0.07855756194345016,0.004759196324293011,0.06713660337824177,0.001299332970058765,0.07921108923677476,0.04100052384420751,0.06852489409887504,0.02665527092288248,-0.0340979093667273,-0.030296853722183697
HALLMARK_APICAL_JUNCTION,0.01966215913060145,0.030951758483667647,0.006388658729409409,0.03238056915292899,0.04714606930563124,0.08370304850031417,-0.01442410066622233,0.00918064134981583,0.08586368513778783,0.12297336078960515
HALLMARK_APICAL_SURFACE,-0.016386332731218,-0.009423692353388115,-0.0721490365317614,0.032283602810897906,0.09360985331446109,0.010732803094337419,-0.05433726384702394,0.010102325950079713,0.03407531633125468,0.1307553617983233
HALLMARK_APOPTOSIS,0.04861388175609005,0.05388999304793974,0.056566752418525414,0.03350473819418145,-0.04477960746573528,0.052542336050252,0.02829921188088911,-0.011099769742459176,0.015537146371521916,0.06699457892347287
HALLMARK_BILE_ACID_METABOLISM,-0.05074843104293766,0.02324149394231379,-0.03606513664370622,-0.05085784490573,0.05614072822203419,-0.008474999298679573,-0.02081778252202494,-0.029522727733838936,0.0553394757250352,0.08405936778987937
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.059361258331539525,-0.04382753387631449,0.05655461216780085,0.04527263831636197,0.0313660083694917,-0.039562300715994696,-0.04364430258203103,0.030114403947541873,0.02031513323040606,0.10954925130943997
HALLMARK_COAGULATION,0.015037400408758885,0.0530193446741837,-0.055188684794763486,-0.004956237777882632,0.02230163421398179,0.13536751941617894,-0.08958816871066559,-0.06532384719427783,0.0617657897632634,0.13832891600481187
HALLMARK_COMPLEMENT,0.03799024584362269,0.011592843672010168,0.03155630617560774,0.03999759324737215,0.046577559187086684,0.0451451832128243,0.06981841781615925,-0.03664561577538944,0.04226628764636682,0.1027460807787399
HALLMARK_DNA_REPAIR,0.08835300701412462,-0.009932240289437878,-0.061326544453547134,0.06409344033804189,0.05616237987808986,0.023492749517722573,0.001741490908230455,-0.06217958049424897,0.07290779907779969,0.08969219587742354
HALLMARK_E2F_TARGETS,0.004786775957685043,0.007243934613656473,-0.08502715501411179,0.03238386252569624,0.025541500742326483,-0.006088724557221553,-0.024882088294807155,-0.030725653274720002,0.07418233770457837,0.0332721702696841
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.029680855527607658,0.029722913683806872,0.06239980203030802,-0.01137025071470063,0.0638943045569256,0.14483742466906513,-0.0658848033137492,-0.023388346620163578,0.04699219635672935,0.07331182755913807
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04736081974161909,0.018457294313714696,-0.004795883986093506,-0.01564215418834523,-0.05893188251951529,0.11392304978500871,-0.03595894235163852,-0.010500499494278795,0.04156911674504487,0.08599849748401585
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05180236961795596,-0.002525342699350108,-0.05928618381485732,0.030074503636910468,0.08154466810737872,-0.11711969031023689,0.07442976517876412,-0.018081028034601668,0.024682871725291586,0.060014545333484194
HALLMARK_FATTY_ACID_METABOLISM,0.03932338996344496,0.03049810277350409,0.07118806643555979,-0.008288749371421144,-0.03230670374631618,0.05774800472780146,0.11528103907392692,-0.037262247924431176,0.010456013253033561,0.07199091337186672
HALLMARK_G2M_CHECKPOINT,0.03574731922168678,-0.008572526685825761,-0.02034652956241035,0.06401769543325461,0.03303868083739267,0.05896243595134675,-0.0003851845317244638,0.028551574080508044,0.06951297617734725,0.06424232702520295
HALLMARK_GLYCOLYSIS,-0.005088947589020284,-0.04088938639876001,0.017358872637050913,0.032112983950019186,0.042386789087287144,-0.022949209014302217,-0.02566080240799588,-0.025389563046226884,0.028496546069141055,0.06288250541853715
HALLMARK_HEDGEHOG_SIGNALING,0.02771593623229279,0.005384156417995184,-0.06552935884743674,0.03460613118746328,-0.056425036057087485,0.21969258567249034,0.02344946674598782,0.009802351524184016,0.05173693359811675,0.0543931903845401
HALLMARK_HEME_METABOLISM,0.016929616137747627,-0.0014007766938749502,-0.027431453188938325,0.10178276759464139,0.041963799040538714,0.0385822329528549,-0.020499091838718574,0.022695483707005394,0.047298755606798575,0.09797220533203264
HALLMARK_HYPOXIA,0.0015453251383530627,-0.02341424757623644,0.07733096982707675,-0.002157045736019387,0.07208146371710489,0.05203170303682565,0.12213734834319163,0.015506331173015385,-0.023326730779833115,-0.017798492042231003
HALLMARK_IL2_STAT5_SIGNALING,-0.011933130575793482,0.03934145252207516,0.035467771055637844,0.019777095789739865,0.03452810638806793,0.03757817110071528,0.019199929574312876,0.0016819650569124803,0.02141260645265055,0.08439371318705301
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.010302337776942706,0.052687004667817304,-0.02321333367503037,0.07881473520746081,0.11667456679810191,0.09857861031158578,0.019473880949186215,-0.0039415971885751865,0.0434458649209246,0.107743343886701
HALLMARK_INFLAMMATORY_RESPONSE,-0.03679249895032138,-0.025701591987003457,0.06476514637742982,0.01164971768062487,0.036776520824108275,-0.14014502370141232,-0.013374531253125153,-0.016609320830419126,0.00971922041663009,0.06245015693111261
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.033272480255337605,0.02179687070099512,-0.0707654364168714,0.05171314235373732,0.005218076281106599,0.08846779220338898,-0.06800487652762005,0.04298599334115272,0.05189740574002921,0.10117954079475812
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0039701538481815846,0.07509768968121053,-0.02423425855748831,0.030360872273804018,0.07831672890554062,0.0772937626518962,-0.002310328045653632,-0.059586308296530804,0.048434976485757224,0.10880098929842655
HALLMARK_KRAS_SIGNALING_DN,-0.0066542189898905375,-0.015351331112051225,-0.02726828913324176,0.04623435120387401,0.023785103939391043,0.039171703687280644,-0.07455403875732167,0.029921407355307246,0.004313839684196835,0.0739295569950257
HALLMARK_KRAS_SIGNALING_UP,-0.03457257554682705,0.0035050748048475106,-0.08983368123818754,0.03915498889570281,0.027336605706698654,0.11657360031197335,0.06794162228082085,0.03446310004306434,0.07472894945874078,0.1290261510958307
HALLMARK_MITOTIC_SPINDLE,0.04623418045657546,-0.017182603897323755,-0.07732129621936776,0.06852958810137025,0.050299980285229764,0.1277204308824912,0.017828983479098736,0.05790095022156328,0.05264983944646865,0.10598422817202356
HALLMARK_MTORC1_SIGNALING,0.027714858692818384,0.022050789826786793,0.06534506646456156,0.030764102266742838,0.08383356836037036,0.07694617278297913,0.046798772391290336,0.04694027696672695,-0.011169164520802176,0.04860069031029843
HALLMARK_MYC_TARGETS_V1,0.10176934604083666,-0.01683223790551052,-0.08980615208029125,0.04734853470686983,0.04983499848290778,-0.016391672334642535,-0.049938910038957215,-0.05699263066190945,0.03948180268031744,0.05721566323316441
HALLMARK_MYC_TARGETS_V2,0.02687323609654339,0.011905736829924334,-0.04077734773162378,-0.0027869192909149225,0.037635263251023024,-0.031215215275553165,0.05549271492315876,-0.03663508591766267,0.07555013869932799,0.05705278752625414
HALLMARK_MYOGENESIS,-0.0020524092167744827,0.03127238794930198,-0.048262055413017146,0.02461791873348958,-0.045082631369342534,0.12722546186051786,-0.03912337701144706,0.024626821213768857,0.06704997328147247,0.10568303188375044
HALLMARK_NOTCH_SIGNALING,0.023673337313006897,-0.046431620175912465,-0.07379978817671282,0.05143463484284536,0.04880857120124078,0.04942070572677277,-0.05583810156410939,-0.01426875084094834,0.10860269054724507,0.08309096842609745
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07959959402861017,-0.06872128680594815,-0.06787232186858615,0.05356019203867473,0.02377724296068408,-0.034968949916889924,-0.0390337343641193,-0.04365959081281189,0.045699834168389325,0.07174918080180362
HALLMARK_P53_PATHWAY,0.05540613433813407,0.02968451004270238,-0.057885780567206634,0.03220971009468475,0.047518863836788876,-0.06310297287200373,0.005270237223510113,-0.007870910501615482,0.01385839971290123,0.065293690784839
HALLMARK_PANCREAS_BETA_CELLS,0.1057807534413808,-0.01532248057090091,-0.06559731276783669,0.04457464211974501,-0.01847377024059045,0.0065995148659595574,-0.043144481261374844,0.04118648896302307,0.04822965176052417,0.0834103155053773
HALLMARK_PEROXISOME,0.061639126795159246,-0.06504642708935642,-0.04241435066640611,0.021765141328238185,0.0217749852178895,0.013254509099136667,0.026671455594050947,-0.005454063741003769,-0.007220017589317865,0.070464543349467
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07918518048721282,-0.07491745373190306,-0.013583799278206186,0.045708729977763686,-0.014943303541006009,0.08710136127700735,-0.031761628378212385,-0.04614272506937534,0.05496946669888268,0.11577192730466039
HALLMARK_PROTEIN_SECRETION,0.057983727297384074,0.012436259585199312,-0.013632393288164896,0.04805871424763795,0.05216844985558535,0.08187737424962055,0.02635159619370486,0.01940633801146495,0.046836088095671136,0.1014442755479485
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.06398906258410329,0.055406941353784794,-0.08609190565579945,0.0240159240861522,0.015755203020754838,0.04596017610034584,0.11097130272280224,0.056897232221221006,-0.010359378453903329,0.11454710608846316
HALLMARK_SPERMATOGENESIS,0.07107012359421952,-0.00198092506925908,-0.0730111644465174,0.06456149959993487,-0.027636355421753807,0.005989150070968005,-0.013859384794149767,0.05318137424911168,0.05044355442274115,0.07686569435820811
HALLMARK_TGF_BETA_SIGNALING,0.05655527770305561,-0.002225104336026474,-0.04232506275945104,0.05577319308542208,0.04757805213644952,0.1339052890910237,-0.0325956412608071,-0.009055436108145477,0.04571499133114988,0.06281398183424798
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.041371176257384935,0.02021930787135574,-0.004522098036886774,0.035743356289961635,0.048547820175684125,-0.013970150335429527,0.10175566130744626,-0.04826646107705526,-0.03012819586285896,0.03600515325840479
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0533208012561865,0.006877030732667014,-0.017878660207600948,0.05969212653043335,0.07607229303184239,0.057062184061011254,0.024956250567310472,-0.038865213169441595,0.041412903330231135,0.10195407548563565
HALLMARK_UV_RESPONSE_DN,0.029997993461026377,-0.02427519344278222,-0.04983785310175397,-0.00872797293958331,0.0008778232231433665,0.08867817468273727,0.011433025700639818,0.03998063334977074,0.0542176263600637,0.09272666555464991
HALLMARK_UV_RESPONSE_UP,0.05124933908496803,-0.009349958378436834,-0.11161949636542855,0.02743002138374959,0.012380757205788588,0.03733883973004979,0.03257042157731827,0.03499726460073419,-0.0044747189213628314,0.07487807248405999
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.04689417659798444,-0.024493132313163135,0.014771664985774646,0.017137010482797827,0.012984688756438132,0.02708853345026512,-0.031245178469499736,-0.01144545789804909,0.042475477523213644,0.10349030669240332
HALLMARK_XENOBIOTIC_METABOLISM,0.02984183878256284,0.023527770197556135,0.03760089422914356,0.022240439871842013,0.014717077281809765,-0.018930326909273397,0.0003204335069620952,-0.006291814275990623,0.06253568349970937,0.09207409585556618
