,MGH258,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,-0.11395889366207718,0.02856953688427537,0.09045810927218216,-0.004660868478047161,-0.04277133293933038,-0.0006405965814723361,0.02489722120711686,0.02853068674926757,0.05737983286025922,0.02456278708674713,0.011814002200757878,0.04322012908120008,-0.053814784095510784,0.06847450203839245,0.011671417936498372,0.019112287298663194
HALLMARK_ALLOGRAFT_REJECTION,0.045364459606856415,0.08740969824529878,0.09350586760721849,0.007374319420012047,-0.004847625641004816,-0.010048092780308205,0.056475128176310736,0.19677979546968952,0.12398366526201843,0.07623542866831609,-0.0707923350828338,0.0485961354961094,0.02763787443765139,0.0326289151119245,0.022018135337537534,0.01632179576641449
HALLMARK_ANDROGEN_RESPONSE,-0.09863871772752321,0.08721090508550132,0.036473935678661695,0.04150732205469228,0.012444915913767268,-0.03742911022521066,-0.013728611833208218,0.20443743911430573,0.11262432864234966,0.08239183831321151,0.04950193496052253,0.08183198649187853,0.06253987478705555,0.06393253664172316,0.037346592288168716,0.07802126935807574
HALLMARK_ANGIOGENESIS,0.043842814168519144,0.022290411352598485,-0.04187513105523644,0.08272344212058425,0.030770503228543016,-0.054321496363765924,0.008366481024792698,0.21387043905323608,0.034637246345828786,-0.03303605627528615,0.09804762579018587,-0.025112528160157885,-0.12618964130003002,0.030166977401379188,0.03884328787990354,0.06126496420611982
HALLMARK_APICAL_JUNCTION,-0.17260235125523954,0.0315167127469404,0.00988409484884586,0.054476256797277633,-0.03208023607250374,0.011441238892188498,-0.02148627217974191,0.09660941264641992,0.10997987916745507,0.032323302601209844,0.01964774645303318,0.04571227750388465,-0.06115994674276649,0.03291390586746481,0.0792730379910581,0.046173779980991106
HALLMARK_APICAL_SURFACE,-0.06327968403504819,-0.017008908161340545,0.0019918211240055757,0.004338710573432416,-0.05426291187185273,0.07342060573181226,-0.03856691527108026,-0.0859716683304977,0.058442792800652725,-0.04630597146753435,0.03778888347994343,0.07198111673810256,-0.05416036352509446,-0.03095982578206302,0.10090898543482957,-0.011871974236697513
HALLMARK_APOPTOSIS,-0.019229745590161055,0.008303512040005701,0.03914099503947302,-0.01153442349636136,-0.08749396291305231,-0.004968207647319237,0.03138933160481202,0.1020910205869402,-0.021252723363575463,0.04589390145361348,0.08191927530221038,-0.0010121492885032236,-0.004442182415048608,0.0932508489365276,0.010588175326356686,-0.01590304127924459
HALLMARK_BILE_ACID_METABOLISM,-0.08903396408882379,0.009723848210917705,-0.010511222413424226,-0.021977722501262894,0.0404834659650085,0.019895320865581802,-0.0038607342437871075,0.11191848868248318,0.05503363153582471,-0.024095727175123042,0.05510137840263645,0.050670871592939586,0.04312930250473838,-0.009933918409662951,0.06508895740135144,0.11798673790973722
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0398329761169062,0.06351739618014034,0.017871594116578838,0.05783842896788933,0.07113803734655,-0.02355632538075226,0.05889107731480208,0.23160204896704992,0.09908781542560874,-0.0022063088712503827,0.15551644290930644,0.07577499349979351,0.006629382267372494,-0.03100036171543709,0.07594034027934014,0.14329923603134356
HALLMARK_COAGULATION,0.11423760627072709,0.03518903345071398,0.11736201784061828,-0.00880192884248225,0.0367533134657754,-0.007344300765197522,0.011655690607689213,0.2871188361334171,0.12937057942715774,0.03697575058048528,0.04539156406854277,0.05718503011914411,-0.05075266732796003,0.07857950247979241,0.07464594092781454,0.18519161122200864
