,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.11772967648635793,-0.017532626672234257,-0.002027776047654468,0.03356410686306319,0.0850023091138881,0.026152622999195862,-0.05015592798500405,-0.004455399534441137,0.007584572448282293,0.10177542372233564,0.06211937160610043,0.1353242869842755,0.06291007295685846,0.10588099853770841,0.14505433159278294,0.12348697835334144
HALLMARK_ALLOGRAFT_REJECTION,-0.023453990593853776,-0.00217030345330413,0.00799492478779588,0.016609310021177243,0.10241206970030045,0.05450798881556253,-0.012029591146281764,-0.012370058239323481,-0.002056998049936817,-0.10813181781134319,0.018248405933435644,0.05774076061927354,0.09604653571005724,0.06764051276067477,-0.010072963011364514,0.05584593461172177
HALLMARK_ANDROGEN_RESPONSE,0.03658737584016433,-0.003968901967826657,0.03566797070645279,0.04333870786954766,0.1185858132234557,0.025262127678537485,-0.00930734263733635,0.07032539132121851,0.03645021231644794,-0.06714041761880137,0.023689981632230045,0.08389548206564858,0.0057670172420791165,0.07384248955164253,0.1349304134731492,0.035314613947853846
HALLMARK_ANGIOGENESIS,-0.06556481105903543,0.08426452747509264,0.043319618576316964,0.04450112436832387,-0.039953273464015344,-0.024126641284617067,-0.042517838013327695,0.050093326066713115,-0.05350958609295438,-0.12132436788532762,0.04553708329019164,0.08631350114061251,0.02789824552369548,-0.049931671783879694,0.03072471545438757,-0.10853805458243167
HALLMARK_APICAL_JUNCTION,0.0724265701674041,-0.034232890160537,-0.01140739704018993,0.013324801733380442,0.036711520604850036,0.006009663596317664,-0.03662379586420447,0.0012677139149505966,0.04320992261454145,-0.04635606969388887,0.03755303437952318,0.11803842756212914,0.09402334149565632,0.06597300424287339,0.12002726427523179,0.2104799096865733
HALLMARK_APICAL_SURFACE,0.10318232185460836,-0.02961796634058243,0.007494314052515701,0.0963611517424461,0.013585205890501844,0.025159084919461873,0.04366328895773072,0.005310299632005701,0.06545364327754621,0.17978069419686277,0.014678344138219016,0.14517124576099755,0.029320111298548657,0.051093160779145705,0.13542072457789134,0.07453877876344152
HALLMARK_APOPTOSIS,0.02876930793066756,0.010226814974440163,-0.005369165462127105,0.010652061726375594,0.005666866416759792,0.036042306797192454,-0.03239015200481778,0.05392872816947196,0.0026146698849656203,-0.0461294722254501,-0.07008506669388057,0.019901852252475503,0.01656174587099015,0.12470896439775589,0.026611703557023057,0.07652040925055617
HALLMARK_BILE_ACID_METABOLISM,0.11835976299161009,-0.030558544992584372,-0.04141224436219882,0.010133033282070443,-0.0012327959609329726,0.02637520245818695,-0.05284246614452082,0.029339350202419397,-0.033855629494210664,-0.03117449739694192,0.06723738821710724,0.01420815421438168,-0.04437888526724387,0.09910673854896905,0.15879663795442592,0.05660064917880931
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08672244697839956,-0.04217091396144632,0.022893426261876616,0.05364817802084029,0.020519454447695172,-0.00721110603307596,-0.055319686924527676,0.00633497355654575,0.027884470196998364,-0.030296272364266977,0.05897677779886643,0.14380331389502343,0.007969940247222088,0.08006068982184883,0.14338592539376063,0.0500329102189068
HALLMARK_COAGULATION,0.11037600526820271,0.003121533901395904,-0.005047050941342987,0.041591910707628924,0.03479053822399043,0.02798768275973961,-0.058424629269123646,-0.057029510628648375,-0.05015651453054579,-0.12481663232540328,0.016150123627510123,0.04650085442487028,0.03748367358483814,0.06639533515943508,0.0742072136209607,0.027152429177054446
HALLMARK_COMPLEMENT,0.11320775678091176,0.0019018246380684033,0.05581818195449323,0.03909738732988598,0.07358311791026582,0.04118033547627876,-0.017127151802551685,0.08955065689283762,0.04284822354149145,-0.13379487937789322,0.03753711353699453,0.04147386045716019,0.06316241971215562,0.06910758861429692,0.08871711288067613,0.0846170861786054
HALLMARK_DNA_REPAIR,0.056955305830568646,-0.02763691159931075,0.03205471724330194,0.0298429054784879,0.07406390655327515,0.04272880448181196,0.003729865044490016,0.04770938831988979,0.0162460586396881,-0.0034439393651043665,0.09194494313673338,0.1751387447806843,0.0941254561247011,0.1089771882478681,0.1286110632710411,0.13835718568194166
HALLMARK_E2F_TARGETS,0.09328700167696015,-0.029225100292133432,0.005873915381412478,0.024474610346739385,0.05701371565162928,-0.002974881635280899,-0.013218835992206279,0.0262211671673583,0.02633223888992524,0.06668641071471779,0.03405012196863197,0.13872742074931577,0.08104080679023128,0.06922274541006959,0.13071981007651903,0.01700129202509367
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01695757845926662,0.0390484821745636,0.05410793545502734,0.008315997071067845,-0.04421449203927947,0.043753573799843674,-0.031193385735969498,0.006653638230799806,-0.03583932427311884,-0.10596383063464922,0.03752966226164254,0.07352896952270219,0.0805485142349091,0.039436998119228066,0.05139451154339825,0.09358645503628889
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01844819737509704,-0.010344365503659431,-0.03869049025146134,0.0036019757333337252,0.03052948000663422,0.06621611252531767,-0.008470381112224692,-0.01948171206063973,-0.03304476284727978,0.168773579910361,-0.03490008933569395,0.06840825213049673,0.02717344177233934,0.07867855192839915,0.1002139822601626,0.1026059095412886
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09965819589694838,-0.013139198059093788,0.013560256440455498,0.004556710927501325,-0.011657868843368816,0.02907222649558184,0.07038942745507437,0.015231841375439602,0.003385830556525584,-0.10650512835545282,0.10705013118381672,0.10371096840883669,0.10863205480243508,0.10736094338691196,0.09057643680534024,0.05284750953606011
HALLMARK_FATTY_ACID_METABOLISM,-0.051864761333941106,0.046429551661382636,0.03094257371978124,0.029628302403103695,0.043464438453934336,0.020041630812215078,-0.025461233421493357,0.07093687298617911,0.036981670403262654,0.006676085551550692,0.00567682240433448,0.021059585568584997,0.010534738348595349,0.04668637650509664,0.03612667843009608,0.06916307334461932
HALLMARK_G2M_CHECKPOINT,0.020762071190449927,-0.013218708214131526,-0.0264291361543425,0.055011797522455386,-0.033865304857052296,-0.0011893052142199242,-0.018654796725230387,0.06816044613812863,0.029405047651140593,-0.024742588186737247,0.023157456503994853,0.08443507091174693,0.0888902592963375,0.05541262490470541,0.11031231079801233,0.12597990083702715
HALLMARK_GLYCOLYSIS,0.07398755508878643,0.022720298255785934,-0.00733256372632627,0.023040651458080996,-0.014976392082601897,0.05248846633027613,0.0013967209999525194,0.00639183020491583,0.018688215513221734,0.05717553054334755,0.10302533738776291,0.19440773753273272,0.05412820292066185,0.07208849076726001,0.13352744291436697,0.1476276765542573
HALLMARK_HEDGEHOG_SIGNALING,0.09182672944956104,-0.007184287626098968,0.051395018302644396,0.005307442946517699,0.12068056160242066,0.017995224705153266,0.08587031161610345,-0.013465445681574945,0.045222178385977765,0.15067243623576376,0.04375750503135394,0.01421868112075616,0.01769019400113582,0.019829143938927832,0.06920902707139022,0.07876129803252092
HALLMARK_HEME_METABOLISM,0.08596158790154003,-0.03396579809320089,0.042840402737869064,0.03454110098060188,0.0735984045894775,0.04840696155982217,-0.018568467822242682,-0.006041885199082805,-0.005537335298116253,0.0008917961743994376,0.10769840032945437,0.09223777238606994,0.0800590182367686,0.107450447639581,0.12462466111746347,0.08453571828629225
HALLMARK_HYPOXIA,-0.08030550511902287,0.04720464670176104,0.02646370521233376,-0.013508205587397003,-0.054671376212200716,0.0055037381665942,0.06695115429437455,0.043756741065708774,0.12084680880720017,-0.049527815506968186,0.055887496619163674,0.16538222684474946,0.08184354703858417,-0.0536909449067111,-0.0356339869947486,0.09755584596832477
HALLMARK_IL2_STAT5_SIGNALING,0.0668333015829475,-0.0025621979184151417,0.0016840242786718268,0.008972215996943974,0.03489275283345605,0.02035530997903261,-0.023989506886964662,-0.0003084066839140725,0.04265169437162382,-0.04017085739702544,0.060488797560264346,0.05043791740892584,0.008382514507642002,0.04343116148344187,0.1228887937179778,0.14131627686167797
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.010658147460780766,0.022253645918740454,0.0026328589399811455,0.015981839469104083,-0.09353697607259123,0.0027011486603272547,-0.0648901952131229,0.026422257698866556,-0.01620363733478435,-0.14916375991726902,0.024922056317992575,0.010647343238807526,0.023896506503045558,0.0387566813866183,0.12964913819245905,-0.01667448256822456
