,UKF243,UKF269,UKF275,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0911616551072276,0.1431600676660534,-0.0400109745822288,0.04644960235879757,0.07334461631561083,0.1565123794163175,0.09117074811422606,0.07821559068959066,0.13340434062047216,0.04890815124973999
HALLMARK_ALLOGRAFT_REJECTION,-0.01417974010713599,0.151771843014575,-0.1360351951116321,0.07296323262824543,0.1222555902142613,0.02276206546629888,0.06954127008301011,0.023337280341328866,0.008558497048809522,0.02751573108500572
HALLMARK_ANDROGEN_RESPONSE,0.1304309985236418,0.10972359086461654,-0.07458363683181227,0.1257686032350893,0.07705547224010582,0.1562976546799585,0.055796555425209296,0.05595067655564059,0.08027832994342751,0.08202232638056084
HALLMARK_ANGIOGENESIS,0.1176010639570771,0.15741372869528542,0.11418316926113538,0.11729452979253167,-0.06905090790426775,-0.039686015076991016,-0.07259726871669409,-0.009653327037119951,-0.057880354267438046,0.05329431369887002
HALLMARK_APICAL_JUNCTION,0.1486580891448851,0.19674151571739673,0.06944250570254176,0.12165775864279926,0.07156533154278756,0.16859966057527112,0.07929123000684651,0.033007077079464694,0.12501949129030698,0.09370161902894161
HALLMARK_APICAL_SURFACE,0.0876607028492301,-0.038040213773800166,-0.11701169481739129,0.1242433709024404,0.09675575838353928,0.1251727115340897,0.06193390338761428,0.055860464559928186,0.11629596056401721,0.027931308720700255
HALLMARK_APOPTOSIS,0.023903701146000052,0.06827401541751066,0.041809038215532696,-0.047837783293488714,-0.08921926680561036,-0.07826332562095056,-0.0032823363034258216,0.049158421269897085,0.019685638085271913,0.011708382287083971
HALLMARK_BILE_ACID_METABOLISM,0.09415780629505247,0.163446325370119,0.08047501296923366,0.1286215793882179,0.0973818309243377,0.1781983591384576,0.08795904140594561,0.0812960566020589,0.10842759756470707,0.08211903210411932
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1413486196915212,0.0785591986211565,0.14204482986822112,0.137739121018095,0.021353677053089194,0.19580701324491032,0.09162234228239759,0.040485243538871105,0.15034514541071647,0.13807486040082423
HALLMARK_COAGULATION,0.07392918399211086,0.15324160446490961,-0.028980895684190527,0.09016534484590594,0.10008533696922246,0.09035861025130908,0.0700996465516667,0.04762316847575806,0.054987678067459404,0.06616234566252788
HALLMARK_COMPLEMENT,0.09535701405715441,0.1831497174276045,0.11908030643513136,0.09847656507217864,0.029045340136782734,0.07129239753833477,0.020594548970480683,0.06342726127003935,0.11372422438544902,0.034886690077102836
HALLMARK_DNA_REPAIR,0.09796690374466549,0.1721060738004505,-0.03956929112616856,0.12200611108407379,0.11060817651695112,0.1867937743633409,0.08641997602349981,0.06169317554073349,0.16706592640218657,0.10272585296989618
HALLMARK_E2F_TARGETS,0.077753753770278,0.16022351412872113,-0.014650217282798028,0.11040798073836812,0.0793096091084687,0.10344681704085701,0.008886712550776908,0.0038084990724184947,0.1436452959198044,0.1286509945750612
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13364997740439788,0.18236886206182734,0.14557841630136864,0.1445223803852795,0.05834468514176709,-0.0793183317248434,-0.04147438162509149,0.005603601636816063,0.032811460530596664,0.09328163467606522
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07369363430867332,0.11974502752534959,-0.029194107795377112,-0.026454070543849885,0.060782517898754974,0.09196962326204895,-0.011417300738007065,0.07103977974958717,0.07946304413035564,0.09529650911990717
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07577888695135991,0.030243072693840953,-0.05067644607053566,0.09837509545941134,0.07479627574030383,0.15774117846977334,0.06109768945571113,0.028876312053483476,0.09772958818309212,0.003678093519733575
