,MGH258,UKF248,UKF251,UKF259,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.008051249357031704,0.08596774234650698,-0.01579274201333052,0.02941179397655582,0.15904881057885092,0.10044495285085306,0.15318267074072353,0.11374343276309838,0.07001969320453513,0.17511743148878386,0.07277080545156257,0.0960587428770672,0.10899013500713228,0.08367483474766993,0.10343189447655868
HALLMARK_ALLOGRAFT_REJECTION,-0.03073250571605854,0.09510825452276578,-0.022854463234356064,0.06193096917314247,0.19402549852302095,0.041549992962506596,0.08771826575075373,0.10608826288908435,0.07700723661893488,0.1798799219022789,0.04437214900828186,0.09287449334950422,0.055777503634202044,0.1136808322957924,0.14781512426327265
HALLMARK_ANDROGEN_RESPONSE,0.09478038660715138,0.07538193008561322,-0.057194204293283306,0.014598192798041473,0.1436019002302773,0.059332854764890045,0.15261935802063978,0.04769247028229977,0.08611615850942873,0.03132902582899299,0.08061951180340068,0.09136302140756389,0.01968064010816889,0.051199289653618016,0.12864421500126197
HALLMARK_ANGIOGENESIS,-0.0299254400457684,-0.04050716217202962,0.04578943371552476,0.012021834739566924,0.17093843153075283,-0.10039813602914473,0.14085124187090506,-0.08120287584087821,-0.059535385387977625,-0.1264690125813689,0.009848455699925512,-0.005934649726510645,0.04899758296302548,-0.02003492070208798,-0.003748268979104933
HALLMARK_APICAL_JUNCTION,0.1021520197632425,0.16448263784271783,-0.017761128170489093,-0.012100464069529446,0.16515022681904407,0.07014636549156816,0.23583567762724547,0.1494900200737855,0.0692486255633225,0.24636146035866133,0.07862106955916964,0.13068707718294226,0.1306931616155284,0.011351000529414181,0.1559874629826669
HALLMARK_APICAL_SURFACE,0.055764181951083285,0.10289127052258883,-0.029146161828932652,0.024065685534275176,-0.03731730920107435,0.018851896415856825,0.10866100243692477,0.07758482715375481,0.01483086018899202,0.1904491240873006,0.006489595303752403,0.08243403114602889,0.12440666911762167,-0.0004893034793970436,0.14572201905645968
HALLMARK_APOPTOSIS,0.017152427736905507,0.06455170625347298,0.029434781490575084,-0.019722764767362577,0.04115986093805826,0.08848509770584632,0.01741664348184505,-0.026278506663276902,-0.0011156096988880623,0.054553383826126726,0.0006392674349815984,0.0008617153036433136,0.028773473952082917,0.06885475369401695,0.07182591926534307
HALLMARK_BILE_ACID_METABOLISM,0.10041856716831518,0.013599592715590317,0.036793118809793864,-0.009904239063843015,0.12473792374926361,0.08094126699835776,0.1120596610888452,0.03727674376556622,-0.0007820852240848214,0.07920579248773416,0.07404177266840603,0.10149222174065574,0.015195834190908484,0.08156547855612749,0.03267794657435698
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.058054610802611276,-0.038896866466154,0.012260801576286626,-0.04662691420746313,0.09193870883023895,0.1173570920550957,0.044477964295801455,-0.036190169849702414,-0.008908158001196367,0.18343398388616242,0.03156388215536309,0.08900724577124182,0.09337564827075585,-0.02540942174996097,0.030627219476427013
HALLMARK_COAGULATION,-0.05770571861611833,0.14247296582808777,0.011900557198917163,0.08088297610553835,0.17057485006139728,-0.01886281375164389,0.11042512275341955,0.15026142438774392,0.08653099669601426,0.24141056185670356,0.037511876186671365,0.13685880324696517,0.14087847439391604,0.1322967278191412,0.15738377136420958
HALLMARK_COMPLEMENT,0.002588311816223517,0.004640878404010558,-0.026816283638762463,0.010079939003692112,0.17921644234181275,0.07904761606461784,0.07073291030781852,-0.04763098715143903,-0.009145890475267609,0.19669130509471916,0.05133884917483307,0.0566863254343843,0.0579014545975874,0.1088105752136017,0.07424960279865714
HALLMARK_DNA_REPAIR,0.10248862323069305,0.08802829365988003,-0.004890698950705255,-0.043032062984420444,0.17814742399045932,0.1134692795341702,0.17230475605083181,0.10709272060864015,0.029901067275734133,0.2049449611951047,0.09464814939720986,0.09116861525467553,0.09886885673702894,0.029945510393323903,0.07487802700074873
HALLMARK_E2F_TARGETS,0.06174311765352023,0.047437872586102374,-0.016844898866513837,0.03166398819473965,0.16975944952773106,-0.00542459803052872,0.12899495843575545,0.005763320131619775,0.00880638919790861,0.15282863814259626,0.05403986571948026,0.07787734926034869,0.05657571758857857,-0.04515172108481019,0.04377766979535041
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0850287685359196,0.16718073540857564,0.0033568358530999816,0.07827022688776791,0.1791455923150928,-0.13503819233938588,0.23377635489400528,0.18717216291444583,0.05288796154085643,0.23409308054606545,0.04312355797483354,0.0011480809211693334,0.1359065229343873,0.06702194314577492,0.14113072703285792
