,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03282570796150696,0.1004603684739856,0.05200057592189927,0.010532117877184997,0.07826181741527875,0.04139413638565047,0.0039060780941496754,0.24823074339969825,0.2224597485874526,0.054993181567119985,0.09808005534911585,0.08813698832946863
HALLMARK_ALLOGRAFT_REJECTION,-0.06520792318595989,-0.03128296676167778,0.025803039721103434,0.026708067893519108,0.13435994359581124,0.051849247494141194,-0.0181865456035689,0.12241071157753976,0.21071197773838818,0.029286573291272957,0.04888780158764118,0.022386682339021306
HALLMARK_ANDROGEN_RESPONSE,0.03529262108990036,0.08034472851055614,0.009525690463057514,0.06733877341705483,0.1392372336640378,0.0406093656714151,-0.03399259738339196,0.20270793557909045,0.20362264993027512,0.03386878529874946,0.040905928190108944,0.11357962638171339
HALLMARK_ANGIOGENESIS,-0.05764909361794598,-0.033411896658976474,0.04019796819215132,-0.04368456007186776,0.14559119867330408,0.060426137169711215,-0.029990245877601285,-0.04634394152366406,-0.09628170811084416,-0.012129816077212698,-0.005299594871288074,0.08838105685816754
HALLMARK_APICAL_JUNCTION,0.04614528534153821,0.08999472368406769,0.036589833914860356,0.02188684553672059,0.16076338171368365,0.04805268623495247,0.030369740107750173,0.23854128443099024,0.22437657016483933,0.06613960471679264,0.15498020742500004,0.10599284739159316
HALLMARK_APICAL_SURFACE,-0.013097983226199823,0.09543325425854043,0.03686760556191124,0.056407097167551275,-0.0023260273406129858,-0.019115259622025944,-0.01813302803190667,0.16775950947963664,0.26600745249159913,0.05184638225801967,0.09527322539280965,0.07211693597395227
HALLMARK_APOPTOSIS,0.014970863283606476,0.02872093214201179,0.0463376490923842,0.009360884294050418,0.005937498614636628,0.004427850207250732,-0.028172526374568366,-0.11481563401407491,-0.09809255483559587,0.002266981268106334,-0.0770505536300886,0.025389086697525827
HALLMARK_BILE_ACID_METABOLISM,0.0012505959389194782,0.08320025227647895,0.04973484292340673,-0.010296241506191253,0.05527320855585659,0.051420643084501456,0.011300829535055427,0.24128702151794765,0.20792592484778868,0.04319340989584186,0.059897240895918843,0.012890772810680965
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.021322843416211806,0.09055810666230506,0.034373322827371,-0.01672117409116857,0.15105241046214452,0.023351004127127734,0.016760250648516214,0.29024257698813655,0.26696046127464274,0.04333392181494545,0.08825643188376286,0.042395955620152914
HALLMARK_COAGULATION,-0.041714224224265885,0.06317472974556174,0.0843718490384275,0.05833476016508879,0.11475624840986089,0.04206862211042641,-0.006251487014637547,0.09521392062411799,0.17439678506552445,0.036732156763020954,-0.08501541712920803,0.07045101335607881
