,UKF243,UKF248,UKF251,UKF255,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.16032288729349534,0.018257693670426834,0.038922311333277004,0.012940785041419444,0.030515297310770767,0.09873401035796836,-0.11121603036409476,0.026022733234133545,-0.2866153564969802,0.021140671972962318,0.06087458008772246,0.17203689313487153,0.07435228304088064,0.14165611816177803,0.05522970613977525
HALLMARK_ALLOGRAFT_REJECTION,0.05490360284294448,0.03350795273996,-0.04472496027698231,0.04748222013325191,-0.026384236163303865,0.1021553159701361,-0.13250112750907422,-0.0304597163265815,-0.2636560236763767,-0.008435389079353659,0.050580027527812425,0.02637466676425777,0.008678560626599727,0.07065433927499265,-0.006545422613625581
HALLMARK_ANDROGEN_RESPONSE,0.14938590931214846,0.04370300048269399,0.007967903643717775,-0.0734281428516727,-0.00827400316372014,0.08575936634430464,-0.005594992452890104,-0.0379380703332023,-0.23238148128299307,0.02876059642677271,0.017790157210315988,0.18295969273169985,0.0622185919682807,0.09203590429173801,0.036728743541138684
HALLMARK_ANGIOGENESIS,0.06975646887735977,0.0035684190441794615,0.06217158521986055,-0.07995072697384052,-0.04169257572867196,0.12496457899005183,0.13116637288671232,-0.057963327901015785,0.25511914033674643,0.01743477546900612,-0.020714196260953173,0.0017318560423728033,0.0024591508108602195,0.016754409145533906,-0.01852638325216988
HALLMARK_APICAL_JUNCTION,0.17486090479922922,0.02746954498580496,0.0012013550552128606,0.015363410373107254,-0.003338153598844977,0.14300491968568016,0.01448124599323012,-0.0002956015425691756,-0.2612694951870165,0.02810362883770844,0.10133856026347356,0.18187086766350072,0.09568396614287764,0.14953739923181,0.06613915252656583
HALLMARK_APICAL_SURFACE,0.09358033329292324,0.011746065680188062,0.024113560216357566,0.027366637139164787,0.08092987101501431,0.010131984372985507,-0.10472904596472347,0.07568414563128345,-0.22342818737840658,0.046376348517459004,0.043052724154545856,0.19378511613871208,0.07291086347330847,0.06283158908037098,-0.029793838804497815
HALLMARK_APOPTOSIS,0.05836041861954082,-0.00419663836999181,-0.013569100248221838,0.03921442390818828,0.014685796682880293,0.010838509738133906,0.1220181437185857,0.025859846442610565,-0.11237606164085487,0.04916201066507171,0.06938739839869502,-0.04289793420313615,-0.00973086342584502,-0.042313677811762845,0.016534545111366036
HALLMARK_BILE_ACID_METABOLISM,0.20453190740370886,0.025325787127212257,0.00020785400241320545,-0.008404576270306479,-0.042354051166345136,0.09414993337002069,-0.0857876524613823,-0.015603427490445512,-0.14540971718929402,0.10790552281855631,0.032873413863366695,0.16858173114444724,0.06193222179625372,0.0828168044073456,0.027405914250982866
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.21172618422523737,0.015009602413229425,0.01202422243473113,0.06774409791227763,-0.028746289436301316,0.04020632471877147,0.11852256152964895,-0.05428788532367283,-0.3108984681490632,0.04868429823970815,0.07659408286506451,0.20405069564158654,0.09250215890431132,0.10893281731055234,0.019402286942737067
HALLMARK_COAGULATION,0.09939404813100171,0.02443883463399835,0.008264316780276487,0.03955145215206416,-0.0334917776615217,0.0975386998866788,-0.07494784634370007,-0.06732899968055299,-0.020455381256439108,0.01194159728253788,0.04871309081822981,0.08137811852754447,0.07854284985943863,-0.004546268280113964,0.015176814035539039
HALLMARK_COMPLEMENT,0.009982732075037975,0.010485201693721897,-0.005014965762218724,0.018845812253898538,0.021748598164019837,0.12040394765206948,0.046104320561201964,-0.014581045604823789,-0.2659490698085083,0.02765319248923301,0.04392975204404575,0.11785264611328372,0.07039617055608842,0.09218032413789537,0.013295490280887702
HALLMARK_DNA_REPAIR,0.1628685244558846,0.014775518814000804,0.016472230424815562,0.05312668747462915,0.009208097626146192,0.0979023002644836,-0.04616049047002073,0.032830436394075256,-0.27275081679472635,0.013954921162537038,0.09479617402078691,0.19547753437683277,0.07548601086007106,0.1726799812779243,0.04385122085176602
HALLMARK_E2F_TARGETS,0.16451128011365063,0.0191730915514463,0.02298542837370162,-0.019345971436993,-0.06673325924352902,0.0967359973423402,-0.06509993623106008,0.02375624089898256,-0.16589104119228454,0.031469175694825914,0.08573805099457855,0.15376656925473567,0.02202643546668943,0.1310730853938358,0.03615015745003955
