,UKF255,UKF259,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10748244984967792,-0.015382150879081978,0.06866419077498542,-0.0021051787674432406,0.02891417609617083,0.08611394051430116,0.042497460988721494,0.13671861263429078,0.05715638389763212
HALLMARK_ALLOGRAFT_REJECTION,0.007691450272038952,0.023529521162720647,-0.05615380443602533,-0.06398400853772025,0.0010201409556407587,-0.1576211143077666,-0.10143720896916789,0.12894861858718631,0.03114154010372594
HALLMARK_ANDROGEN_RESPONSE,-0.038619607961864616,0.0013910260178204477,-0.009338468249136228,-0.02609521247604563,-0.00029284957551394545,-0.0230893920639162,-0.08357775191983349,0.12587937542865302,0.0039823866314107285
HALLMARK_ANGIOGENESIS,-0.007142499041982138,-0.033622441765082535,0.004948188439475226,-0.07829947956770661,-0.07481977316726467,-0.1536164661587201,-0.11924942536376333,-0.07686495066817473,-0.03256309056297007
HALLMARK_APICAL_JUNCTION,0.10847308696929216,0.009706984235665633,0.020790620408580634,-0.020223930617046665,0.04738791015930147,0.05229427799218442,-0.0975053270560623,0.1428215923790577,0.022195857445949947
HALLMARK_APICAL_SURFACE,0.05481200489507817,0.003120208848999735,0.09042997503101047,0.0888607839541805,0.04744019225106984,0.10055228933265327,-0.054781402027270616,0.051852627478791824,0.03236923524796107
HALLMARK_APOPTOSIS,0.025661864559518036,0.031788925453906276,0.05359994133682681,0.026289739135052403,-0.01683472082450175,0.006890156184444419,0.08184637278149914,-0.009878581661301606,0.02772721916562173
HALLMARK_BILE_ACID_METABOLISM,0.09027041323471952,-0.018927501706497304,0.017435579919987686,-0.0387859688430393,0.01864026911406635,-0.016252360606901068,-0.025790275726312272,0.13290552972314146,-0.004994709054853488
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.14186976791589218,0.02095890994481754,0.01711527947154481,-0.046910930329466013,-0.046580748309339434,-0.12138240821240252,-0.11100396890623516,0.10487012375417983,0.06048908526287563
HALLMARK_COAGULATION,0.09419685038710437,0.05549221505203122,-0.06625286290650721,-0.07519257678921278,-0.02975450829476199,-0.16970812889245834,-0.12355699604460665,0.13393857096587958,-0.008265381222321181
HALLMARK_COMPLEMENT,0.08821938881259835,-0.024102437632730424,-0.028542192011605533,-0.019228922189873533,0.03402918580466868,-0.10180049681052912,0.028357690802033698,0.11427178333831016,0.05499499492160479
HALLMARK_DNA_REPAIR,0.08982562763203362,0.022299163832288416,0.0658311777122424,0.0008078351194156711,0.06283975935820493,0.09820109016949034,-0.07713914333111269,0.12646523570656262,0.007312697419052329
HALLMARK_E2F_TARGETS,0.10097200023585182,0.0036511070799101304,0.00943097130295141,-0.0381468757065461,0.052936750731231226,0.11047526443857816,-0.09433704217297435,0.09500477219036041,0.0019061887467666139
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.013330133777853444,-0.016269329631015187,-0.017511036022963892,-0.027220295004721756,-0.005699176635743877,-0.15404599334216884,-0.13810151258310321,0.015000317554693488,-0.025526814991890127
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03933507750693513,-0.01199091301302627,0.061275877256000616,0.0024598870186819098,-0.001849568062901616,0.13728195567527166,0.13656207940130488,0.07725691753685347,0.04694703927064825
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07231189666840285,0.04615197548164628,0.06222452456952467,0.09302542924631821,0.04235649362601259,-0.03846129413242439,-0.07544170378980108,0.08978563268607388,0.056108856190557936
HALLMARK_FATTY_ACID_METABOLISM,0.03047452429784575,-0.010492539724622177,0.0593461200777485,-0.03313071812378614,0.03563878758334675,-0.027779048739982853,0.0899540440821231,0.0016870007408640527,0.007834604877609544
HALLMARK_G2M_CHECKPOINT,0.07446670174281687,0.03524186848771654,-0.01727005928244472,-0.04299207053646582,0.0019735571143286368,-0.05076801438826375,-0.13038769969173378,0.06603056877986538,-0.028471141309887416
HALLMARK_GLYCOLYSIS,0.041832858869641935,-0.008857713409893324,0.11170817074717579,0.004045504563026322,0.07410577358490403,0.1703221503691535,0.0028248932238851654,0.05421344570875996,0.039834137189067274
HALLMARK_HEDGEHOG_SIGNALING,0.07320889191903,0.0491378658288193,0.07170069826900935,0.10011317397807369,0.01599658049916802,0.1691150403413009,0.14738449492898129,0.08064842825438952,0.07836782223635881
HALLMARK_HEME_METABOLISM,0.0866473132125901,0.013298260988907051,0.12255021484228973,-0.021625988361368215,0.049377531269192344,0.10253633086495538,-0.010587046927376859,0.13295894922354395,0.06580353131277651
HALLMARK_HYPOXIA,-0.06571647044359666,-0.015280670259106382,0.06384740355198772,0.08444536822700346,0.07439439249711476,-0.008805521872711148,-0.08551360124767611,-0.08570784139731183,-0.03753526020148645
HALLMARK_IL2_STAT5_SIGNALING,0.07653287626175993,-0.003314155782785963,0.028101927758090228,-0.04917143361113731,0.043952255290693736,-0.048739060414777144,-0.010982188337072766,0.11452823437352762,0.057212956486144856
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07874142186582052,-0.0097317214580612,-0.038927670635577206,-0.04891148480556739,0.015341042003663355,-0.13944407715297477,-0.11791172282463705,0.1098999315721676,0.017652435582601197
HALLMARK_INFLAMMATORY_RESPONSE,0.04769723733371893,-0.00184827291251244,0.055026479822966816,0.00869228524499481,-0.0020413507104318075,0.09582374435958826,-0.01407704468765209,0.04522852135056425,-0.018846525783704802
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06384326800128114,0.03117588241044206,0.008318099169671054,-0.07022373271716148,0.0161538261824889,-0.14667422378889344,-0.11672982426423413,0.1258860400214485,0.030270559753233648
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.005974209198846576,0.003831673368693557,-0.056717603318535745,-0.04644858094934126,-0.008301525825174277,-0.1374589580582597,-0.15404051217784528,0.060339351505946125,-0.0006111468595636103
HALLMARK_KRAS_SIGNALING_DN,0.03420669174208996,0.010652816326633096,0.10332679767398316,0.04967042950019983,0.03083453679445801,0.16983577351411255,0.031059900465997617,0.11645624308436502,0.04541950433035335
HALLMARK_KRAS_SIGNALING_UP,0.09553788784026672,0.035139750729002835,0.09572601918643574,0.05839283745710188,0.06314276948397443,0.17067120555178977,0.13211745700181288,0.11691965614937762,0.06234939831776741
HALLMARK_MITOTIC_SPINDLE,0.08634613658902272,0.006786504848264674,0.048223555533465974,0.005792506172690389,0.049350573315624285,0.10284132304975775,-0.005039373678988616,0.13866242406350773,0.04290659449326764
HALLMARK_MTORC1_SIGNALING,-0.08203451859603758,0.0038079902415007576,0.058740945761664845,-0.027481867910019064,0.06878085339328786,0.16141587491004655,-0.08962768678465842,-0.0073606463901661565,-0.005801229897376336
HALLMARK_MYC_TARGETS_V1,0.068863382844173,0.034567662319901826,0.021264593882636632,0.0024860202597498855,0.006493395995995369,0.11442955830617632,-0.10321493004212519,0.1112113663613149,0.030565152639819983
HALLMARK_MYC_TARGETS_V2,0.07548741006227841,0.005130837293825847,-0.021193776637207427,0.02605699818574028,-0.0010940968468448214,0.04606614133609466,-0.06075806744337754,0.10511455209886977,-0.0038773689767585
HALLMARK_MYOGENESIS,0.0944752769748089,0.010395916281708608,0.05402960748323646,0.03162676067904309,-0.010481473900419298,0.12678528814162274,0.07960852353735753,0.151082421207787,0.05972665656033257
HALLMARK_NOTCH_SIGNALING,0.07174693578509987,0.039988860780692574,0.018098427106621552,-0.00027065842664011783,0.03735378297823547,0.08191561627974844,-0.05626017056823018,0.12243637192394004,-0.010199636630406593
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10506145774004111,0.038490635987310104,0.08338205422488053,0.10893136272171015,0.06361753062319955,0.18677381499895443,0.06139618248497493,0.10814208650348206,0.05593397760282835
HALLMARK_P53_PATHWAY,0.030343353996249305,-0.0029081652731446084,0.022359652538291006,0.0028500499605954212,0.0025968882937718873,0.015443684533984849,-0.016746311610813837,0.08219127781661181,0.014209350455456857
HALLMARK_PANCREAS_BETA_CELLS,0.10626461437774637,0.04344604506640127,0.09646550960014505,0.11755180704924173,0.0565329425722099,0.16124278356835128,0.08834148813925789,0.11663464571926237,0.10664965761298933
HALLMARK_PEROXISOME,0.033557862710531655,0.015598905331485216,0.05321599742632507,0.028880166023294084,0.0013499392517799696,0.052891346620666635,-0.03806637517359675,0.12884028592489027,0.08325800367185797
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.08658161190551834,0.016820022321458482,0.08400926027882495,0.07799747160218617,0.043875290618548356,0.16867888269721082,0.1076433176308788,0.11846646189608973,0.04119034519385926
HALLMARK_PROTEIN_SECRETION,0.07270328689151218,0.03522402787154699,0.11559299750057615,0.02014424166003852,0.060597068041174984,0.1746619534458656,0.013587982893792094,0.10846821115886586,0.03590487303278814
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03782577607590514,0.03933359175139921,0.047465331999018784,-0.006216041548083739,0.020752004701874563,-0.174183830899002,0.06146646033201957,0.09398547116536805,0.09243932708693668
HALLMARK_SPERMATOGENESIS,0.06561446532291382,0.004388760854600142,0.10946731805806235,0.0762953389819916,0.013083123082072884,0.17992704345829005,0.12954772591402253,0.12604203039412007,0.046952235410698935
HALLMARK_TGF_BETA_SIGNALING,0.07283277790526811,0.00026654490630443223,0.001956772757972142,0.008295266684363253,-0.00012558111682797407,0.06614523223123814,-0.11842891869017304,0.14053954552561052,0.029045047694176988
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0381899326309925,-0.012702384116243219,-0.05046601499882837,0.10346814086610046,-0.026063271262678878,-0.11203966894941128,-0.0680962308214511,0.03219058140072226,-0.006477460949545902
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.024235485432801605,-0.01081147850247295,0.034551541798857055,0.02038202538573006,0.05330769779465661,0.10654645687306499,-0.08194871737548581,0.1180654413102158,0.04798966221001103
HALLMARK_UV_RESPONSE_DN,0.12751369878626734,-0.030752390701823448,0.04429822667664181,0.10053925890083665,0.03903297638492057,0.16158467100992302,0.09950317774178971,0.08505474800265489,0.046086972138682125
HALLMARK_UV_RESPONSE_UP,0.049637465264624724,0.0017991298383853254,0.05863256303269743,0.08038990140276275,0.06401305589208495,0.15943552230310806,0.10158817535443948,0.09801813332549246,0.07534278578037798
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.01678268652165224,-0.006322929724843224,-0.033065755801442845,-0.04365552364675203,-0.007270847177911126,0.08928959498604873,-0.10588319287798496,0.10078058868956671,0.011008890192293393
HALLMARK_XENOBIOTIC_METABOLISM,0.04315106663692525,-0.022649113930074065,0.03275245900712044,0.03654943587299585,0.036606729947152764,-0.05083823904066986,-0.004865969248155276,0.10157887919290211,0.023344701054547643
