,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04507041799720488,0.15387945011506526,0.09260182833122996,-0.03229527620986986,-0.03853642314750021,0.02567687046302033,0.19939469365881843,-0.0830082161275198,0.01398265902615372,-0.007487487667713743,0.045854431817943304,0.03393136967836488,0.04396272323825126,0.09552959407446394,0.12466540493649848,0.14138147997520478,0.0617073938231704,0.08309727087516006,0.14359871030515356
HALLMARK_ALLOGRAFT_REJECTION,-0.11901544437771373,-0.03525828347980945,0.04385355954435299,-0.015820929829147738,-0.15549516961693172,0.12593412378873722,0.23380556448094553,-0.11985093115538119,-0.036798392649265065,0.006219482335449248,0.053716998774494665,-0.04851672598608615,-0.007579114807543114,0.06222971883197006,0.12184498748997756,0.04908394253998772,0.003204503630783842,-0.018429958365325613,0.04900073536720096
HALLMARK_ANDROGEN_RESPONSE,0.037341530177363955,0.10620844023497233,0.08011435030227201,0.0072584425946089605,-0.012019435250708747,0.10705691897557054,0.20856480507299152,0.00046932943002554837,0.010188376482803347,0.16493409470902062,0.0922149527518207,0.047993963098307516,-0.08372597180856425,-0.004144282496015165,0.09374176694231492,0.10932733065876869,0.05320150589448984,-0.01484543994077205,0.07541464863246002
HALLMARK_ANGIOGENESIS,-0.07638953121402622,0.0717488841907447,-0.03145340978917484,0.0961055316460094,0.03966331174566782,0.11247899546530042,0.1972002606395972,0.12042796562167098,-0.015532198466398646,0.19006335681873443,0.07268377246132512,0.04150644670521188,0.09138844129824297,-0.03816334673544615,-0.013784465593382597,-0.09302107269291403,0.08666895998107609,-0.07776994690404346,0.0386652936906874
HALLMARK_APICAL_JUNCTION,0.08870416646266555,0.14150531198573457,0.12122609041728889,-0.034837931933108225,-0.03989195661910849,0.13428883185070467,0.24705141225001404,0.025587747433473113,0.02839639109510093,0.007691681630898927,0.06536273749603792,0.058426020605737344,0.03023897242117718,0.15671947774775383,0.10406629393500028,0.14829979772808682,0.0618905299132653,0.062464820151233856,0.14547725849460888
HALLMARK_APICAL_SURFACE,0.10575184146459539,0.11185019758504043,0.08525118956505762,-0.0707698290433828,-0.06559633986409495,0.021262229598671835,-0.0884853828759259,-0.12537180245179322,0.06402938824693756,0.04897700780177009,0.09116384842252162,0.013168804751189945,-0.1079557711600094,0.02215900376302986,0.05695487717833227,0.10891545743521767,0.01601977307333963,0.06061111943725338,0.09577946613413829
HALLMARK_APOPTOSIS,-0.015792051297221162,-0.045569890735219824,0.040894720649169124,-0.011800205082563535,0.008290635218958722,2.6833095761748725e-05,0.07547738928618071,0.14072249660733782,0.04247001436908249,-0.10560852062140105,-0.051384972231240424,-0.032375634451908074,0.022744694705826185,0.052656811385755155,0.034576931716772105,-0.08136361134003854,0.003500006155948917,-0.07846784289373923,0.01701137342916715
HALLMARK_BILE_ACID_METABOLISM,0.09917819857136047,0.1668905553197699,0.03567506531245319,-0.008496628803240093,-0.0415593824503194,0.08856104727955745,0.2598684368456487,0.02422620987144456,-0.054671019578526964,-0.03851564850031793,0.10392748334760149,0.00863448374964174,-0.05365678166417126,0.0560959058807399,0.050380170315546376,0.13281729711578424,0.015860356639143033,0.03967561172701789,0.15099334233186437
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09298118993848571,0.16410762396910977,0.09086923933757944,-0.03930181096528081,-0.04435232227396946,0.056051656883678885,0.17983691607080438,0.1385193047680519,0.0371538693279352,0.026547985428497786,0.10274320029565302,0.14702294824204812,-0.03672003058379215,0.02766959415722052,0.13088909432157966,0.1481928395360375,0.03083861033519079,0.15538224253361158,0.15183164143720743
HALLMARK_COAGULATION,-0.12849914397705164,0.06389115852091497,0.06692336410959052,-0.049084105543833675,-0.010510660278074652,0.10128540382828967,0.18503989787149114,-0.05130425089010903,0.005527695870232339,0.08199896562971916,-0.012173051190742861,-0.042426963770442395,0.03369972818606146,0.14024382118003165,0.0880542969753465,0.05722732183824944,0.06838208566940467,-0.04181298318129547,0.04181702829178535
HALLMARK_COMPLEMENT,-0.06145588776428832,-0.017481303772417127,0.06836609624355262,-0.002113048156145965,-0.11090178512203847,0.06063238522235604,0.23754822613310653,0.09466833314173728,0.003954234683289324,-0.024857824320301182,0.09608120466040891,0.04140286525939485,-0.015078550074549038,0.07151551366941236,0.0919520068848563,0.13771562921532432,0.06084080655291623,0.06834767332845809,0.07453677058884318
HALLMARK_DNA_REPAIR,0.10218434270826889,0.1883857694338632,0.1440503132075012,0.04066818364927384,-0.030506102354720926,0.13723294327797514,0.25784224942458933,-0.0076577593511799515,-0.010893212190221725,0.050013651199304295,0.16812693059179412,0.03850878576450082,-0.01973019069326443,0.11524171790580522,0.10012600123619338,0.16566804399860774,0.06678064942143132,0.15175664271726164,0.16791820216940498
HALLMARK_E2F_TARGETS,0.0701982966574749,0.14436337964908041,0.10200427449979262,-0.02245677249668356,-0.051042532898621526,0.13761464878562896,0.25021720081641596,-0.0005744926400460577,0.003627289682552744,0.14438065007573309,0.06842343042435252,-0.04368516739677363,-0.13519167420036277,0.04194391064684116,0.06491872696083315,0.048999073999149594,0.07158513150894903,0.11506445520072049,0.15108101797883525
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0981012021978979,0.06643574226466785,0.03128235603068089,0.06936282477280285,0.07531394942725787,0.14282947160471274,0.24944308897566606,0.18317465415474415,-0.00532991951567885,0.08131334788200865,0.030473264529505727,0.03216465830904318,0.07666082864191456,0.16956869199027746,0.03013134760838939,-0.049920799903321246,0.07133112914608644,-0.08968324018900449,0.056914401318452185
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01132542302343545,0.03151815828226129,0.00947678829672228,-0.01745937511875111,-0.005902902807987113,0.040730376176181866,0.21694866123985285,0.010321029898765577,0.007131297872282508,0.0691351639972469,0.03600697660657623,-0.025587619606677846,0.04100258970286614,0.07097860805114073,0.07985136012100603,0.12356595405444605,0.08604090770971488,0.084588626241788,0.0956702472193398
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02178851456888893,0.12464353121147195,0.12243524980603016,-0.028378860695852277,0.02741571375595739,0.018808087038352725,-0.027319313258288968,-0.052201242585640614,-0.007018439705155334,0.008926017955114239,0.06345114645333676,0.041446949294652265,-0.07410765527146886,0.025820577647755392,0.10785669539777722,0.10833611294498224,0.02056608402655559,0.005684927384528747,0.10374989896521077
HALLMARK_FATTY_ACID_METABOLISM,-0.043604056981458375,0.08942940965528272,0.031155488418879187,0.06569740665224597,-0.09634690891779511,0.011701376242435287,0.14627852538685115,0.16753586798395118,0.021287855436224582,-0.04891240387247377,-0.017529492810664064,0.0910024209530558,0.10025794773466015,0.06618141695320934,0.013590225577097015,0.0353235772025265,-0.012189854267237909,0.032384277079514696,0.07286461819235343
HALLMARK_G2M_CHECKPOINT,0.06839613771572217,0.11239275534235929,0.09301867939911113,0.001985929937115844,0.052544592070243666,0.1200865478817881,0.23322941368649416,0.03328971026312829,-0.017782371526154618,0.08437844756685414,0.1225212407113159,-0.022700052931058902,-0.09273587483074967,0.0792659560997165,0.05498806532368487,0.05302282127977424,0.08369568818449626,0.10516288512517198,0.1441980022488011
HALLMARK_GLYCOLYSIS,0.09049611104890436,0.1467807695398801,0.0617212704165397,0.021571783536269554,0.12240770584345778,0.07931709561653293,0.2384399216759573,-0.007461543065476256,0.003961101311450757,0.1644578313681786,0.10395480701291836,0.020841378058922527,0.13305818501450814,0.03407983765801093,0.049075374162273665,0.12210775623341827,0.046600570328217295,0.11845217922893383,0.11960443915534433
HALLMARK_HEDGEHOG_SIGNALING,-0.026754768487273334,0.007509175163783249,0.09709113466559022,-0.03483485426947859,-0.03635976292298547,-0.08802270960707154,-0.04455824113780238,-0.0988319104559166,0.017471167000035308,-0.09275108712739578,-0.02976805848650193,0.18957591858295242,-0.09878055625386645,0.09525205721267228,0.04100168353998372,0.13617558871168609,-0.005060391229954745,0.13694120546897018,0.004424790043388215
HALLMARK_HEME_METABOLISM,0.02548145220083317,0.13965955253168963,0.12633343712779566,0.007752312635178175,-0.020110352299320258,0.08543908005141111,0.23350583277506642,-0.08588877908374098,0.0070716806145109615,0.10700760986804403,0.010867117074260474,0.04796572900216145,-0.010641457427970026,0.0944758070893096,0.07180309521112256,0.1453042798810479,0.08669085810834963,0.11872719366399243,0.12979465725147368
HALLMARK_HYPOXIA,0.1234241974541669,-0.045712558869862564,-0.07760393825899967,0.0897404448296215,0.13288037020153684,-0.03463019625407841,0.03062108136419403,0.1879781463683901,0.03791185971187786,-0.01851818732118456,0.05917099553790525,0.07228530002313872,0.14416606886916344,0.1392560564503775,-0.04520633559070395,0.020068185688929197,0.04205115908213144,-0.03818946350275857,0.0475095897594126
HALLMARK_IL2_STAT5_SIGNALING,-0.0374242493232691,0.05760434596007305,0.09898535600213854,0.026686449181467134,-0.00957408845590169,0.060185583495043694,0.22593004356757843,0.05083915092842205,-0.03265067860967855,-0.040954367479513205,0.06136588656775158,0.0491014987536933,0.049746461886994456,0.006386703634977178,0.07953420789357443,0.12577798729628842,0.05241248846334626,0.08309076682390772,0.13712604536857537
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.007118306596752557,0.09896705161272012,0.08467811214067379,0.0010958503353989037,0.17595105780786094,0.08247327294380084,0.20536174330424659,0.07872486561470658,0.025755087063810064,0.09270641403284763,-0.003260389353873337,-0.06852468591443386,-0.056730944960621664,0.0833297113576416,0.06044977252564987,0.01822554845607185,0.052391272343670116,0.00424641130149584,0.05790999461594225
