,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.022796158018174063,0.057402797180709536,-0.040577366504327445,0.009456326410076207,0.026300230894654473,-0.0696275336127147,0.041507986313458874,0.03224765053474987,0.04357635019205677,-0.004117397847347257,0.1194359951005645,0.011898521924060903,0.0018162970500379086,-0.0363333284526861,-0.04548954724596622,0.09473274371753602,0.0795998608333222,0.04070857462589284
HALLMARK_ALLOGRAFT_REJECTION,-0.010648638495211919,-0.004479746330306371,0.007464424364115531,0.038173632894856875,0.057547930959624766,-0.06737084046005673,0.15150717415294426,0.11506840598117242,0.10672536383075774,0.0336618860870217,0.0735028097340956,0.01122987573390243,-0.019223566176588883,-0.005930941849952489,-0.06618529668216998,0.04602114990789145,0.10752658007971992,0.042668857546212656
HALLMARK_ANDROGEN_RESPONSE,-0.10948175881202461,0.03605375759447058,0.017003033272441476,0.07124673847430013,0.06912606361266053,0.002920988449015876,0.0653164295486463,0.1555899642048561,0.06053538966566986,0.012307090218750481,0.05155653259557547,0.0637883414726083,-0.0046539565020188665,-0.008265755623503495,0.03246876137985001,0.1257572272356923,0.15815517756903955,-0.03444864869248073
HALLMARK_ANGIOGENESIS,-0.07396577564452483,-0.03676946337455081,0.0883227492734036,-0.04427690993172365,0.06559846261719329,0.08998923990436442,0.16791723134403821,0.054639217746677494,0.12826812536767038,0.1886688684176962,-0.07227832018123,0.04503679031751904,0.08644062194959813,0.016019360263656357,-0.05238064659961411,0.011819581128481593,0.14821105460094836,0.13018173125118382
HALLMARK_APICAL_JUNCTION,-0.038259398832970457,0.10253603206007486,-0.06989374094553134,-0.0005518940825770684,0.02530994349190834,0.009097991363065126,0.13295781364555231,0.07721153828330084,0.1213417869526416,-0.03541357787299548,0.14705259835645576,0.0359218032613192,-0.0038192252057255025,-0.02809835838460407,-0.04927551766118907,0.07169352961516945,0.1454482664715173,0.03335261658697933
HALLMARK_APICAL_SURFACE,-0.05441201846609046,-0.010330064361904433,-0.10829703607729563,-0.008354356877862165,0.025173614167281474,-0.0442926965071319,-0.06421297331668237,0.07374819021295667,0.006206909479427449,-0.10244304954989374,0.023935349112213067,0.03677619912636127,0.04301149297335991,-0.04685056900373987,-0.047636170237748146,0.055669908140614836,-0.0041629966957771524,0.00892915811295217
HALLMARK_APOPTOSIS,-0.04741264783527377,0.11042363470678541,0.0487876990917348,0.027137032552886943,0.05134545298920869,0.12267123943159089,0.06859582318837044,0.1708420434754934,-0.015451924758743454,0.07821665792981747,0.061366595429725196,0.015475701364517366,-0.009253915447421483,-0.026883445107417338,0.016424032694974326,0.06742790496089711,0.05355932993522694,-0.016219516468180747
HALLMARK_BILE_ACID_METABOLISM,-0.04169546952249534,0.03966663313162278,-0.09620650400033685,-0.031217342216822205,-0.011169839961449634,-0.09858722762418123,0.08170157016563297,0.1006270130404695,0.004801503773350908,-0.10657840471571087,0.08790908124645892,-0.0004979014501366772,0.01802886591941273,-0.03705107323011421,-0.010492796872554588,0.08154116998002899,0.10365643392368105,-0.008220613395760499
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06246104732998887,0.09758120546379193,-0.015868441154972185,-0.04805360433731911,0.09656559847367534,-0.043487650555421364,0.007792125544151005,0.0362905741996511,0.056803769087207585,0.0909781811954309,0.08455743217298253,0.0720427293102872,-0.002590006962994953,-0.004096882600743835,0.023622176698072008,0.11983835838833617,0.05376622223586738,0.11031682268853166
HALLMARK_COAGULATION,-0.00494968129621704,0.13748895242084408,-0.02902101372028008,-0.013667532376696484,0.025958167265206902,-0.014111093077672728,0.1528730162062478,0.1230073531273381,0.06422831934371272,-0.10649238548476565,0.05141181814473775,0.010715608822292397,-0.0019614187212252977,-0.06573646127473629,0.012158322625163585,0.024368370761469655,0.1483192046937389,0.13288317775120922
