,UKF248,UKF259,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11327122654671976,-0.0011839881928405677,-0.08193210605722392,0.23287864044450474,0.06365225115499966,-0.024758066128173144,-0.008091229395093711,0.10478974666520045,0.03769456849065465
HALLMARK_ALLOGRAFT_REJECTION,0.17217559216640055,0.04833580518345745,-0.05847475055223152,0.1302561483568261,0.047579120909448415,-0.012813686746941765,-0.013234611090587933,0.07204949585824323,0.12199289334774384
HALLMARK_ANDROGEN_RESPONSE,0.12506261865848786,0.03902678223919598,0.02272875124833139,0.1514575610712682,0.06860207185618966,-0.010096553519322466,-2.657171949494265e-05,0.1325404613602188,0.07053519913967056
HALLMARK_ANGIOGENESIS,0.04827602721303808,0.025791192678829268,0.05961229075168723,0.12287958018633471,0.0003881509446293677,-0.005564718744404594,0.005689630624149479,0.08379485691717366,-0.0028209863785709703
HALLMARK_APICAL_JUNCTION,0.16677808351590906,-0.00992459918597845,-0.08153933674233753,0.14039338852856398,0.10295306280166693,0.008362613601623992,0.009255492124687653,0.13923763890561863,0.09212073870924345
HALLMARK_APICAL_SURFACE,0.11375490571655933,-0.05324964000387298,-0.04832599941108862,-0.0038854569235753874,0.08384218954877479,-0.052639654620491756,-0.03244262386545257,0.1607033185134879,0.026631095186958793
HALLMARK_APOPTOSIS,0.08592902707631608,-0.01305471637573855,0.019864501628093285,0.12149506079725166,0.018860592641425002,0.05706726017300596,0.03766431696317588,0.07605081545639003,0.09886688925078281
HALLMARK_BILE_ACID_METABOLISM,0.008342271815193834,-0.02493856394406593,-0.04100864437446675,0.14037925470189144,0.049266653787353974,-0.035801806143452096,-0.04601968504952817,0.043619456667474014,0.03817751626971156
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07538117111484648,-0.06645777056137944,-0.07592710841362556,0.09851742478833905,0.05240917824789816,-0.04721311577611212,-0.02697759857480012,0.08273750580257251,0.010287547298296949
HALLMARK_COAGULATION,0.22673765921690622,-0.009790368802182208,-0.07746279544193926,0.14819917095356422,0.0736784345448337,-0.005130931207239065,0.01857937259683786,0.15058596836410784,0.07124308460257858
