,UKF243,UKF248,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8812bulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.10485268899355035,-0.0017859151205198399,0.03411848453293694,-0.08934217079135504,0.027107449917327785,0.0332354379803149,0.04302667133631921,-0.020164272928568275,0.04266888780345016,0.07340366572916666
HALLMARK_ALLOGRAFT_REJECTION,-0.02791182327082391,0.01830861966150138,-0.0238576466955787,-0.12103223197120451,0.008702184836954396,-0.06100076616126656,-0.07258645707319158,-0.07234029810915973,0.11688364327272875,0.012610789134288475
HALLMARK_ANDROGEN_RESPONSE,-0.02503248566196179,-0.004507420780054491,-0.03228018376643507,-0.14547833914869318,0.03705207129584992,-0.022774240209899106,-0.06301510446970558,0.03667923757169921,0.0005570400143741508,0.05211062797906106
HALLMARK_ANGIOGENESIS,-0.048713169547229096,-0.06523980327921275,-0.02440373130503242,-0.13382650041279265,0.026812000465242215,-0.032716015340941464,-0.10900807416759023,-0.09744814571710368,-0.05234958261966961,-0.07497034983154595
HALLMARK_APICAL_JUNCTION,0.13091331145476842,-0.01241510197472145,-0.04038065956373692,-0.12126110278808926,0.017070205874412218,-0.07114031739175727,-0.07471386822532718,0.0006571240086828714,0.01992718367693246,0.13696869498453249
HALLMARK_APICAL_SURFACE,0.09441104385562148,0.044616759095229566,-0.019733537026904627,0.1413108434931194,0.013097229109948927,0.06598623491279224,0.019830578342238024,-0.01988833487316339,-0.006792361893857774,0.03876863657760946
HALLMARK_APOPTOSIS,0.05643087101389877,-0.05441268733372236,0.04056562107914758,0.008138332129307327,0.06097840120299142,-0.03167267128192341,0.09117299440109182,-0.006479896423209954,0.012856778839692292,0.05400133133118766
HALLMARK_BILE_ACID_METABOLISM,0.029611008462662892,0.05892954512365249,-0.04550563349749271,-0.15163989733921168,-0.030612797657030004,-0.006646148531780712,-0.05511573576387073,-0.038943263625551436,0.07311351444284798,-0.09922374158095139
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08645283672862146,0.01901262330047921,-0.044501970126773954,-0.09571180698455457,0.06662740668448268,0.010487150486324875,-0.10616800492000499,0.05174148555037197,0.07303628089655204,-0.054052577754428684
HALLMARK_COAGULATION,0.06973388285413314,-0.04537599190406925,-0.03796654058236809,-0.14430458156559015,0.07638172450170023,-0.05850536223064724,-0.08654859834702716,-0.030724953355466066,-0.01132314386885964,-0.10283383958670006
HALLMARK_COMPLEMENT,0.07326462633881677,-0.031327550242346534,0.004288922239522074,-0.08119382320910612,0.03517237566558893,-0.02557936821631926,0.0563171257447379,-0.037703996342760185,0.03238534396402201,0.12064239127180625
