,MGH258,UKF248,UKF259,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0585785072677641,0.07367569247019815,0.026870220800643645,0.11828854082891,0.027950921404155,0.15526201181199664,0.1411421700996572,0.20280826689572484,0.22689757227473437,0.07591358613136544,0.05095261729041521,0.04062548525754857
HALLMARK_ALLOGRAFT_REJECTION,-0.07623930524951325,0.011182477974250876,-0.02225837305199747,0.13444118738066838,0.10932857239576246,0.06542510102389675,-0.0008308548913179165,0.08436254067342386,0.16719404675785166,0.015431510003741504,0.02484303675234599,-0.08917095354088266
HALLMARK_ANDROGEN_RESPONSE,0.023725902533468197,0.07926660549416624,-0.03777314732183324,0.1415114583868781,0.08106519441803639,0.11349896197847391,0.1755599847743356,0.20578228837830448,0.1655608149951907,0.02254915370270658,0.023424087694203045,0.04199904337191742
HALLMARK_ANGIOGENESIS,-0.012882466367396008,0.00791334194429685,-0.02230484831393525,0.13213616758082397,0.10289328643283314,0.13443911629384678,0.013760316505628143,-0.030767996717793563,-0.1487118561635335,-0.052761446286146575,-0.013962251468276711,-0.07723979941358759
HALLMARK_APICAL_JUNCTION,0.056042292294400886,0.06753339947756833,0.04799908832936673,0.1438930221821884,0.13906388265875858,0.08123847882908128,0.14181803131334023,0.2013373669859239,0.2377074706052261,0.05603961888510736,0.028284604176307206,0.04784447070625499
HALLMARK_APICAL_SURFACE,0.015277354574057477,0.0949077067878992,0.07323282299908415,-0.01790045475955286,0.12801607034138968,0.12449105152472993,0.07942151257516485,0.1493915728702391,0.17593724015170017,0.014298342406351795,0.03685573455597974,0.0958623602166121
HALLMARK_APOPTOSIS,0.02603764896177746,0.007950175238708657,-0.00023129730118653276,0.04113748581074981,-0.015552422089968494,0.020588288087429362,-0.01410310777338641,-0.09635790100870364,-0.10211193785228094,-0.008656873962475145,0.03566855676017274,-0.023196349565496734
HALLMARK_BILE_ACID_METABOLISM,0.048945178406466394,0.0415236357738264,0.07759268187173356,0.11094306680022586,0.04707092400340152,0.05653217078452577,0.030883041439589337,0.18295866925192983,0.21321787372704304,-0.005106277703161822,0.05689369930410035,0.035784266688781444
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04077235901905254,0.024127136641290722,-0.0013318210599941045,0.08519146210829157,0.11335023815136865,0.13005825785675493,0.1623909820958505,0.21520811158916225,0.22759703424255054,0.09291653599154659,0.023890339849289562,0.08030059013739207
HALLMARK_COAGULATION,-0.0715080517563203,0.06035963268336453,0.017454338694484747,0.12887785572305907,0.12480615193760251,0.04718928807822668,0.1386323230757772,0.12631096085520307,0.15084538327327104,-0.0038521364278234307,-0.005149770799797796,0.039042043080634366
