,MGH258,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.058669540634172505,0.0569867046162586,0.1029304421474113,0.15633552841137827,0.04868546930162513,0.0803926529062422,-0.03669973361328051
HALLMARK_ALLOGRAFT_REJECTION,-0.07208564712739189,0.05199133592455086,0.10321811088472316,0.09238588985921509,0.0373915344153897,-0.019909366436470195,0.012843982722817856
HALLMARK_ANDROGEN_RESPONSE,0.11059531741921709,-0.03303711911058147,-0.02483018087870502,0.1252666219180461,-0.006374751434000248,-0.03589842882160185,0.016714085659913305
HALLMARK_ANGIOGENESIS,-0.12082166523997086,-0.10064597903305918,-0.04371297091295754,-0.06353260890130435,0.05599616941604868,-0.13712970173588176,-0.022964923466943798
HALLMARK_APICAL_JUNCTION,0.06303137200331044,0.07900258270982728,0.12115397799980258,0.1327789485759633,0.06654816887561513,0.019014413728150978,0.00017069934026828817
HALLMARK_APICAL_SURFACE,0.05420445957997838,0.0671553159455688,0.10099079496241842,0.10128136123045874,0.054923008616868635,-0.01329819580738088,0.06189890789963808
HALLMARK_APOPTOSIS,-0.014373357468376485,0.08726816097037582,0.05641339178827069,-0.042886902560524055,-0.01044387358897368,-0.027267959250968313,0.0554956244818907
HALLMARK_BILE_ACID_METABOLISM,0.07690397670661142,0.08710675486362392,0.051825911921376366,0.1252896832720608,0.001216495195960486,0.006375129794811513,0.07239877676515122
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05135511298520685,0.02524612854384325,0.07773932925094103,0.14915129068697855,0.036100893439214986,0.026333844234244102,0.10007384377751889
HALLMARK_COAGULATION,-0.05664008517917648,0.08232216919215606,0.13952546121952705,0.08700575947926249,0.052903472810950106,0.01158570407009234,0.008545413937947709
HALLMARK_COMPLEMENT,-0.027981977841776987,0.08935257970517249,0.11336767042744543,0.07108873953511559,0.06313591251523266,0.07367137354524568,0.046436125336406245
HALLMARK_DNA_REPAIR,0.08026223426891838,0.09883864033812093,0.11015991418565708,0.14480440352014734,0.0855512928937742,0.08274643794678478,0.042560458276461544
HALLMARK_E2F_TARGETS,0.0676897548526114,0.01857830313531365,0.10287012340964,0.10836696030753962,0.03456422879302557,-0.009550265664119796,0.04730858547684618
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08464584820277324,0.043201553621239924,0.11433435356588492,-0.06474666812156964,0.12395243871772332,-0.10258633039746277,0.022144215346678337
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.010638837699255775,0.03504100771761516,0.06209334072638233,0.07802774062193744,0.07874589058162754,0.03664710337930206,0.04411761779956085
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06971774938201604,-0.024683668034703853,0.10040734158983118,0.12827969691400515,-0.03555870999735564,-0.049904800481008524,-0.07054229014346737
HALLMARK_FATTY_ACID_METABOLISM,-0.034576497472060555,0.059881160130086396,0.018764443674607903,-0.04577824489695044,0.05218715361789149,0.0017142829364230918,-0.003291320607245146
HALLMARK_G2M_CHECKPOINT,0.05020840130020572,-0.007645307388796342,0.08271274942583694,0.047797575994011576,0.039229120605219964,0.021853412340956384,0.002081322606204859
HALLMARK_GLYCOLYSIS,0.08700199288384064,0.007508430115145686,0.10800590872925901,0.09056116897053261,0.031508157305040356,-0.05455396653372278,-0.0025629031164844593
HALLMARK_HEDGEHOG_SIGNALING,0.016096428921532423,-0.015713058748107505,0.1078404188589634,0.028740196500527615,0.05602439268353378,0.02427191662051923,-0.05591673773875744
HALLMARK_HEME_METABOLISM,0.015330148826493598,0.09261571262585178,0.09342672563216357,0.1480060796158525,0.04688155021337373,0.09385850655309311,0.048805391300060175
HALLMARK_HYPOXIA,0.08715901776257637,-0.03173278111786148,0.058749637950877405,-0.08369271736950734,0.10691777181888619,-0.06363082213439641,0.001291529433811038
HALLMARK_IL2_STAT5_SIGNALING,0.013815448041398642,0.09960571175331419,0.0030823844924336955,0.10848091720538414,-0.020300916697947154,0.01703511734479192,-0.005861320819200597
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07618851712428072,0.07126732739834624,0.07122092626508178,0.05776184447111951,0.018626768555429028,-0.1324530648502752,-0.040150880810532384
HALLMARK_INFLAMMATORY_RESPONSE,0.04296780784573653,0.008302344906259945,-0.009630823640717273,-0.00832198717460986,0.040772555217238174,-0.03290721562679403,-0.03523426856366641
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.015626831625810928,0.11498090045761931,-0.0246741228562365,0.12366863757473308,-0.09755093611000414,0.020216061607421856,0.07005134146716606
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0711648864622316,0.01863786935799661,0.11809006923374056,0.009363172550719516,0.09434987482204944,-0.03852197138601383,0.07397410485265625
HALLMARK_KRAS_SIGNALING_DN,-0.01165130837878953,0.07255219130665178,0.06436800987246374,0.13415990830025537,0.0673113784947429,0.07225320396746335,0.015160616626458907
HALLMARK_KRAS_SIGNALING_UP,-0.03373034250142816,0.08469444256269618,0.04261079212402162,0.06332272865212249,0.06045946387594403,-0.025502350390274906,-0.007312563289490828
HALLMARK_MITOTIC_SPINDLE,0.03982445407941623,0.055798359803930615,0.09138764296863351,0.14103624918908944,0.005985118371265516,0.06616672931419622,0.07967945990178635
HALLMARK_MTORC1_SIGNALING,0.07389471621170991,-0.053725673406875424,0.07139795560011744,-0.03943868505442977,-0.02685560774481926,-0.08155438225230593,0.03343086821610558
HALLMARK_MYC_TARGETS_V1,0.0732201953757274,0.02806737001353371,0.10592294883701028,0.1366591407468811,0.04364455491652231,0.031033086506396884,-0.01973492176456802
HALLMARK_MYC_TARGETS_V2,0.02888701303821171,0.07018127473707496,0.08033760147841812,0.03742668339033587,0.060662937351857314,-0.031999014980274125,0.043640267158181964
HALLMARK_MYOGENESIS,0.0591211800355456,0.0742103617074483,0.1005398016428335,0.13841755460534402,-0.0005339932667372236,0.12777807645471354,0.031503836465440076
HALLMARK_NOTCH_SIGNALING,0.0763678826741391,0.056005285252804245,0.07789000813173608,0.12844399409301874,0.06578971740991593,0.019717688123125778,0.031171550455488257
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09952498139387662,0.035913962815826816,0.12690967531890684,0.14409975777535786,0.014168963159222765,0.09328609772705533,0.0158743289354037
HALLMARK_P53_PATHWAY,0.018944757792858244,0.11773273224665776,0.12615606071614965,0.11939209461358992,0.04035431172168233,0.07259373052877026,0.02056329474794215
HALLMARK_PANCREAS_BETA_CELLS,0.04797077215588012,0.052401116419408214,0.11510662215117057,0.1376176277871326,0.0555840590536194,0.1235154799837999,-0.018260542763042353
HALLMARK_PEROXISOME,-0.03430450267374872,-0.016564571070310913,0.0675280616209899,0.11487869262051165,0.006712171451887539,0.0211550967534144,-0.049879238621584956
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06941714342296446,0.03731638953701133,0.10362135252559265,0.10530263060083696,0.034228892954891024,0.056741707547865165,-0.0005209551959526619
HALLMARK_PROTEIN_SECRETION,0.05840987342146913,0.08391252614872799,0.1200426714470718,0.13128358095964882,0.02957330577504765,0.04736416389530319,0.013555423961211928
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.05067829406402436,0.08531136133795081,-0.058311484317411746,0.11825799510591621,-0.08965031904799514,0.13222966777459425,0.00406359814801656
HALLMARK_SPERMATOGENESIS,0.03894269520307844,0.032336451130768586,-0.010067771423710329,0.16370662857521065,-0.019083734012137674,0.0800374339773506,-0.0183126922205632
HALLMARK_TGF_BETA_SIGNALING,0.0355533806607832,0.1013311369155857,0.07056128935676619,0.1379365988624945,0.0820559316749348,0.009805550885823121,-0.04532866617073084
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.042151084780558165,-0.009993025322294768,-0.010296432130286354,0.03950313523275816,0.039889697035811696,-0.049391916016381876,-0.03812423422783605
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.009120049605483717,0.10161319189230957,0.06947061333277334,0.13086603810851852,0.03169446162656687,-0.008467937254822557,-0.003593628485927501
HALLMARK_UV_RESPONSE_DN,0.032182729853290654,0.07143466618382001,0.0017576843486757792,0.11175231078038521,0.10063224028463132,0.023682946871433245,-0.059962025380458854
HALLMARK_UV_RESPONSE_UP,0.052316812396715345,0.06055721946497667,0.033143392679312086,0.08824945057216899,0.029911936136905935,0.018063735120918925,-0.01650406841073572
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.04435864183855261,0.08290013979858181,0.03438090983390017,0.1182532705531145,0.034777180582935927,-0.04023632234265721,0.174625368317695
HALLMARK_XENOBIOTIC_METABOLISM,-0.005190044860316195,0.10563408484902219,0.06111810129241543,0.10443309671914555,0.05325043627345175,0.04812151970033533,0.060812683243611894
